,RegionID,RegionName,City,State,Metro,CountyName,SizeRank,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09
156,199091,Woodside,New York,NY,New York-Newark-Jersey City,Queens,157,9.01,11.45,12.59,11.39,10.39,9.5,25.9,32.9,36.17,38.82,38.48,40.92,41.34,39.51,39.62,43.29,42.93,44.07,36.86,27.69,20.18,15.16,14.66,16.06,19.47,18.19,31.07,28.53,25.35,24.69,30.87,19.52,20.64,20.84,16.1,15.7,8.87,7.92,10.76,10.26,9.83,1.65,2.38,2.24,2.38,3.96,3.46,4.22,2.97,3.3,3.56,4.75,6.2,9.86,9.7,9.07,10.26,11.51,16.75,17.05
159,37309,Bayside,New York,NY,New York-Newark-Jersey City,Queens,160,9.07,8.38,8.28,7.46,7.1,6.09,7.27,9.0,11.85,12.94,13.1,13.23,11.91,11.41,11.76,13.5,14.13,16.44,12.76,11.68,10.77,10.93,10.78,11.59,14.71,18.17,15.18,15.96,13.78,11.46,11.76,5.11,4.87,7.22,5.96,4.65,3.66,1.86,1.8,1.95,2.67,2.16,3.49,3.79,4.79,6.07,4.91,5.87,3.69,4.53,6.17,5.43,7.15,16.86,21.29,15.34,10.71,8.96,16.46,32.81
167,276254,Chelsea,New York,NY,New York-Newark-Jersey City,New York,168,8.11,6.81,7.68,8.27,9.71,10.55,13.88,16.97,18.28,19.01,20.76,21.91,23.38,24.36,23.68,24.04,22.74,22.86,21.08,18.82,20.27,18.02,17.88,17.33,18.52,21.54,21.45,19.85,20.71,20.5,22.69,25.35,24.45,23.66,22.1,22.49,22.32,22.01,22.74,24.47,29.36,29.97,35.31,30.69,28.83,32.96,37.84,40.04,34.99,37.05,38.37,39.54,43.89,50.08,54.73,60.88,68.86,71.14,79.51,80.33
173,275620,Sunnyside,New York,NY,New York-Newark-Jersey City,Queens,174,13.24,12.8,14.2,15.02,12.3,11.03,28.32,35.82,36.02,37.73,35.98,37.94,39.42,39.34,40.68,44.37,46.67,46.82,36.68,29.69,28.06,22.35,25.45,34.96,44.08,51.19,41.56,40.38,41.25,40.62,39.59,27.63,23.91,9.45,9.68,8.97,7.92,5.74,5.98,6.14,7.29,3.45,3.65,3.45,4.16,8.44,6.5,5.47,3.61,4.04,3.8,3.05,5.67,10.82,13.87,15.18,14.94,16.6,21.05,24.73
177,195133,Greenwich Village,New York,NY,New York-Newark-Jersey City,New York,178,9.07,9.32,12.38,13.28,15.94,17.41,20.7,23.81,24.94,27.75,28.34,29.6,31.15,31.12,27.61,25.83,26.11,25.61,25.48,24.1,24.1,24.27,21.93,20.27,22.42,27.81,30.57,30.34,30.97,30.75,32.53,37.99,35.85,32.21,30.57,29.81,31.26,29.1,28.16,29.17,31.96,29.51,31.14,23.01,19.48,22.24,25.6,28.54,24.76,26.82,30.2,32.51,40.31,44.92,50.64,58.64,66.36,69.03,74.83,74.85
179,193974,Coney Island,New York,NY,New York-Newark-Jersey City,Kings,180,30.31,34.64,39.11,38.41,37.93,43.26,52.49,57.14,55.72,51.84,51.11,48.82,50.94,51.02,51.61,51.73,53.99,49.02,44.4,35.53,32.96,32.43,26.34,26.54,31.99,30.51,23.81,24.91,29.95,37.9,41.36,19.08,28.85,35.41,36.93,33.28,31.79,27.39,28.9,28.22,26.35,22.53,21.98,18.36,11.65,8.09,9.13,12.08,9.97,11.55,12.29,9.87,11.16,11.45,13.39,16.14,17.01,14.81,29.27,31.05
187,57348,Kew Gardens Hills,New York,NY,New York-Newark-Jersey City,Queens,188,11.07,10.66,11.17,11.57,11.32,9.82,15.28,21.64,24.33,25.14,24.71,24.48,24.14,24.81,26.86,27.48,26.73,27.48,24.77,19.55,16.49,13.75,13.29,15.72,20.68,25.11,43.2,42.54,40.46,40.96,41.08,37.08,35.33,31.92,31.48,26.5,22.5,22.42,21.29,17.43,11.74,1.98,2.36,2.15,2.75,5.2,4.5,4.14,2.77,2.55,2.14,2.09,3.44,9.59,10.73,9.59,7.36,6.63,8.2,10.7
193,6719,Rego Park,New York,NY,New York-Newark-Jersey City,Queens,194,8.72,11.07,12.51,13.12,12.04,11.81,26.45,35.22,39.79,43.44,41.77,41.15,39.99,41.97,44.56,45.97,46.55,48.72,44.1,39.21,35.6,29.46,30.86,33.74,40.03,38.78,47.45,44.49,43.2,42.97,42.42,31.33,28.34,27.0,22.57,17.86,13.55,12.81,12.33,10.26,9.5,4.48,5.27,5.68,6.74,7.53,6.63,7.13,5.64,6.02,4.82,4.45,7.07,11.77,14.44,14.76,12.55,12.33,12.53,11.05
197,270903,Ocean Parkway,New York,NY,New York-Newark-Jersey City,Kings,198,18.59,18.39,18.97,18.39,18.59,19.13,19.71,19.97,21.45,21.09,21.54,21.03,21.87,24.15,23.56,23.86,24.04,25.95,24.04,22.82,25.48,23.3,21.51,24.3,28.76,30.72,22.3,28.39,29.68,29.22,27.83,9.41,10.79,10.82,11.04,9.87,9.32,9.94,8.81,7.91,8.9,9.21,6.68,5.79,5.82,6.5,7.64,9.67,9.3,12.1,16.29,14.35,16.56,16.59,17.21,16.66,15.42,14.59,13.67,17.03
198,403210,Melrose,New York,NY,New York-Newark-Jersey City,Bronx,199,33.07,29.73,29.2,25.73,21.73,13.87,9.33,16.67,35.47,42.93,45.2,44.67,44.64,44.37,46.02,46.37,46.63,42.54,46.9,36.5,37.73,32.67,32.81,43.48,51.12,48.48,56.64,52.43,49.54,41.39,13.8,3.02,2.23,1.58,1.31,1.45,1.71,2.37,2.63,3.29,3.95,3.42,3.03,2.76,1.58,1.97,2.24,1.45,1.98,2.11,6.19,7.51,12.65,18.31,18.45,27.54,34.39,28.72,23.19,24.9
199,343211,Parkchester,New York,NY,New York-Newark-Jersey City,Bronx,200,18.09,19.76,30.94,39.53,42.97,45.54,51.07,54.4,77.32,72.32,78.53,79.45,80.88,82.46,81.95,81.86,78.55,71.33,60.65,41.45,29.23,21.84,14.51,17.28,20.25,20.2,38.41,27.25,18.06,12.14,11.19,13.72,10.89,9.11,7.3,4.52,4.4,4.05,5.23,4.91,5.35,7.24,9.17,4.09,0.8,0.41,0.84,2.19,2.45,4.26,4.48,2.28,2.77,3.53,5.1,6.52,5.91,3.78,3.25,8.56
202,49994,Woodhaven,New York,NY,New York-Newark-Jersey City,Queens,203,19.93,15.7,9.89,5.97,4.86,4.55,3.36,4.59,6.13,7.16,5.14,6.92,4.71,4.87,7.0,9.93,10.41,11.0,8.19,4.43,3.21,3.6,3.92,5.23,11.75,17.41,9.19,9.5,8.95,7.68,6.22,1.51,1.51,1.58,1.15,1.03,0.55,0.55,0.91,1.03,0.75,0.79,1.78,1.74,1.74,6.7,5.08,5.11,3.53,4.8,6.94,3.65,2.89,4.76,6.23,7.14,4.08,4.8,4.92,8.05
212,270891,Morningside Heights,New York,NY,New York-Newark-Jersey City,New York,213,6.57,5.44,5.44,5.22,6.57,8.51,10.1,13.23,15.01,18.41,20.09,21.44,23.61,27.17,27.73,30.3,27.34,24.33,21.09,16.69,14.91,13.28,10.12,10.91,18.29,19.38,21.83,19.79,19.18,13.99,12.14,22.07,16.6,21.92,21.04,19.37,22.77,17.3,18.36,20.0,22.41,17.12,18.65,14.99,15.42,17.79,19.22,20.11,12.4,12.21,13.83,15.68,20.55,29.1,33.81,40.89,54.98,62.02,65.93,67.82
220,273766,Fort Greene,New York,NY,New York-Newark-Jersey City,Kings,221,9.18,8.97,9.13,10.26,10.62,9.9,8.54,10.13,10.7,10.8,10.49,11.7,12.87,13.03,13.76,13.54,12.73,11.26,10.06,10.02,11.82,13.39,14.64,15.89,18.33,16.21,12.34,14.21,21.81,13.27,13.09,13.26,14.39,13.26,13.45,15.33,14.95,16.93,15.57,16.61,22.04,22.46,20.58,21.66,27.84,31.42,34.73,34.73,29.48,30.52,31.95,29.4,32.75,31.71,35.54,40.73,38.41,37.59,34.48,42.83
221,276060,Whitestone,New York,NY,New York-Newark-Jersey City,Queens,222,14.04,13.52,13.85,13.76,12.49,10.89,17.01,20.61,22.82,24.03,24.02,24.03,23.17,22.4,23.89,27.25,29.21,31.77,26.47,22.93,21.33,21.18,22.86,23.44,26.08,27.92,22.22,20.98,20.01,19.03,19.86,17.65,12.32,15.82,12.8,10.79,6.83,5.79,6.93,7.52,9.29,6.54,7.45,5.79,5.82,6.2,5.92,6.36,4.44,4.92,6.75,6.73,8.17,14.89,16.35,14.2,11.25,10.27,14.15,24.69
235,343225,Wakefield,New York,NY,New York-Newark-Jersey City,Bronx,236,14.49,15.65,18.97,19.48,19.83,20.89,25.18,32.38,37.11,37.92,39.98,39.9,39.5,30.58,27.3,23.56,16.65,9.08,2.72,1.56,1.21,2.07,3.38,4.99,10.94,17.75,25.28,29.17,23.26,21.08,18.91,14.98,11.44,8.3,4.76,2.83,2.33,2.68,2.28,4.2,4.0,4.15,6.94,6.08,2.53,1.93,2.13,1.62,0.96,1.22,1.82,2.23,3.7,4.15,3.44,5.27,6.89,7.8,4.91,15.65
237,343212,Morris Park,New York,NY,New York-Newark-Jersey City,Bronx,238,32.85,33.08,41.01,46.45,48.49,48.04,45.99,45.92,48.64,45.08,41.75,37.67,34.74,26.38,19.85,13.73,10.95,6.98,13.08,16.71,17.83,18.27,16.21,15.35,22.8,29.5,30.12,38.25,36.13,33.52,32.18,5.77,6.56,6.5,4.19,2.98,4.2,4.87,6.27,10.0,11.59,10.26,14.74,12.78,12.06,8.08,6.79,4.83,3.61,6.0,8.08,9.79,19.65,17.32,10.28,7.28,6.49,6.24,6.43,12.3
238,194318,Dyker Heights,New York,NY,New York-Newark-Jersey City,Kings,239,10.33,10.13,12.02,11.0,11.08,12.18,6.48,6.05,6.17,6.92,7.35,8.49,9.0,10.3,9.71,8.04,8.59,8.47,9.6,11.6,15.33,16.24,14.79,12.79,15.12,13.16,3.25,3.69,9.18,10.47,10.75,5.58,7.15,7.31,7.59,7.19,9.41,8.9,6.89,6.89,7.2,7.17,6.3,4.09,5.28,5.16,6.93,6.93,6.06,7.4,11.73,13.18,20.78,27.0,28.76,29.23,24.51,22.38,27.09,33.86
243,275552,St. Albans,New York,NY,New York-Newark-Jersey City,Queens,244,13.81,11.91,12.74,12.45,12.13,11.83,14.62,22.32,29.56,34.65,34.16,35.3,33.17,35.28,38.28,39.24,37.03,36.78,26.29,12.76,6.2,4.94,4.69,5.32,9.86,13.1,9.34,10.29,9.55,8.46,8.85,1.49,1.39,2.1,1.07,0.86,0.74,0.74,0.84,1.33,1.93,0.84,1.16,1.14,1.01,3.41,2.59,3.38,2.02,4.08,9.46,9.59,9.84,19.45,18.05,13.48,9.69,6.48,12.71,30.78
244,25160,Hollis,New York,NY,New York-Newark-Jersey City,Queens,245,13.8,13.8,14.73,13.39,13.95,12.44,13.31,18.62,26.6,27.77,25.26,24.66,21.53,21.8,24.58,27.27,27.0,27.32,16.09,8.16,5.73,3.98,3.98,3.83,10.01,15.8,9.85,13.13,11.64,11.11,10.98,3.4,3.63,3.57,2.04,1.24,0.87,0.87,0.72,0.68,0.89,0.62,1.28,1.46,2.02,6.53,5.11,5.61,3.98,10.58,21.71,24.14,26.82,35.59,39.3,30.19,22.27,18.12,24.87,32.14
248,343210,Throggs Neck,New York,NY,New York-Newark-Jersey City,Bronx,249,41.64,44.95,49.48,48.04,48.19,48.16,50.51,53.21,55.91,53.53,54.08,53.65,51.82,45.69,41.02,39.25,35.74,30.6,20.6,12.72,8.26,8.2,9.49,11.81,18.11,27.85,30.69,29.71,25.82,27.25,27.77,15.33,11.87,8.71,10.75,8.71,7.83,6.71,6.66,8.07,9.39,8.82,12.75,14.86,11.35,8.62,9.51,9.43,6.55,7.07,8.51,8.71,13.54,11.84,10.69,10.05,10.69,11.97,14.93,59.44
275,270848,Greenpoint,New York,NY,New York-Newark-Jersey City,Kings,276,10.59,7.88,6.4,4.76,3.94,3.28,4.35,5.67,7.72,6.57,8.22,8.55,9.18,10.82,13.11,16.78,18.56,17.42,11.26,12.87,12.39,14.88,21.0,16.42,16.22,14.44,9.19,7.75,7.52,11.02,10.94,8.94,9.4,8.48,9.93,10.47,14.47,19.68,18.68,23.12,29.07,28.62,29.53,27.64,30.47,38.06,42.57,41.5,32.59,32.44,37.49,31.19,33.31,31.78,34.68,34.91,32.85,31.63,43.28,67.1
280,403110,Rochdale,New York,NY,New York-Newark-Jersey City,Queens,281,16.39,19.8,20.95,20.06,17.94,16.04,15.08,21.35,22.46,20.11,22.5,22.55,19.24,17.12,18.01,21.18,22.82,25.2,17.21,6.58,3.18,3.44,3.75,4.32,7.46,9.76,8.34,6.75,5.65,5.03,5.83,2.12,2.21,4.28,2.69,1.99,1.81,1.1,1.41,1.33,1.41,0.93,2.3,2.34,2.65,3.76,3.98,4.86,3.18,5.21,8.79,9.32,11.62,26.28,23.72,15.95,10.34,9.05,18.82,44.52
282,276345,Glendale,New York,NY,New York-Newark-Jersey City,Queens,283,11.54,11.17,12.19,9.68,6.84,4.56,3.31,4.61,5.68,6.19,7.17,8.15,8.1,10.06,11.41,12.24,12.62,15.64,8.48,5.61,3.94,4.73,4.22,5.52,11.32,14.1,10.8,14.32,12.79,11.08,11.49,2.87,1.76,5.51,2.78,1.25,0.83,2.27,2.13,2.41,2.41,1.11,0.97,1.21,1.21,2.37,1.81,1.9,1.81,1.86,3.16,2.65,4.04,12.99,15.82,14.62,10.35,7.61,18.24,31.69
296,196338,Middle Village,New York,NY,New York-Newark-Jersey City,Queens,297,6.25,6.06,5.48,5.7,5.59,4.5,3.44,3.91,6.0,6.43,7.02,6.43,5.95,5.95,6.33,6.63,5.88,6.84,3.86,2.79,2.03,3.13,5.03,6.53,9.98,12.52,12.6,12.55,10.57,9.76,11.66,3.11,2.66,4.16,2.92,2.66,2.58,2.0,2.0,1.64,1.54,0.96,1.75,1.0,0.98,6.06,4.05,2.92,1.32,1.58,3.99,4.78,7.49,17.34,29.48,29.82,23.93,23.44,27.13,19.28
301,270855,Homecrest,New York,NY,New York-Newark-Jersey City,Kings,302,20.23,19.46,19.5,18.19,17.32,14.74,16.03,18.57,18.66,19.49,21.64,24.85,28.22,31.77,33.35,36.47,38.43,41.69,40.4,37.38,32.95,25.64,22.88,22.8,27.01,25.65,19.81,18.57,20.68,20.4,24.71,13.86,15.1,15.56,17.71,16.34,16.49,17.94,14.58,13.12,14.97,11.12,13.92,5.4,4.71,4.25,4.3,5.13,4.34,9.42,14.77,16.79,20.16,20.84,20.32,23.59,21.29,19.81,16.67,21.14
308,44302,Briarwood,New York,NY,New York-Newark-Jersey City,Queens,309,14.78,15.17,16.82,15.36,14.03,14.89,20.13,30.13,36.12,36.88,35.96,37.03,37.39,39.27,41.5,44.62,46.3,46.95,44.98,35.13,28.29,30.93,33.55,22.48,34.26,33.97,51.09,50.9,48.61,47.42,47.39,39.19,33.57,32.92,27.73,19.55,15.78,15.26,16.6,12.78,11.25,4.79,5.34,4.79,5.42,12.52,10.06,8.12,5.89,5.73,5.48,6.0,7.4,13.89,14.63,13.11,13.91,13.83,15.03,22.32
313,403226,Bellerose,New York,NY,New York-Newark-Jersey City,Queens,314,7.06,5.88,5.95,5.73,5.08,4.61,5.59,10.1,13.07,14.66,14.04,14.33,13.18,14.91,17.24,19.83,21.81,25.03,20.32,12.29,7.23,5.42,5.4,7.93,15.93,21.95,14.4,13.75,9.14,5.88,5.16,3.39,3.69,5.07,4.84,4.25,3.1,2.37,2.51,2.21,2.17,1.2,1.4,0.63,0.88,4.54,4.05,3.98,3.12,3.21,3.62,3.61,4.13,16.48,21.42,23.14,20.66,21.22,32.55,64.17
319,193476,Brighton Beach,New York,NY,New York-Newark-Jersey City,Kings,320,29.92,29.85,27.52,23.52,19.91,15.91,22.31,25.4,29.47,34.84,34.25,36.69,38.98,37.79,37.29,41.48,43.9,49.06,51.08,51.01,52.05,48.21,48.62,45.04,43.99,42.36,47.61,40.94,41.44,39.55,34.8,24.54,23.38,25.8,28.07,23.69,23.75,26.24,25.17,26.67,25.77,31.72,34.21,25.36,21.21,19.85,21.21,22.3,22.42,24.86,30.89,31.76,39.5,34.48,37.99,39.85,41.89,40.75,41.55,34.67
320,270835,Financial District,New York,NY,New York-Newark-Jersey City,New York,321,4.9,5.8,10.77,12.37,13.09,13.71,10.15,10.45,11.59,11.73,11.66,12.24,14.59,14.2,13.44,15.55,15.23,13.89,12.33,12.74,11.29,12.47,14.8,18.83,24.99,31.78,25.31,20.36,18.89,14.65,17.54,20.54,16.75,14.09,12.95,16.17,21.86,21.44,24.36,30.48,40.58,40.11,49.02,42.77,42.44,46.77,50.59,54.3,46.39,52.71,53.19,50.8,49.72,55.88,58.97,48.94,57.18,62.56,80.33,82.63
335,270797,Auburndale,New York,NY,New York-Newark-Jersey City,Queens,336,6.99,6.86,7.05,6.28,5.5,4.69,3.89,4.18,5.57,6.74,5.69,5.88,5.5,5.04,5.75,6.77,6.4,7.48,3.61,3.43,2.59,3.63,6.5,6.88,9.63,12.75,9.96,10.84,9.09,7.96,7.65,1.42,1.65,2.13,1.17,0.92,0.69,0.65,0.94,1.0,1.3,0.65,1.13,1.28,1.48,6.65,5.77,5.46,1.71,2.09,3.16,3.55,4.93,14.11,17.24,14.4,10.77,8.63,17.14,37.7
336,274285,Laurelton,New York,NY,New York-Newark-Jersey City,Queens,337,19.07,16.65,16.28,13.3,11.35,10.96,12.52,19.57,29.28,27.2,22.29,20.65,17.8,18.94,23.24,28.19,28.46,30.02,20.56,9.68,6.64,7.78,8.59,9.3,13.19,15.8,14.02,12.02,7.71,5.67,5.61,2.09,2.37,3.32,2.61,1.44,0.94,0.41,0.61,0.82,2.09,0.76,2.06,1.8,1.59,4.04,3.71,4.34,2.17,2.48,2.98,5.6,10.81,27.12,25.86,18.67,12.24,12.5,16.44,28.04
340,8731,Fort Hamilton,New York,NY,New York-Newark-Jersey City,Kings,341,13.22,14.74,17.73,18.61,18.69,17.64,22.94,25.02,24.83,26.71,28.43,31.54,32.32,33.82,34.25,34.94,36.46,36.89,35.51,33.17,34.2,30.27,29.61,27.98,34.03,35.11,27.24,26.54,31.16,30.73,31.98,23.05,22.74,19.19,17.94,15.23,14.2,14.23,11.58,8.84,7.59,6.06,7.44,4.36,3.78,4.24,7.41,7.81,7.32,10.46,13.09,13.3,15.55,22.49,25.16,24.36,24.11,22.77,22.96,23.62
347,8349,College Point,New York,NY,New York-Newark-Jersey City,Queens,348,9.2,8.16,8.2,6.93,6.41,5.89,7.07,8.25,10.21,10.91,11.52,11.7,10.77,13.71,15.61,17.49,19.34,21.15,16.6,12.7,11.31,9.36,13.52,13.15,17.14,20.31,15.5,14.27,6.91,5.55,4.73,2.06,2.55,2.34,1.65,1.48,1.36,1.44,1.61,1.73,1.94,2.56,4.27,3.69,2.11,5.47,3.94,4.06,1.99,3.15,5.27,6.1,6.84,11.53,13.1,11.53,10.36,8.74,15.95,28.0
359,21970,Howard Beach,New York,NY,New York-Newark-Jersey City,Queens,360,35.33,30.34,27.92,27.8,29.59,30.02,40.6,50.81,52.6,51.72,49.48,43.6,40.81,43.46,46.16,47.19,46.92,47.03,38.12,29.84,25.12,23.37,26.57,31.62,36.57,37.59,41.38,37.61,34.32,32.12,31.63,17.31,17.1,23.12,17.03,10.04,8.67,9.19,8.92,12.18,12.73,7.31,10.15,8.45,7.42,9.95,8.15,8.09,6.73,9.42,13.55,13.97,16.68,26.21,30.37,31.1,23.68,21.6,30.86,40.93
360,403206,Flatiron District,New York,NY,New York-Newark-Jersey City,New York,361,6.83,7.12,9.06,8.85,10.43,10.97,16.16,17.74,18.32,18.85,19.17,20.26,19.93,19.6,19.27,21.12,20.23,20.5,20.12,20.87,21.04,21.48,18.99,19.02,20.94,26.55,27.33,27.91,28.54,23.1,28.02,28.87,25.16,25.05,24.3,26.65,31.52,30.52,31.99,32.98,37.74,36.02,39.67,34.38,32.15,36.36,36.05,36.7,32.91,35.2,35.08,36.23,41.52,45.8,53.45,59.35,64.96,69.16,76.61,79.0
362,275247,Rosedale,New York,NY,New York-Newark-Jersey City,Queens,363,4.46,4.72,8.24,11.56,13.28,12.86,20.9,34.67,44.08,44.79,45.77,45.25,40.89,43.72,43.79,47.1,43.88,46.45,30.54,14.41,9.95,12.65,13.53,16.72,24.68,29.33,17.57,17.37,13.66,12.82,12.07,3.64,3.48,4.65,4.07,4.59,2.54,1.73,2.18,3.48,2.15,1.01,2.8,1.86,2.44,6.58,6.94,6.91,3.84,5.12,7.3,8.47,11.8,20.36,22.87,16.45,8.15,9.06,16.91,38.6
367,270881,Marine Park,New York,NY,New York-Newark-Jersey City,Kings,368,39.41,38.4,39.66,36.24,33.02,33.41,31.91,32.93,30.06,26.86,25.89,27.15,32.41,35.12,35.42,39.32,41.58,41.3,38.78,35.54,37.71,32.91,29.89,20.49,15.13,12.27,6.96,8.03,9.66,11.42,11.51,6.09,7.49,7.16,5.59,4.94,3.94,4.35,3.09,3.42,4.05,3.83,3.5,3.55,3.37,4.98,8.05,9.14,10.54,13.17,13.78,12.5,16.9,13.78,17.5,17.65,13.32,13.02,16.06,29.71
370,270908,Pelham Gardens,New York,NY,New York-Newark-Jersey City,Bronx,371,21.87,25.92,32.82,33.87,35.51,34.11,32.62,35.95,39.65,37.78,39.33,37.96,39.97,36.09,33.35,33.81,31.2,28.28,19.09,9.68,7.17,6.58,8.81,9.73,14.76,17.87,23.26,24.13,19.93,18.65,20.8,10.2,6.72,4.66,3.48,3.02,3.75,4.8,4.94,9.07,11.0,10.59,15.99,15.18,13.77,11.16,12.02,11.34,7.11,15.79,21.11,23.18,30.98,28.18,18.77,16.29,16.02,14.1,15.14,31.9
377,270815,Clinton Hill,New York,NY,New York-Newark-Jersey City,Kings,378,10.79,10.05,10.52,10.36,8.41,7.25,9.5,13.16,14.64,17.77,19.31,18.95,18.75,18.9,18.0,16.94,17.68,16.8,12.8,7.59,5.76,5.26,6.93,5.37,8.41,9.75,7.34,11.01,15.53,16.25,20.25,12.8,17.82,16.62,18.58,23.16,26.44,27.47,29.27,30.95,32.77,27.88,27.59,22.02,15.05,17.07,18.79,18.65,15.96,16.97,18.93,17.35,17.96,20.05,23.2,26.0,26.98,33.02,44.16,57.22
383,273478,Douglaston-Little Neck,New York,NY,New York-Newark-Jersey City,Queens,384,16.24,16.28,17.01,16.36,16.02,14.91,24.0,29.6,34.66,35.8,35.12,33.92,33.52,34.07,35.4,38.64,39.32,42.26,37.23,29.39,24.27,23.92,26.6,28.36,32.38,34.65,27.85,26.69,25.13,23.29,21.1,15.43,13.34,19.16,13.87,9.02,4.98,4.27,4.5,4.89,5.65,4.25,6.66,6.0,7.15,8.82,8.2,7.56,4.87,5.79,8.58,8.93,12.32,24.25,28.07,24.27,20.62,18.73,30.55,39.23
384,270907,Pelham Bay,New York,NY,New York-Newark-Jersey City,Bronx,385,44.14,47.39,54.68,57.69,59.98,63.47,57.94,54.19,48.52,41.82,36.63,33.76,27.67,18.74,13.48,9.35,6.83,4.09,2.82,2.82,2.04,4.54,5.72,9.7,15.32,23.96,24.81,25.43,21.93,20.14,22.01,10.92,8.74,5.85,4.6,3.98,6.09,5.65,4.48,5.42,5.99,5.43,9.69,8.45,8.61,7.44,10.12,8.22,7.04,20.02,24.76,32.91,41.77,36.94,28.47,26.26,18.36,14.15,10.4,30.26
386,195087,Great Kills,New York,NY,New York-Newark-Jersey City,Richmond,387,18.22,18.0,18.35,18.61,18.87,18.35,20.3,23.37,26.32,29.96,32.23,33.21,33.86,32.33,32.78,35.77,36.93,32.43,21.02,16.45,18.71,21.54,20.9,19.14,20.76,21.0,14.9,17.06,16.84,15.86,18.11,6.44,5.83,6.06,4.39,3.25,3.8,3.79,3.99,3.14,1.72,1.31,1.9,1.44,0.79,0.63,0.65,0.65,0.79,1.03,1.27,1.76,3.4,3.49,5.23,6.02,7.18,10.21,8.96,23.4
402,4819,Fresh Meadows,New York,NY,New York-Newark-Jersey City,Queens,403,9.22,7.12,4.99,4.09,3.46,2.68,4.76,7.76,8.83,10.56,11.43,12.12,11.25,11.91,12.87,16.08,15.53,16.69,10.12,7.26,5.16,4.65,4.73,4.85,7.05,10.99,9.11,8.71,7.26,6.77,5.46,3.63,4.34,6.8,5.23,3.63,2.29,1.29,1.03,1.31,1.83,1.09,2.26,1.83,2.52,3.46,2.89,3.49,2.17,2.6,3.72,3.92,6.55,15.24,17.59,16.67,11.95,9.47,18.07,37.26
409,274676,Kew Gardens,New York,NY,New York-Newark-Jersey City,Queens,410,10.31,7.17,9.57,9.95,9.69,10.21,21.09,31.48,35.68,38.67,36.84,37.56,38.02,39.16,40.71,41.72,42.64,44.81,46.19,44.4,42.12,36.26,37.29,33.64,36.93,36.31,56.86,54.4,50.98,44.55,42.87,32.29,31.24,45.29,34.7,25.72,24.43,20.58,23.2,23.01,23.31,16.36,14.55,9.72,8.18,9.69,6.6,6.05,4.98,5.51,5.68,4.87,6.29,10.22,9.04,9.43,8.62,9.47,15.33,30.36
415,26254,Oakland Gardens,New York,NY,New York-Newark-Jersey City,Queens,416,8.35,10.61,10.87,10.5,9.27,9.05,20.6,29.53,34.05,37.16,37.79,39.92,38.92,39.39,41.86,45.52,46.3,48.93,45.88,38.08,32.8,27.22,28.08,28.2,37.95,42.0,37.4,37.14,32.12,30.47,25.62,20.24,18.66,20.93,17.97,15.68,9.48,6.97,4.73,5.09,5.81,3.27,4.65,3.91,6.12,8.88,7.11,8.41,5.36,6.15,6.57,6.77,8.09,30.43,36.27,38.95,35.63,35.69,41.79,45.6
417,273653,Eltingville,New York,NY,New York-Newark-Jersey City,Richmond,418,20.14,21.7,21.65,19.4,17.3,15.39,18.41,21.78,23.95,27.71,29.79,30.8,31.82,29.81,29.53,33.89,35.33,31.82,21.84,18.11,20.8,22.31,22.61,20.19,22.45,22.16,16.88,18.15,20.23,19.12,20.89,7.55,7.17,6.2,3.61,2.73,2.47,2.76,2.57,2.03,1.13,1.16,2.17,2.54,1.95,1.82,1.79,2.05,2.87,2.99,3.01,3.11,4.2,4.99,5.99,5.73,6.62,8.62,7.45,26.21
428,270964,West Village,New York,NY,New York-Newark-Jersey City,New York,429,5.53,5.42,6.31,6.81,9.73,11.74,15.2,18.97,22.18,24.73,25.65,26.87,27.27,30.2,31.99,33.98,35.47,34.81,34.88,34.73,29.19,30.36,27.74,25.62,29.84,31.11,33.3,29.14,28.51,27.15,28.18,27.47,31.14,27.2,23.55,23.18,28.95,29.72,28.42,30.98,36.1,34.53,39.35,32.64,30.46,34.62,35.72,39.19,37.69,42.38,47.64,48.91,52.6,58.92,61.15,64.26,71.34,73.07,75.2,75.7
439,403122,Brooklyn Heights,New York,NY,New York-Newark-Jersey City,New York,440,14.92,16.4,16.13,16.59,17.76,18.51,24.82,25.57,26.18,24.73,23.82,22.11,21.0,19.89,19.17,18.3,17.14,16.35,14.77,15.5,17.47,21.0,24.52,26.95,28.41,28.3,31.79,30.18,33.6,29.16,32.37,25.64,31.09,28.16,30.48,29.03,33.36,33.82,31.63,31.19,33.16,32.09,25.9,18.94,17.87,20.22,19.59,19.59,16.85,17.26,19.81,20.33,28.66,30.85,35.0,44.1,37.3,37.34,43.85,41.58
