,RegionID,RegionName,City,State,Metro,CountyName,SizeRank,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09
460,270946,Sutton Place,New York,NY,New York-Newark-Jersey City,New York,461,10.51,9.54,9.41,9.75,11.41,13.31,22.19,25.83,27.08,28.46,29.96,30.49,30.64,30.43,30.78,31.97,32.4,33.29,34.76,34.88,30.13,26.95,24.19,27.03,37.2,44.96,43.84,40.95,38.02,30.12,35.78,34.24,28.41,27.61,18.68,17.27,20.85,19.66,17.98,19.04,20.15,17.07,21.69,14.14,12.07,15.1,18.45,20.39,15.45,15.88,18.01,19.22,27.54,33.52,39.47,53.46,63.16,68.65,71.99,75.3
472,270853,Heartland Village,New York,NY,New York-Newark-Jersey City,Richmond,473,19.17,19.59,20.41,21.03,19.49,19.47,22.96,24.78,25.94,28.92,32.11,33.53,36.36,35.6,37.23,40.19,40.62,35.67,24.39,17.75,19.63,25.03,20.55,17.04,17.89,17.86,9.77,12.33,11.35,9.07,9.99,7.65,6.21,5.99,4.59,2.48,3.83,3.49,3.83,2.73,1.02,0.52,0.74,1.06,0.64,0.46,0.42,0.66,0.58,0.62,0.94,2.03,2.05,3.23,3.99,4.61,7.18,9.21,6.72,16.33
478,270812,Castle Hill,New York,NY,New York-Newark-Jersey City,Bronx,479,31.97,25.68,24.32,26.87,27.55,24.15,22.83,23.17,27.94,27.94,29.81,31.52,32.37,28.96,28.79,26.75,22.49,17.38,8.53,5.29,2.73,2.39,3.41,4.61,9.73,16.21,18.84,21.75,17.98,17.29,17.64,14.07,12.01,4.63,1.37,0.86,0.34,1.2,2.07,5.86,7.93,7.24,10.0,5.34,6.9,6.03,5.52,5.17,3.28,2.07,3.28,4.14,8.28,9.31,10.0,11.9,8.1,7.93,9.14,46.55
486,403203,West Brighton,New York,NY,New York-Newark-Jersey City,Richmond,487,36.37,31.9,27.95,26.24,23.44,23.12,20.87,21.69,19.36,19.93,20.84,20.15,20.85,21.27,22.1,22.41,25.79,27.34,30.79,32.17,36.39,41.17,41.33,39.84,38.38,35.32,23.25,23.69,22.94,20.86,13.18,7.63,10.02,6.16,6.27,7.5,8.73,9.17,9.07,6.58,6.19,6.71,8.07,7.12,5.09,3.62,2.26,2.75,2.49,2.42,3.03,4.16,6.4,7.55,7.17,7.32,13.25,20.81,27.82,46.01
488,275518,Springfield Gardens,New York,NY,New York-Newark-Jersey City,Queens,489,28.11,33.37,40.7,38.95,32.09,26.16,27.67,35.81,41.16,41.86,38.37,33.14,29.2,24.68,23.52,25.61,28.16,30.48,20.28,10.2,6.15,5.91,5.68,7.76,12.05,21.44,13.56,13.21,12.28,10.89,10.78,2.43,1.51,2.43,1.97,2.09,1.97,2.09,1.97,1.97,2.43,2.2,3.25,2.9,2.67,5.1,7.77,13.23,11.14,8.24,12.06,13.81,23.32,35.15,34.92,28.31,17.87,16.01,18.68,27.96
498,270969,Wingate,New York,NY,New York-Newark-Jersey City,Kings,499,19.49,23.01,24.58,24.46,26.14,25.78,20.51,18.34,14.84,10.13,8.56,8.69,8.69,8.69,3.99,4.34,5.54,6.76,5.91,12.44,13.04,14.25,16.57,12.45,22.52,26.96,20.93,30.32,33.17,36.62,36.74,6.31,4.52,5.12,7.14,6.9,8.35,6.1,5.39,8.75,10.79,16.91,18.23,11.39,8.75,7.79,6.59,6.47,4.07,6.1,14.0,13.28,14.47,14.35,16.99,24.64,29.78,36.8,45.88,46.83
499,270951,Tribeca,New York,NY,New York-Newark-Jersey City,New York,500,5.89,6.89,9.68,9.82,12.33,13.75,15.38,16.75,17.07,16.94,17.9,20.03,20.49,22.19,22.48,24.78,23.91,24.23,26.72,28.61,29.25,29.02,27.66,27.54,30.98,32.93,30.18,23.03,22.74,18.68,21.94,23.41,19.28,17.13,15.65,15.59,20.43,22.67,26.32,30.51,39.08,37.89,43.34,38.21,37.08,44.07,47.17,48.1,43.11,47.13,47.56,48.4,53.11,57.96,59.6,56.89,61.08,63.81,75.19,81.18
514,270846,Gowanus,New York,NY,New York-Newark-Jersey City,Kings,515,7.77,5.37,6.51,7.43,7.31,6.97,2.88,3.11,4.03,5.88,10.37,14.99,16.11,17.61,18.89,22.07,17.7,16.19,15.25,19.95,12.19,10.17,7.89,7.9,8.57,10.31,9.85,12.03,14.55,17.41,19.13,15.09,16.91,14.29,15.43,13.83,17.62,21.74,21.22,23.62,20.41,23.74,18.56,21.08,22.45,28.18,30.36,28.06,18.76,25.51,29.49,30.51,37.26,37.49,41.55,43.15,37.51,32.84,39.91,51.08
546,270953,Turtle Bay,New York,NY,New York-Newark-Jersey City,New York,547,10.65,8.99,10.29,11.42,13.38,13.85,16.0,16.7,17.75,18.65,19.87,19.92,20.38,20.2,18.89,19.36,19.18,18.87,19.33,19.71,18.43,20.04,16.68,18.46,29.96,41.38,37.04,33.13,33.35,29.61,32.86,31.07,28.02,27.75,25.92,24.77,28.12,25.78,26.92,28.98,35.46,31.39,32.93,23.82,18.98,22.06,23.16,24.17,18.24,21.49,24.12,24.29,28.86,32.55,36.78,45.03,50.92,56.24,60.93,67.81
562,403220,Prospect Heights,New York,NY,New York-Newark-Jersey City,Kings,563,12.64,12.43,12.27,12.91,12.0,10.39,12.33,13.4,13.62,14.05,15.5,16.3,17.27,17.93,17.73,16.63,16.39,17.0,14.36,12.18,13.18,13.31,13.76,13.38,15.95,13.05,18.46,21.46,26.89,27.28,31.49,19.34,19.63,19.83,19.05,16.72,20.79,24.67,28.12,28.05,25.56,20.53,15.0,14.81,14.03,19.6,21.16,20.14,18.66,20.96,23.36,21.06,22.22,27.88,38.38,47.58,50.78,49.32,58.56,68.55
604,273903,Greenwood,New York,NY,New York-Newark-Jersey City,Kings,605,8.15,9.3,9.71,8.68,8.5,7.98,7.47,8.39,10.76,12.56,17.65,23.6,27.95,29.15,30.98,34.91,32.24,32.45,23.86,22.69,20.95,17.2,15.69,12.97,11.36,11.02,8.94,9.27,11.01,15.87,16.87,23.06,25.52,23.45,25.52,28.04,29.37,28.02,20.39,18.09,23.2,24.1,24.38,23.2,24.44,29.49,28.26,24.04,22.35,29.53,38.07,39.53,43.12,37.34,39.53,36.66,36.03,34.18,39.28,52.24
610,343223,Baychester,New York,NY,New York-Newark-Jersey City,Bronx,611,36.97,29.98,31.22,29.89,30.72,30.72,42.3,50.46,56.87,54.95,53.87,52.04,51.29,48.63,42.55,40.47,34.8,30.14,12.49,5.5,2.75,1.92,3.08,5.33,14.17,22.17,28.75,27.92,21.42,21.5,17.17,14.94,11.35,9.35,5.68,3.67,1.59,2.67,4.18,9.86,11.53,10.78,16.9,11.72,9.54,7.03,8.45,9.21,8.28,8.7,7.69,15.8,17.31,10.28,5.27,4.43,4.43,4.35,5.43,21.91
613,270885,Midtown,New York,NY,New York-Newark-Jersey City,New York,614,10.61,11.24,12.45,11.95,12.48,12.52,15.6,19.64,22.78,24.71,27.19,27.99,30.84,30.29,30.49,31.45,31.43,31.3,27.88,22.69,21.04,21.69,20.79,20.96,26.71,33.41,37.18,34.99,30.63,24.89,29.3,27.03,21.54,17.35,15.93,20.93,22.63,25.17,31.68,36.59,45.68,45.65,52.63,45.45,41.24,47.42,50.23,52.58,49.58,51.69,50.25,51.99,58.2,62.46,66.59,65.11,71.55,72.61,81.0,86.74
621,197303,Port Richmond,New York,NY,New York-Newark-Jersey City,Richmond,622,14.72,14.67,16.06,16.56,18.34,20.37,22.78,30.6,32.49,30.88,33.55,32.9,33.58,32.48,33.59,32.43,31.1,28.6,24.15,21.78,23.51,25.97,25.6,27.73,31.09,31.55,17.42,20.54,21.67,21.36,21.22,10.28,7.02,5.61,3.3,2.58,3.21,3.08,2.67,2.26,1.22,1.68,1.95,1.95,1.36,1.09,1.5,1.63,1.68,2.45,2.99,3.12,4.76,7.84,6.61,6.3,11.01,15.72,19.38,40.62
644,343218,Spuyten Duyvil,New York,NY,New York-Newark-Jersey City,Bronx,645,45.05,47.03,41.09,39.77,37.29,37.95,45.41,44.07,48.08,47.41,47.25,40.97,38.17,33.22,32.05,25.51,29.76,34.13,34.32,35.84,44.39,46.31,41.06,38.66,36.46,38.94,35.55,35.44,31.54,32.49,27.32,21.47,21.16,19.16,10.0,8.74,10.12,3.59,3.91,4.75,5.81,6.65,7.81,9.62,9.41,11.64,13.42,14.29,15.34,18.84,18.31,19.05,28.78,31.82,25.26,30.66,36.58,37.7,32.17,29.43
649,270952,Tudor City,New York,NY,New York-Newark-Jersey City,New York,650,4.89,4.36,5.98,7.47,7.99,9.7,13.49,15.68,17.16,17.79,18.96,18.59,19.67,20.07,20.39,22.62,21.74,20.5,17.55,15.66,17.54,15.37,15.86,14.21,14.94,19.04,24.44,18.4,17.48,11.54,14.18,32.87,30.67,31.49,27.11,22.74,21.5,23.21,21.31,18.49,21.12,21.31,30.59,26.03,24.26,29.79,34.44,35.41,25.38,27.5,26.97,28.19,29.99,33.69,31.22,34.35,43.91,51.13,54.15,58.38
671,270968,Windsor Terrace,New York,NY,New York-Newark-Jersey City,Kings,672,4.33,4.54,4.44,5.75,5.75,6.15,16.26,24.65,28.48,32.83,35.86,35.35,40.91,40.24,42.26,42.79,41.02,37.9,29.35,26.04,18.29,16.5,13.2,17.2,17.65,16.01,21.16,18.03,20.87,19.64,21.73,17.19,17.76,19.47,19.37,13.49,22.26,29.02,32.51,33.08,34.99,40.61,38.89,33.87,25.29,19.2,17.29,17.29,20.25,27.19,26.05,25.29,28.44,25.95,25.55,23.74,22.59,22.02,31.08,40.99
681,50348,Cambria Heights,New York,NY,New York-Newark-Jersey City,Queens,682,9.97,11.23,11.45,9.83,8.97,8.54,11.15,16.25,24.05,30.63,25.69,25.58,25.41,25.89,29.57,33.88,31.86,31.32,19.74,11.63,5.96,4.3,4.81,5.8,13.51,17.65,14.29,11.71,8.43,7.81,7.17,0.51,0.46,1.53,0.59,0.59,0.48,0.73,1.69,2.77,2.39,0.56,0.83,0.51,0.35,1.61,1.07,1.67,1.05,2.71,4.08,2.82,5.26,24.93,23.45,16.81,8.97,14.8,12.41,11.71
704,270810,Carnegie Hill,New York,NY,New York-Newark-Jersey City,New York,705,16.32,17.79,18.81,18.13,20.18,20.48,32.11,35.21,37.51,38.67,41.01,36.83,33.56,31.97,31.34,32.38,31.9,30.44,30.0,29.16,26.3,25.57,22.32,25.28,40.11,50.93,49.82,46.61,49.71,47.0,57.83,46.09,40.25,34.81,31.0,28.92,28.72,27.13,28.43,25.72,25.43,24.08,18.46,13.49,13.16,17.58,21.62,23.79,28.73,34.25,37.8,42.45,53.27,61.21,72.21,73.17,75.89,78.12,79.56,79.56
734,35961,Rockaway Park,New York,NY,New York-Newark-Jersey City,Queens,735,48.81,50.4,52.42,52.62,52.62,52.42,56.79,49.26,49.06,52.92,48.86,46.78,44.91,42.14,42.87,44.7,44.85,47.97,44.98,44.19,43.24,38.14,43.68,42.89,43.84,39.61,46.56,41.65,39.78,31.24,29.57,14.85,18.39,29.7,25.86,23.6,18.49,16.81,19.17,24.98,15.44,7.28,6.0,4.13,3.93,11.21,5.41,6.29,5.11,5.51,6.78,6.69,8.96,17.01,17.4,17.09,14.05,22.1,25.54,19.55
740,403228,Hillcrest,New York,NY,New York-Newark-Jersey City,Queens,741,7.53,8.19,8.85,8.47,7.11,7.62,10.08,13.18,15.4,16.57,16.2,16.29,13.75,12.67,11.4,11.96,10.65,9.66,4.14,2.21,2.54,2.4,2.4,2.45,3.68,6.83,5.75,5.61,5.61,5.8,4.95,1.27,1.32,3.16,2.31,1.04,1.13,1.18,1.65,1.32,2.6,2.03,2.79,1.7,1.56,3.4,1.47,1.51,1.13,1.23,1.7,2.36,4.91,13.23,15.74,11.67,10.73,11.72,20.56,42.67
748,272785,Arden Heights,New York,NY,New York-Newark-Jersey City,Richmond,749,15.17,12.78,11.29,9.83,8.99,9.08,11.24,14.92,17.7,20.03,21.43,23.14,27.7,29.41,30.64,34.5,36.79,32.11,22.64,19.71,20.82,22.61,23.89,20.96,19.23,18.07,12.5,15.13,14.92,13.07,12.38,6.34,5.0,4.97,3.11,2.63,3.11,3.38,2.99,1.47,0.96,0.9,0.87,1.62,0.93,0.81,0.84,1.02,0.51,0.48,0.57,0.66,1.47,4.82,5.53,3.08,4.31,7.54,4.93,16.66
762,32192,Jamaica Estates,New York,NY,New York-Newark-Jersey City,Queens,763,4.18,5.1,7.46,6.85,6.23,5.71,8.68,16.84,21.07,22.91,21.99,25.26,24.07,22.9,23.99,27.13,26.72,27.74,21.03,18.04,17.62,21.66,21.22,20.96,23.81,28.94,31.82,30.39,17.42,18.2,16.56,16.75,14.93,18.69,13.59,9.17,9.52,8.78,10.62,6.54,9.74,7.19,9.57,8.4,11.43,15.72,15.42,15.07,10.3,9.65,9.53,13.65,19.58,29.44,31.69,26.49,17.75,16.23,27.39,40.03
767,270811,Carroll Gardens,New York,NY,New York-Newark-Jersey City,Kings,768,9.61,8.12,7.44,8.58,7.09,7.09,6.66,7.46,7.92,9.87,13.09,15.14,19.59,21.4,21.71,22.85,19.56,17.33,15.26,16.25,15.46,17.23,12.76,11.1,10.43,9.42,9.76,9.76,11.02,11.65,16.68,17.7,20.02,19.92,25.29,24.03,26.22,27.27,26.56,22.33,22.22,18.62,17.46,18.94,21.8,24.79,24.15,26.06,22.52,24.31,30.62,29.67,37.7,38.75,45.52,49.63,43.52,39.52,50.37,58.9
770,270857,Hunters Point,New York,NY,New York-Newark-Jersey City,Queens,771,7.77,4.86,6.48,7.64,6.53,4.77,19.08,26.01,30.34,30.81,29.22,27.97,28.86,29.65,35.29,48.93,60.7,74.31,66.45,66.36,67.09,73.26,74.82,76.29,75.1,73.08,60.5,59.25,49.51,48.48,34.35,17.38,10.37,9.68,5.94,14.54,17.49,24.11,27.8,26.79,28.63,31.51,30.44,24.76,29.11,11.18,9.26,8.75,3.48,3.43,4.61,3.69,4.78,6.95,10.29,15.33,15.09,15.0,54.08,67.52
792,270861,Jamaica Hills,New York,NY,New York-Newark-Jersey City,Queens,793,5.91,7.26,10.48,12.34,12.86,11.93,14.52,20.75,25.62,24.79,22.51,21.47,20.02,20.85,22.95,25.52,26.04,24.79,21.3,18.11,17.28,18.0,20.47,21.81,27.67,29.97,23.5,23.19,21.67,17.29,18.11,16.8,17.11,18.84,17.52,13.65,14.29,12.54,11.95,5.01,2.04,2.55,1.84,2.35,3.78,5.73,5.32,5.73,5.12,5.62,6.33,6.94,9.08,17.35,22.76,18.27,13.37,10.92,15.92,33.16
799,343219,Riverdale,New York,NY,New York-Newark-Jersey City,Bronx,800,44.21,44.47,40.08,42.34,36.75,43.41,32.27,22.0,21.07,19.47,19.47,18.27,17.22,16.69,18.83,20.36,24.47,23.97,31.15,34.26,43.27,52.16,55.39,53.79,53.58,49.02,42.2,36.8,33.84,44.04,40.67,36.9,31.91,32.11,24.16,15.19,8.7,4.2,3.69,4.1,4.61,7.38,11.48,11.99,11.98,11.67,12.79,13.92,12.81,17.01,19.06,22.23,26.95,27.23,28.07,31.53,35.79,34.15,31.29,42.23
822,55801,Glen Oaks,New York,NY,New York-Newark-Jersey City,Queens,823,17.73,16.9,19.21,17.36,13.86,11.89,43.63,54.31,57.32,57.87,58.07,57.12,57.38,58.07,60.56,64.1,65.56,66.35,60.99,52.68,38.54,29.85,27.37,27.73,31.35,27.86,15.12,17.79,10.08,7.79,2.88,3.22,1.54,4.5,1.7,1.23,1.24,0.93,0.98,1.24,1.75,1.34,1.6,2.21,2.01,4.09,4.45,3.53,4.3,3.91,3.27,2.99,2.75,45.34,63.91,76.07,75.25,78.23,80.29,83.02
829,193555,Bulls Head,New York,NY,New York-Newark-Jersey City,Richmond,830,17.68,16.03,17.15,16.67,14.0,13.58,11.02,11.55,12.35,13.95,16.99,16.99,17.55,18.4,20.26,22.97,25.59,24.64,19.97,21.88,23.32,23.38,23.11,21.73,17.25,17.38,9.73,13.23,15.38,15.95,15.79,3.08,2.04,2.2,1.78,1.57,2.04,3.35,4.03,4.03,3.03,2.82,2.98,1.57,1.57,1.26,0.58,0.47,0.31,0.26,0.26,0.58,1.26,3.19,4.5,5.13,8.12,11.09,10.73,20.88
845,10007,Arverne,New York,NY,New York-Newark-Jersey City,Queens,846,31.71,28.02,40.86,56.61,60.51,64.01,54.0,52.05,49.51,40.16,38.6,38.79,38.13,42.02,39.49,33.66,32.1,27.43,33.85,39.3,39.11,52.14,58.56,65.95,64.79,61.28,50.39,41.09,30.43,14.53,10.47,8.33,8.14,11.82,9.3,5.43,2.71,2.71,6.98,6.98,6.4,2.52,4.26,2.91,3.68,7.36,5.43,2.71,4.84,9.11,8.72,8.14,6.4,21.32,27.13,34.3,22.48,23.06,41.67,73.26
847,196213,Mariner's Harbor,New York,NY,New York-Newark-Jersey City,Richmond,848,19.0,15.89,14.65,16.3,15.37,15.99,13.02,16.18,17.27,17.22,19.92,18.78,23.96,27.1,28.07,29.15,30.33,29.2,29.5,24.78,23.91,21.34,19.5,20.73,28.34,28.81,12.36,11.8,12.77,12.72,12.97,4.29,3.52,3.47,2.55,1.48,1.38,2.55,2.5,1.84,1.23,1.18,1.53,1.74,1.58,1.43,1.64,1.89,1.38,0.97,1.53,1.79,3.68,6.19,6.28,6.34,10.11,21.0,19.97,38.3
855,403225,Floral park,New York,NY,New York-Newark-Jersey City,Queens,856,8.13,6.1,5.69,4.92,5.1,4.66,6.75,10.61,12.26,14.2,12.23,12.02,10.72,12.35,13.29,15.38,16.91,18.81,13.9,9.25,7.26,6.7,8.52,11.3,18.32,30.49,22.98,25.08,22.63,16.42,16.71,8.43,8.14,15.43,13.18,8.4,5.77,4.61,4.78,4.43,4.08,3.15,4.75,3.35,3.67,5.28,4.58,5.48,3.35,4.08,5.1,5.48,6.47,14.81,17.08,18.1,14.23,14.66,22.8,39.53
867,403136,Emerson Hill,New York,NY,New York-Newark-Jersey City,Richmond,868,14.64,13.74,14.38,14.08,13.3,13.95,14.55,17.31,20.21,23.14,25.13,26.51,28.8,27.59,27.72,30.48,32.08,29.48,21.31,15.36,13.55,13.55,12.6,12.55,15.06,18.19,14.1,15.39,16.12,15.91,16.08,9.67,8.25,8.04,7.09,6.92,6.19,5.34,5.08,4.6,3.27,2.88,3.44,3.18,2.37,1.55,1.85,1.77,1.46,2.11,2.8,3.62,8.53,12.32,12.19,11.97,13.31,13.78,13.82,30.15
878,403202,St. George,New York,NY,New York-Newark-Jersey City,Richmond,879,52.5,48.36,49.74,50.0,48.62,47.5,46.37,49.65,50.17,49.48,49.13,46.37,44.77,42.54,38.79,40.17,40.28,40.03,39.07,35.63,37.35,41.21,41.38,34.02,16.35,20.99,6.35,7.11,4.24,3.03,1.97,3.64,3.03,3.33,2.58,2.73,2.12,3.19,4.26,4.71,6.53,5.47,6.08,6.4,4.57,3.65,3.04,2.43,5.32,6.09,7.29,8.21,8.21,10.94,12.16,11.26,17.05,18.66,19.55,48.18
892,270800,Bay Terrace,New York,NY,New York-Newark-Jersey City,Queens,893,27.2,27.47,28.34,26.88,26.61,25.86,52.69,59.8,62.2,61.3,59.17,58.23,56.23,55.11,54.85,55.76,57.05,59.37,58.55,58.44,56.51,55.86,56.21,52.53,53.04,56.48,64.44,64.26,63.01,59.73,55.49,41.75,20.04,28.7,25.94,21.19,13.73,8.08,7.2,17.84,21.4,3.02,4.17,4.5,7.74,7.85,9.44,9.11,6.1,7.05,6.16,5.54,6.2,10.07,8.08,6.53,5.57,6.08,9.29,11.43
901,270900,North Riverdale,New York,NY,New York-Newark-Jersey City,Bronx,902,19.1,21.45,22.87,27.39,31.65,36.82,37.31,37.69,43.65,38.08,31.74,30.44,27.07,22.83,20.49,15.86,16.04,20.65,21.64,20.42,18.56,26.68,29.35,30.74,32.79,35.43,32.37,34.72,33.65,28.97,24.39,10.46,10.67,9.39,6.51,8.22,10.16,7.81,5.78,5.88,6.52,5.78,7.7,11.44,14.01,17.11,16.9,16.9,14.1,20.41,24.36,24.36,34.72,39.53,33.44,33.12,33.97,37.5,19.23,17.84
902,272994,Boerum Hill,New York,NY,New York-Newark-Jersey City,Kings,903,5.73,7.7,9.87,10.77,11.17,10.56,8.42,10.1,12.57,14.36,19.21,22.57,23.15,21.17,20.4,20.76,18.28,15.9,10.58,9.54,8.61,9.91,10.85,8.31,10.22,12.17,9.04,10.53,12.58,15.56,15.56,19.74,21.05,17.96,19.08,18.43,22.47,22.94,19.85,19.94,21.82,19.4,17.43,21.09,21.84,26.69,27.15,26.97,21.98,24.13,29.93,32.27,39.81,37.04,40.71,44.26,43.0,38.49,43.43,59.93
937,196875,Oakwood,New York,NY,New York-Newark-Jersey City,Richmond,938,21.34,19.61,25.28,28.48,29.69,30.83,35.44,38.87,42.22,44.17,46.26,46.63,49.39,49.83,49.25,48.99,48.51,43.51,30.11,24.67,25.3,27.88,24.13,22.25,22.83,22.96,17.87,22.29,21.14,19.65,21.77,8.14,7.03,7.44,4.98,3.2,4.35,4.54,4.91,2.68,0.67,0.6,1.19,1.26,1.04,0.63,0.52,0.6,0.33,0.45,0.89,2.08,6.59,9.45,10.2,8.75,7.89,10.23,9.23,23.26
945,20239,Roosevelt Island,New York,NY,New York-Newark-Jersey City,New York,946,13.99,14.63,14.15,14.63,13.99,13.51,7.0,7.47,8.27,9.7,8.43,11.29,15.1,14.63,14.63,21.55,25.04,22.98,19.65,16.51,18.55,9.59,16.51,6.92,14.94,23.04,3.76,3.13,4.23,2.19,1.57,3.29,2.82,3.92,2.66,2.04,7.21,9.42,15.7,14.42,23.04,30.41,40.6,38.87,16.93,17.24,32.13,41.38,22.26,17.43,20.41,26.65,42.16,43.26,45.14,72.57,75.24,84.95,87.62,81.97
967,270888,Mill Basin,New York,NY,New York-Newark-Jersey City,Kings,968,57.11,60.43,59.66,60.28,59.89,56.96,51.28,46.25,43.31,42.54,45.48,47.33,49.96,47.02,46.28,43.34,41.8,39.94,35.96,33.82,36.38,34.06,32.89,33.2,32.51,31.89,19.78,25.17,32.26,38.49,41.34,43.11,54.5,61.74,63.74,60.66,55.12,51.81,45.42,42.96,41.68,39.14,34.51,33.82,31.51,28.58,25.65,27.2,31.66,33.82,34.21,30.97,30.74,28.04,26.19,26.89,22.73,24.73,24.04,26.04
992,197599,Rosebank,New York,NY,New York-Newark-Jersey City,Richmond,993,16.88,16.09,16.46,15.53,14.65,14.32,18.34,23.94,30.0,35.0,35.23,37.24,38.8,38.77,36.97,40.68,42.55,43.34,34.28,26.02,24.47,24.07,21.18,15.33,17.05,21.3,9.67,11.58,11.67,10.74,11.72,4.28,3.58,4.09,3.53,2.88,2.93,2.74,2.51,2.56,2.23,2.6,3.44,3.81,1.86,1.72,1.4,1.72,2.0,2.79,3.4,3.63,5.72,7.3,6.7,7.07,9.02,8.93,7.12,31.77
1012,270825,Downtown,New York,NY,New York-Newark-Jersey City,Kings,1013,14.78,12.53,13.62,12.07,9.83,7.48,8.99,10.2,11.18,11.41,11.81,12.68,13.94,14.85,14.95,15.81,16.29,14.61,10.21,8.32,14.09,16.36,16.74,16.69,16.47,16.82,10.99,11.75,14.8,8.0,13.33,6.38,8.07,6.71,6.92,7.85,11.84,16.06,18.25,24.59,27.21,28.42,28.91,29.02,28.56,34.26,35.03,33.33,27.47,29.73,30.64,28.38,29.69,31.71,30.9,31.81,29.77,30.15,29.17,39.04
1016,195067,Graniteville,New York,NY,New York-Newark-Jersey City,Richmond,1017,28.32,23.93,19.33,17.13,15.58,16.11,13.65,17.99,22.97,27.09,29.98,34.53,39.11,40.77,42.02,42.77,41.62,38.46,28.37,20.29,17.02,13.93,14.94,11.84,15.75,15.31,11.99,13.49,14.45,14.13,12.04,5.03,3.8,4.07,2.36,1.98,1.23,0.8,1.02,0.54,0.43,0.64,0.75,0.54,0.48,0.48,0.48,0.54,0.43,0.43,0.38,0.59,2.09,2.95,4.77,8.53,12.12,13.73,11.21,21.29
1020,275754,Tottenville,New York,NY,New York-Newark-Jersey City,Richmond,1021,37.27,38.34,39.76,37.12,33.02,30.88,30.2,29.46,26.93,26.05,25.17,26.68,27.13,25.82,24.46,25.38,26.16,25.71,22.4,19.47,19.72,23.03,25.17,28.48,32.55,37.29,28.02,31.13,30.11,25.25,24.58,13.74,11.9,12.19,9.37,6.7,6.66,6.12,5.25,4.03,3.16,3.59,4.81,5.16,3.89,2.87,3.16,3.99,5.35,6.56,7.15,7.88,12.06,17.27,18.14,18.69,21.46,26.17,20.9,26.01
1025,198184,Stapleton,New York,NY,New York-Newark-Jersey City,Richmond,1026,25.8,24.92,25.14,25.47,29.01,32.45,36.74,40.95,44.73,47.72,43.62,39.96,41.74,44.05,46.04,46.64,44.44,40.48,31.46,25.22,22.03,16.08,18.28,20.15,26.07,25.63,10.55,13.52,19.67,20.88,21.1,7.79,4.83,4.39,2.85,2.74,1.76,2.31,2.31,2.2,2.31,2.63,3.62,2.96,2.96,3.07,2.63,2.31,2.31,2.41,3.18,3.73,4.39,7.14,8.12,13.06,21.84,34.03,27.11,57.52
1041,195511,Huguenot,New York,NY,New York-Newark-Jersey City,Richmond,1042,42.7,36.23,28.11,20.39,16.73,14.93,15.95,17.42,17.47,16.57,16.46,17.53,18.56,18.51,17.27,20.53,22.6,21.14,14.47,16.83,21.93,27.03,31.65,35.47,40.07,39.99,25.04,28.06,29.74,23.2,20.63,9.0,6.65,6.37,4.36,3.8,5.15,5.43,3.97,1.85,1.29,1.34,1.73,2.63,1.9,1.57,1.96,2.57,2.41,2.86,3.25,3.64,5.93,10.8,14.16,14.54,19.23,24.76,25.82,44.72
1051,197623,Rossville,New York,NY,New York-Newark-Jersey City,Richmond,1052,15.77,13.31,13.78,12.37,11.9,11.86,11.49,13.32,17.83,18.6,19.83,20.89,22.6,23.28,21.61,23.5,25.01,21.85,17.78,15.89,17.07,18.24,17.15,14.29,16.86,17.96,11.88,17.96,19.18,18.38,19.56,7.13,5.29,5.37,2.81,2.27,1.97,2.73,4.03,4.53,4.7,3.91,5.54,6.26,6.01,5.84,5.29,3.45,5.21,5.17,5.0,3.74,5.13,7.1,7.65,8.19,10.38,11.13,8.87,14.12
1066,13356,Pomonok,New York,NY,New York-Newark-Jersey City,Queens,1067,25.54,18.95,14.65,11.42,9.68,8.2,8.23,14.04,19.97,22.4,19.7,22.54,21.29,23.85,29.15,32.08,35.31,37.06,34.2,21.37,8.57,10.1,9.33,8.03,18.29,20.1,7.85,7.59,5.76,4.19,3.66,0.52,0.52,0.79,0.79,0.79,0.79,0.92,1.32,1.45,1.59,0.8,1.33,1.46,4.12,8.64,3.06,1.73,1.06,1.2,0.93,1.2,1.2,3.6,5.99,5.19,3.73,3.59,8.38,19.02
1068,199023,Willowbrook,New York,NY,New York-Newark-Jersey City,Richmond,1069,24.72,23.09,21.64,20.12,19.67,19.17,21.2,22.49,23.39,25.74,27.15,26.81,27.37,25.91,24.57,24.13,23.85,19.81,14.58,12.28,14.97,18.17,17.33,14.02,12.62,13.19,8.98,11.03,12.92,11.47,12.14,6.1,5.16,5.76,3.22,1.77,1.5,1.44,1.11,0.83,0.28,0.55,1.05,1.33,1.0,0.72,0.83,0.67,0.44,0.55,0.55,0.78,1.89,2.33,2.28,2.83,6.22,9.05,7.77,22.75
