,RegionID,RegionName,StateName,SizeRank,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09
376,8349,College Point,New York,377,9.0,2.0,1.0,3.0,3.0,1.0,3.0,2.0,6.0,5.0,2.0,7.0,3.0,4.0,3.0,3.0,4.0,2.0,1.0,4.0,6.0,7.0,8.0,5.0,7.0,5.0,9.0,4.0,5.0,3.0,8.0,4.0,8.0,3.0,7.0,9.0,7.0,8.0,7.0,8.0,8.0,9.0,8.0,3.0,7.0,6.0,12.0,4,7,7.0,7.0,9.0,9.0,4.0,3.0,8.0,10.0,7.0,12.0,9.0
398,275247,Rosedale,New York,399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,0.0,4.0,2.0,4.0,,,,
405,270881,Marine Park,New York,406,3.0,7.0,7.0,5.0,5.0,6.0,2.0,6.0,5.0,8.0,4.0,12.0,8.0,3.0,9.0,6.0,4.0,8.0,7.0,0.0,3.0,9.0,9.0,16.0,8.0,7.0,8.0,14.0,12.0,15.0,10.0,9.0,7.0,17.0,16.0,19.0,13.0,10.0,9.0,10.0,6.0,8.0,5.0,9.0,15.0,9.0,11.0,11,11,11.0,12.0,9.0,6.0,12.0,9.0,9.0,9.0,7.0,10.0,10.0
408,270908,Pelham Gardens,New York,409,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,0.0,1.0,0.0,3.0,0.0,4.0,2.0,1,0,1.0,0.0,1.0,3.0,2.0,1.0,3.0,,,,
418,270815,Clinton Hill,New York,419,7.0,8.0,4.0,8.0,1.0,5.0,6.0,11.0,6.0,13.0,13.0,12.0,10.0,12.0,12.0,19.0,7.0,3.0,9.0,13.0,7.0,14.0,15.0,16.0,14.0,13.0,25.0,7.0,4.0,24.0,7.0,14.0,12.0,17.0,14.0,17.0,12.0,6.0,12.0,10.0,10.0,8.0,12.0,9.0,13.0,12.0,16.0,18,15,9.0,6.0,9.0,14.0,11.0,6.0,9.0,10.0,8.0,20.0,8.0
424,270907,Pelham Bay,New York,425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,1.0,0.0,,,,,,
426,195087,Great Kills,New York,427,4.0,1.0,4.0,4.0,2.0,3.0,5.0,0.0,0.0,3.0,3.0,1.0,4.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,4.0,2.0,7.0,4.0,2.0,4.0,4.0,3.0,6.0,2.0,6.0,4.0,9.0,11.0,6.0,6.0,4.0,8.0,14.0,10.0,6.0,3.0,8.0,6.0,10.0,14.0,13,12,12.0,8.0,9.0,6.0,3.0,5.0,4.0,6.0,6.0,4.0,10.0
444,4819,Fresh Meadows,New York,445,14.0,16.0,10.0,4.0,8.0,8.0,7.0,9.0,7.0,10.0,5.0,6.0,9.0,8.0,12.0,8.0,5.0,9.0,4.0,6.0,12.0,11.0,10.0,18.0,7.0,6.0,9.0,13.0,10.0,8.0,11.0,7.0,12.0,6.0,6.0,13.0,7.0,15.0,10.0,4.0,8.0,9.0,11.0,5.0,12.0,9.0,9.0,11,10,11.0,8.0,5.0,2.0,11.0,6.0,8.0,13.0,8.0,14.0,4.0
462,273653,Eltingville,New York,463,7.0,2.0,2.0,2.0,4.0,6.0,2.0,3.0,2.0,2.0,4.0,1.0,6.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,1.0,5.0,5.0,6.0,6.0,5.0,0.0,1.0,2.0,1.0,6.0,3.0,5.0,5.0,7.0,3.0,4.0,12.0,13.0,10.0,16.0,11.0,7.0,5.0,12.0,16,18,17.0,11.0,8.0,10.0,10.0,4.0,6.0,8.0,18.0,10.0,
476,270964,West Village,New York,477,40.0,24.0,34.0,32.0,13.0,32.0,19.0,30.0,22.0,39.0,29.0,31.0,29.0,16.0,27.0,21.0,17.0,28.0,22.0,23.0,33.0,25.0,30.0,41.0,29.0,25.0,29.0,26.0,39.0,32.0,15.0,31.0,40.0,23.0,32.0,24.0,24.0,15.0,25.0,32.0,15.0,19.0,16.0,24.0,29.0,25.0,25.0,19,31,17.0,22.0,22.0,21.0,27.0,26.0,20.0,21.0,26.0,22.0,24.0
487,403209,Belmont,New York,488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
523,270946,Sutton Place,New York,524,52.0,23.0,36.0,40.0,22.0,37.0,39.0,48.0,39.0,42.0,36.0,28.0,44.0,31.0,32.0,25.0,31.0,38.0,37.0,29.0,37.0,39.0,44.0,38.0,39.0,35.0,28.0,20.0,26.0,42.0,19.0,14.0,36.0,31.0,32.0,32.0,21.0,27.0,27.0,37.0,24.0,29.0,24.0,44.0,34.0,32.0,44.0,29,34,30.0,30.0,27.0,37.0,32.0,42.0,32.0,25.0,40.0,37.0,30.0
544,270812,Castle Hill,New York,545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
554,403203,West Brighton,New York,555,6.0,4.0,4.0,4.0,0.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0,3.0,2.0,0.0,1.0,1.0,4.0,6.0,4.0,4.0,4.0,3.0,3.0,0.0,1.0,2.0,1.0,1.0,4.0,1.0,5.0,7.0,3.0,3.0,8.0,8.0,6.0,6.0,2.0,4.0,4.0,6.0,3.0,5,7,5.0,6.0,3.0,5.0,4.0,4.0,6.0,5.0,2.0,2.0,4.0
556,275518,Springfield Gardens,New York,557,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,3.0,1.0,3.0,3.0,2.0,0.0,3.0,2,2,3.0,3.0,3.0,0.0,1.0,,,,,,
569,270969,Wingate,New York,570,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,3.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,6.0,3.0,4.0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,
570,270951,Tribeca,New York,571,45.0,22.0,30.0,51.0,36.0,32.0,24.0,33.0,25.0,27.0,48.0,19.0,29.0,24.0,39.0,39.0,32.0,18.0,19.0,22.0,35.0,40.0,34.0,33.0,30.0,16.0,26.0,36.0,44.0,53.0,32.0,23.0,49.0,54.0,58.0,59.0,55.0,46.0,57.0,54.0,43.0,52.0,45.0,59.0,47.0,44.0,31.0,27,22,23.0,20.0,26.0,26.0,21.0,10.0,32.0,25.0,29.0,40.0,16.0
575,343209,Unionport,New York,576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
596,270846,Gowanus,New York,597,7.0,3.0,7.0,12.0,5.0,4.0,3.0,5.0,8.0,8.0,15.0,4.0,9.0,8.0,3.0,3.0,2.0,3.0,5.0,4.0,11.0,10.0,11.0,8.0,3.0,2.0,6.0,6.0,10.0,5.0,2.0,3.0,6.0,6.0,6.0,7.0,5.0,3.0,5.0,4.0,2.0,7.0,11.0,7.0,3.0,7.0,3.0,3,7,7.0,9.0,4.0,7.0,1.0,2.0,6.0,3.0,5.0,2.0,5.0
608,196623,New Utrecht,New York,609,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2,2,1.0,0.0,4.0,0.0,,,,,,,
637,270953,Turtle Bay,New York,638,41.0,30.0,31.0,33.0,19.0,29.0,20.0,51.0,32.0,30.0,37.0,26.0,36.0,19.0,23.0,22.0,18.0,26.0,36.0,49.0,45.0,51.0,48.0,63.0,50.0,38.0,43.0,27.0,32.0,26.0,31.0,39.0,53.0,29.0,37.0,28.0,26.0,18.0,35.0,37.0,38.0,27.0,29.0,17.0,42.0,31.0,29.0,20,30,25.0,22.0,26.0,18.0,19.0,22.0,20.0,17.0,39.0,29.0,20.0
655,270879,Manhattanville,New York,656,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1,1.0,0.0,1.0,0.0,,,,,,,
665,48417,West Farms,New York,666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
718,343223,Baychester,New York,719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
733,197303,Port Richmond,New York,734,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,1.0,0.0,0.0,0.0,,,,,,,
770,270952,Tudor City,New York,771,21.0,10.0,20.0,17.0,11.0,23.0,17.0,17.0,18.0,17.0,27.0,14.0,13.0,14.0,20.0,17.0,15.0,16.0,22.0,15.0,25.0,23.0,26.0,32.0,11.0,12.0,14.0,30.0,15.0,20.0,11.0,16.0,23.0,20.0,23.0,17.0,21.0,12.0,14.0,20.0,20.0,22.0,16.0,21.0,27.0,22.0,29.0,21,11,12.0,20.0,18.0,23.0,13.0,9.0,20.0,14.0,23.0,24.0,11.0
772,272869,Battery Park,New York,773,30.0,15.0,19.0,20.0,14.0,12.0,20.0,22.0,8.0,13.0,19.0,19.0,13.0,13.0,9.0,9.0,10.0,10.0,12.0,10.0,14.0,35.0,35.0,37.0,35.0,24.0,21.0,24.0,20.0,20.0,18.0,13.0,25.0,20.0,19.0,19.0,24.0,14.0,15.0,21.0,12.0,11.0,13.0,15.0,26.0,14.0,24.0,10,12,14.0,19.0,17.0,9.0,16.0,11.0,16.0,15.0,15.0,16.0,2.0
813,50348,Cambria Heights,New York,814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,2,0.0,0.0,1.0,2.0,0.0,1.0,,,,,
846,270810,Carnegie Hill,New York,847,27.0,19.0,23.0,26.0,19.0,15.0,17.0,22.0,19.0,18.0,45.0,18.0,23.0,18.0,14.0,12.0,18.0,14.0,18.0,17.0,20.0,35.0,18.0,26.0,13.0,14.0,18.0,10.0,12.0,31.0,13.0,9.0,14.0,40.0,21.0,19.0,19.0,22.0,17.0,12.0,17.0,14.0,16.0,24.0,23.0,30.0,27.0,22,19,12.0,11.0,13.0,18.0,14.0,12.0,16.0,22.0,19.0,16.0,8.0
864,198587,Van Nest,New York,865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
889,403228,Hillcrest,New York,890,5.0,7.0,7.0,3.0,4.0,5.0,1.0,8.0,2.0,5.0,6.0,5.0,1.0,6.0,6.0,5.0,6.0,3.0,13.0,2.0,5.0,3.0,5.0,10.0,8.0,6.0,5.0,3.0,4.0,3.0,6.0,5.0,6.0,7.0,9.0,11.0,5.0,8.0,5.0,7.0,5.0,5.0,6.0,0.0,9.0,9.0,12.0,10,8,6.0,2.0,7.0,9.0,5.0,7.0,,,,,
899,272785,Arden Heights,New York,900,3.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,3.0,2.0,6.0,1.0,1.0,2.0,3.0,6.0,3.0,1.0,3.0,2.0,1.0,1.0,3.0,2,2,3.0,1.0,2.0,1.0,1.0,3.0,1.0,,,,
911,403111,Westchester Heights,New York,912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
928,270857,Hunters Point,New York,929,27.0,57.0,22.0,10.0,19.0,28.0,20.0,22.0,14.0,10.0,29.0,8.0,15.0,11.0,13.0,16.0,13.0,12.0,11.0,11.0,23.0,17.0,10.0,13.0,24.0,14.0,16.0,9.0,20.0,33.0,15.0,20.0,15.0,11.0,24.0,15.0,11.0,13.0,18.0,8.0,9.0,8.0,11.0,12.0,14.0,17.0,18.0,20,10,4.0,15.0,10.0,6.0,12.0,4.0,6.0,12.0,18.0,10.0,6.0
1005,193555,Bulls Head,New York,1006,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,4.0,1.0,1.0,2.0,5.0,1.0,5.0,4,2,2.0,3.0,2.0,1.0,3.0,4.0,3.0,2.0,2.0,4.0,
1023,10007,Arverne,New York,1024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1027,196213,Mariner's Harbor,New York,1028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,,,,,,,
1038,403225,Floral park,New York,1039,10.0,3.0,2.0,3.0,3.0,1.0,2.0,1.0,6.0,8.0,8.0,4.0,6.0,3.0,3.0,6.0,2.0,2.0,5.0,3.0,10.0,5.0,4.0,8.0,5.0,3.0,6.0,3.0,5.0,5.0,6.0,3.0,5.0,13.0,10.0,8.0,3.0,6.0,5.0,7.0,2.0,3.0,7.0,7.0,5.0,6.0,8.0,7,6,7.0,7.0,11.0,7.0,5.0,3.0,7.0,4.0,6.0,7.0,10.0
1054,403136,Emerson Hill,New York,1055,4.0,0.0,2.0,2.0,0.0,1.0,2.0,1.0,3.0,1.0,1.0,4.0,1.0,2.0,4.0,1.0,3.0,5.0,3.0,6.0,3.0,8.0,8.0,8.0,4.0,4.0,3.0,7.0,5.0,4.0,4.0,2.0,0.0,9.0,10.0,8.0,11.0,4.0,3.0,8.0,5.0,6.0,11.0,4.0,4.0,5.0,8.0,9,7,7.0,7.0,5.0,8.0,10.0,3.0,5.0,5.0,5.0,7.0,
1074,343203,Hunts Point,New York,1075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1077,403202,St. George,New York,1078,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,12.0,5.0,10.0,5.0,5.0,4.0,1.0,1.0,4.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,3,4,2.0,0.0,6.0,1.0,,,,,,,
1159,196875,Oakwood,New York,1160,3.0,0.0,0.0,3.0,1.0,2.0,2.0,0.0,8.0,3.0,3.0,0.0,1.0,0.0,2.0,1.0,2.0,3.0,2.0,0.0,1.0,2.0,0.0,2.0,5.0,0.0,2.0,2.0,1.0,3.0,5.0,4.0,6.0,7.0,5.0,1.0,2.0,1.0,4.0,1.0,4.0,2.0,3.0,3.0,5.0,7.0,1.0,0,1,2.0,6.0,6.0,3.0,4.0,3.0,2.0,4.0,4.0,7.0,
1170,20239,Roosevelt Island,New York,1171,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,5.0,2.0,4.0,1.0,3.0,6.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,5.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,5.0,4.0,5.0,3.0,2,4,2.0,1.0,2.0,1.0,,,,,,,
1201,270888,Mill Basin,New York,1202,4.0,3.0,4.0,5.0,1.0,7.0,5.0,4.0,5.0,5.0,5.0,9.0,5.0,1.0,3.0,2.0,5.0,5.0,4.0,5.0,4.0,3.0,9.0,10.0,9.0,5.0,4.0,3.0,4.0,7.0,6.0,6.0,9.0,10.0,7.0,9.0,9.0,7.0,8.0,6.0,1.0,4.0,5.0,12.0,9.0,5.0,6.0,4,7,4.0,9.0,5.0,3.0,4.0,3.0,8.0,4.0,6.0,3.0,3.0
1229,197599,Rosebank,New York,1230,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,2.0,0.0,3.0,3.0,2.0,0.0,3.0,3.0,2.0,6.0,3.0,1.0,1,3,6.0,4.0,4.0,3.0,1.0,1.0,,,,,
1261,197427,Red Hook,New York,1262,2.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,6.0,7.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,3.0,2,1,2.0,0.0,0.0,1.0,,,,,,,
1266,195067,Graniteville,New York,1267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
1275,275754,Tottenville,New York,1276,0.0,0.0,2.0,2.0,0.0,1.0,4.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,1.0,4.0,3.0,2.0,8.0,5.0,3.0,3.0,5.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,6.0,4.0,2.0,2.0,4.0,3.0,3.0,1.0,2.0,9.0,7,6,4.0,7.0,6.0,6.0,4.0,5.0,3.0,7.0,8.0,1.0,
1281,198184,Stapleton,New York,1282,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1300,195511,Huguenot,New York,1301,4.0,2.0,7.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,1.0,4.0,2.0,3.0,5.0,3.0,2.0,4.0,6.0,2.0,5.0,2.0,8.0,6.0,6.0,1.0,3.0,2.0,4.0,3.0,8.0,8.0,6.0,5.0,6.0,4.0,6.0,1.0,1.0,3.0,5.0,7.0,6.0,7.0,8,4,3.0,6.0,6.0,4.0,3.0,3.0,3.0,5.0,7.0,7.0,4.0
1312,197623,Rossville,New York,1313,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,2.0,2.0,0.0,1.0,0.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,4.0,2.0,6.0,3,2,3.0,1.0,0.0,3.0,2.0,1.0,4.0,4.0,4.0,3.0,
1323,193821,Chinatown,New York,1324,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,0.0,0.0,1,2,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,,,
1334,13356,Pomonok,New York,1335,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0,2,1.0,0.0,1.0,0.0,,,,,,,
1337,199023,Willowbrook,New York,1338,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,4.0,3.0,4.0,1.0,1.0,2.0,1.0,3.0,8.0,4.0,3.0,5.0,1,2,6.0,5.0,1.0,4.0,3.0,2.0,2.0,3.0,6.0,3.0,
1347,270928,SoHo,New York,1348,18.0,9.0,23.0,17.0,20.0,13.0,15.0,18.0,14.0,12.0,26.0,16.0,16.0,8.0,14.0,14.0,20.0,16.0,12.0,15.0,20.0,10.0,11.0,9.0,17.0,10.0,10.0,12.0,13.0,14.0,16.0,11.0,20.0,20.0,25.0,23.0,11.0,9.0,14.0,9.0,10.0,15.0,11.0,20.0,9.0,20.0,15.0,9,8,13.0,7.0,17.0,8.0,13.0,6.0,11.0,11.0,11.0,16.0,21.0
