,RegionID,RegionName,City,State,Metro,CountyName,SizeRank,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09
1752,196620,New Springville,New York,NY,New York-Newark-Jersey City,Richmond,1753,55.57,60.34,65.97,72.09,75.4,72.71,76.99,75.15,74.17,71.73,69.89,70.62,71.88,72.25,69.89,65.61,62.3,67.69,74.17,75.89,73.65,70.87,72.09,74.42,71.73,68.7,73.72,64.06,61.98,62.1,63.69,83.99,86.67,85.7,90.22,92.18,93.15,93.15,93.4,94.74,98.16,98.78,98.16,98.78,99.51,99.63,99.51,99.39,99.51,99.27,99.02,98.65,97.18,95.35,95.47,95.1,93.39,89.84,89.96,62.3
1772,196583,New Brighton,New York,NY,New York-Newark-Jersey City,Richmond,1773,61.55,72.65,77.03,72.0,70.58,71.74,65.81,63.48,62.32,62.71,62.32,61.94,64.71,63.81,62.15,63.94,65.86,64.96,70.11,66.03,60.66,57.34,61.05,60.54,60.2,65.37,84.67,84.17,85.68,86.68,88.07,97.36,97.61,97.86,97.86,97.86,96.23,93.34,90.08,89.82,92.46,92.34,87.94,90.08,93.97,98.87,98.87,98.99,98.62,96.98,96.23,94.47,91.45,86.29,83.02,82.14,71.45,57.61,43.4,18.24
1874,196156,Manhattan Beach,New York,NY,New York-Newark-Jersey City,Kings,1875,42.47,40.43,39.18,37.94,36.81,37.15,33.86,36.35,40.77,44.96,47.23,50.17,53.17,58.16,62.16,63.43,63.77,65.35,75.9,78.69,82.19,84.97,85.65,83.6,80.73,78.37,80.25,72.77,66.07,62.72,52.57,60.87,52.06,50.95,44.37,46.27,53.01,58.93,66.18,68.08,64.17,60.71,54.91,52.96,61.05,64.29,69.61,74.61,66.15,52.12,44.2,48.55,53.68,59.82,61.16,64.4,60.94,63.28,57.92,42.86
1894,270854,Holliswood,New York,NY,New York-Newark-Jersey City,Queens,1895,89.41,90.51,86.27,86.43,88.16,89.1,88.77,82.95,76.36,72.58,71.72,69.52,69.91,71.25,71.56,67.4,64.31,61.67,64.54,70.38,71.94,73.66,70.38,72.25,71.34,67.99,41.48,43.47,48.36,52.25,58.29,80.2,82.03,81.27,85.02,90.29,93.12,94.65,94.27,91.74,89.76,87.31,82.49,84.1,85.09,82.42,87.0,86.24,90.21,89.61,89.15,85.87,80.98,78.46,72.35,74.41,77.08,78.0,64.4,52.71
1918,198432,Tompkinsville,New York,NY,New York-Newark-Jersey City,Richmond,1919,82.7,84.96,82.39,78.89,76.52,79.2,52.16,51.24,45.98,48.25,49.48,49.69,48.05,45.12,43.61,45.3,46.19,45.92,60.47,49.38,45.35,35.33,40.39,43.39,57.02,66.94,88.12,91.32,91.84,93.39,94.42,70.66,91.43,92.87,94.21,94.63,97.11,96.8,90.7,91.43,92.46,98.45,97.52,93.07,97.1,98.24,98.45,98.55,96.79,94.31,90.69,86.76,78.18,64.74,63.81,75.8,70.11,49.84,44.26,13.65
1936,199080,Woodrow,New York,NY,New York-Newark-Jersey City,Richmond,1937,66.06,74.26,79.57,81.6,85.96,87.34,83.19,78.83,74.15,70.74,67.98,64.04,60.95,55.87,51.85,46.88,43.6,44.76,58.1,60.63,56.14,53.54,51.43,56.08,61.16,66.03,78.5,75.21,75.21,76.69,75.11,80.19,84.43,82.63,90.25,93.54,93.86,92.58,94.49,96.08,97.35,97.67,97.03,97.67,98.94,99.36,99.26,98.94,98.94,98.73,98.52,98.62,95.56,88.36,83.17,77.88,68.68,66.67,74.81,56.3
1945,196591,New Dorp,New York,NY,New York-Newark-Jersey City,Richmond,1946,69.92,73.67,78.29,82.39,85.61,85.7,83.17,76.11,71.58,66.7,62.25,61.55,60.73,62.21,57.3,49.83,46.96,48.7,59.29,63.63,62.76,60.33,63.63,65.97,68.69,68.15,74.64,74.64,72.67,74.72,72.42,85.4,87.62,87.7,91.63,92.83,92.14,92.65,93.42,96.24,97.69,98.12,96.75,97.26,97.69,98.29,98.55,98.46,99.57,99.15,98.98,97.01,85.57,81.73,79.76,81.38,80.79,78.65,73.1,41.5
1955,276006,Westerleigh,New York,NY,New York-Newark-Jersey City,Richmond,1956,57.08,63.91,65.94,65.43,69.39,73.69,78.08,79.93,81.28,82.72,84.49,84.65,82.84,82.42,79.97,76.26,71.8,72.14,74.24,71.8,64.31,52.44,48.48,52.36,59.43,67.48,78.22,70.9,70.82,70.56,69.64,74.1,81.75,77.38,83.68,88.81,92.43,94.87,96.13,97.65,98.49,98.91,98.74,98.65,99.24,99.33,99.5,99.5,99.58,99.58,99.41,99.5,98.57,95.37,91.51,89.74,81.83,73.34,60.56,35.41
2051,270844,Gerritsen Beach,New York,NY,New York-Newark-Jersey City,Kings,2052,28.2,29.19,30.4,29.41,30.84,31.23,25.45,24.41,28.59,33.81,44.37,41.62,42.77,38.92,40.24,39.79,37.99,36.55,33.95,33.78,32.56,43.07,44.1,56.34,58.79,67.89,87.11,86.36,82.28,81.95,81.69,82.22,76.48,82.38,82.12,82.28,80.18,80.88,87.81,87.16,89.63,92.48,93.71,95.16,96.4,93.33,94.25,90.22,86.13,75.32,66.24,60.43,61.99,66.67,62.96,61.88,67.15,70.0,64.03,48.66
2094,270796,Astoria Heights,New York,NY,New York-Newark-Jersey City,Queens,2095,89.29,89.36,90.64,89.7,90.03,90.84,84.64,77.29,67.32,59.57,62.67,65.5,69.0,59.57,56.1,54.21,57.25,60.69,73.16,85.5,88.94,89.14,89.75,82.67,66.35,51.08,90.68,92.17,91.83,94.4,93.59,83.79,76.57,83.59,87.24,85.82,88.69,95.94,84.63,78.47,71.16,98.71,98.58,98.85,99.39,97.15,97.9,98.58,99.05,98.64,98.64,98.1,96.0,78.73,74.86,74.32,72.76,73.1,70.8,66.87
2156,10329,Belle Harbor,New York,NY,New York-Newark-Jersey City,Queens,2157,37.89,32.02,30.9,28.88,30.09,30.8,18.74,17.53,16.11,24.01,32.32,40.32,44.53,49.6,50.91,52.13,53.14,54.05,63.81,67.34,71.17,73.69,71.75,71.14,68.52,63.3,64.38,69.53,79.11,83.75,84.26,92.43,94.35,90.01,92.94,96.87,97.68,97.17,95.56,93.54,90.0,92.22,88.99,89.7,89.8,85.15,91.01,91.92,94.55,92.53,89.2,91.12,85.57,68.62,67.2,70.64,74.57,72.05,47.33,25.63
2175,270950,Todt Hill,New York,NY,New York-Newark-Jersey City,Richmond,2176,60.54,61.96,61.06,63.83,68.01,70.03,70.78,70.55,68.98,66.67,65.55,64.42,64.06,66.89,67.93,65.03,62.57,64.29,64.29,65.15,61.36,57.86,57.15,58.76,55.97,54.96,60.57,61.83,62.28,65.03,64.96,67.04,69.42,67.26,72.25,75.37,75.43,78.93,80.49,83.84,89.2,91.96,89.95,89.64,92.41,93.89,93.3,93.14,93.14,91.8,88.9,85.92,64.16,54.99,54.17,50.52,46.2,45.53,44.49,41.06
2284,270917,Randall Manor,New York,NY,New York-Newark-Jersey City,Richmond,2285,34.05,46.53,48.3,49.56,54.98,56.75,65.45,70.87,75.66,76.54,75.79,79.7,81.34,81.84,83.48,82.22,80.83,80.96,82.6,76.8,69.74,64.82,66.08,59.9,58.51,58.51,69.52,60.71,61.84,67.0,66.12,78.59,87.15,88.16,90.18,89.42,90.3,89.8,87.53,89.55,93.07,93.32,94.71,95.34,96.85,97.48,97.86,97.61,98.49,93.45,92.95,86.9,78.21,69.02,68.51,68.01,56.3,47.36,36.52,16.75
2334,403219,Columbia Street Waterfront District,New York,NY,New York-Newark-Jersey City,Kings,2335,79.81,75.63,75.49,73.12,73.26,76.18,86.57,88.11,88.95,89.09,88.25,85.61,84.94,86.05,86.33,86.07,88.58,89.58,91.68,91.42,90.59,88.93,89.45,91.68,89.71,81.77,82.96,80.49,69.83,66.45,64.24,91.15,85.42,83.72,72.66,73.57,64.06,57.81,59.97,48.83,48.56,45.43,50.0,50.91,51.96,52.09,57.18,62.27,70.93,66.75,58.93,61.41,53.06,56.45,52.28,50.46,50.85,54.89,41.59,18.12
2565,343207,City Island,New York,NY,New York-Newark-Jersey City,Bronx,2566,66.33,63.15,55.27,52.41,53.12,52.71,43.81,32.75,28.56,28.76,30.19,31.22,36.3,41.92,45.91,48.16,51.02,53.48,61.51,67.92,77.09,81.57,80.35,79.94,77.49,72.91,73.65,76.09,84.23,84.74,83.11,87.79,90.23,91.15,91.15,91.96,91.96,92.27,91.56,88.3,84.23,82.1,71.41,65.21,61.75,52.09,47.2,52.59,55.04,52.19,51.88,54.63,61.24,56.56,60.02,62.67,64.6,67.04,59.1,30.21
2608,194257,Dongan Hills,New York,NY,New York-Newark-Jersey City,Richmond,2609,36.06,40.5,42.16,38.56,39.81,38.42,37.13,36.02,34.08,34.35,38.39,41.17,42.0,44.37,45.75,50.63,51.74,58.77,74.48,85.5,82.71,80.2,83.68,83.96,84.52,85.59,91.89,93.43,94.27,95.1,93.99,86.4,87.8,85.97,92.99,93.55,92.57,92.43,93.13,97.05,98.6,98.74,98.88,98.6,99.58,99.72,99.86,99.58,99.86,99.86,98.88,95.79,91.44,88.92,89.62,88.22,82.72,81.91,86.68,59.61
2638,193292,Bergen Beach,New York,NY,New York-Newark-Jersey City,Kings,2639,26.86,27.05,28.57,32.76,35.43,44.57,67.05,73.33,71.62,71.43,67.24,58.29,54.1,54.86,54.67,56.65,58.75,60.46,58.75,56.08,50.76,44.49,42.78,51.71,57.03,60.84,76.62,71.86,61.22,59.7,60.84,49.15,50.85,55.79,59.01,58.82,55.79,58.06,69.45,81.02,81.21,85.58,87.1,87.29,89.18,90.7,92.22,95.83,90.51,88.8,81.97,80.46,75.33,81.59,78.37,78.75,79.51,79.89,72.3,41.94
2708,270838,Forest Hills Gardens,New York,NY,New York-Newark-Jersey City,Queens,2709,20.65,21.22,22.49,26.07,30.22,35.18,42.84,50.81,56.0,58.66,61.32,62.47,63.29,63.36,63.09,60.74,56.99,52.72,54.08,57.93,63.79,65.28,63.78,68.48,69.63,70.39,73.42,74.23,76.17,77.89,79.15,92.68,93.02,82.38,89.47,90.62,90.85,92.33,91.88,90.62,90.39,92.45,91.53,91.07,91.52,92.1,92.67,91.98,93.93,93.24,88.89,89.69,75.6,63.0,63.92,61.97,65.06,66.44,54.3,52.92
2918,270841,DUMBO,New York,NY,New York-Newark-Jersey City,Kings,2919,75.67,79.89,81.45,81.27,83.29,86.32,88.32,86.38,87.12,85.46,81.78,81.23,78.2,76.06,73.66,73.57,76.52,79.85,81.42,82.79,79.11,77.21,71.29,70.68,74.7,79.07,71.51,65.3,63.47,57.72,60.73,62.89,58.87,60.79,57.77,58.41,55.48,51.37,60.66,55.26,51.78,57.37,62.12,66.51,64.87,68.16,68.89,69.9,73.15,65.88,56.3,62.68,55.75,52.19,49.45,49.13,56.28,56.65,51.91,48.09
2952,197231,Pleasant Plains,New York,NY,New York-Newark-Jersey City,Richmond,2953,53.36,56.01,62.19,62.37,64.66,63.43,58.3,55.48,53.18,51.59,52.65,53.71,52.65,50.18,52.74,47.96,48.67,51.68,60.71,69.73,68.32,64.89,63.3,66.13,67.2,67.43,68.85,64.6,61.24,66.9,67.26,66.55,73.63,71.86,84.42,90.62,92.57,90.09,92.21,95.04,96.64,95.58,94.34,94.34,96.11,97.52,97.34,96.81,97.16,95.39,93.79,93.97,90.43,84.04,80.67,78.01,70.74,67.73,68.44,47.87
2972,198296,Sunnyside,New York,NY,New York-Newark-Jersey City,Richmond,2973,66.67,71.36,75.3,74.7,72.27,72.27,72.08,69.2,69.95,75.11,74.66,78.6,77.22,79.03,78.13,75.26,71.64,73.45,77.38,79.03,74.21,66.21,59.58,61.69,63.65,64.66,76.09,74.29,76.09,78.05,77.29,78.77,82.53,85.24,91.27,94.28,92.62,91.7,92.76,95.17,97.44,97.44,95.93,96.23,96.83,98.64,98.49,99.1,99.55,98.79,97.89,96.23,89.89,82.65,84.77,84.16,75.57,77.68,73.15,40.12
3039,196592,New Dorp Beach,New York,NY,New York-Newark-Jersey City,Richmond,3040,33.5,42.94,42.44,41.83,43.05,41.52,38.58,40.1,40.3,40.0,46.7,50.56,46.91,44.78,44.62,50.41,54.77,61.66,75.76,83.37,83.67,85.4,84.47,82.13,77.66,74.97,86.13,84.92,82.09,81.58,76.82,91.5,91.19,88.26,90.89,90.89,86.84,84.62,83.28,89.67,95.44,95.64,93.83,90.69,91.3,90.89,92.0,93.02,93.93,92.71,90.98,88.75,85.01,81.86,79.15,78.54,76.21,74.49,76.82,59.11
3440,276623,Utopia,New York,NY,New York-Newark-Jersey City,Queens,3441,92.32,89.32,88.02,89.32,88.8,90.49,87.5,84.64,80.34,80.08,83.72,87.76,90.23,88.8,88.66,83.57,86.7,87.47,93.6,95.17,97.39,97.91,97.0,97.0,95.43,93.86,93.08,93.47,92.04,92.3,93.08,97.78,97.65,96.74,98.04,98.43,99.35,99.61,99.48,99.74,99.74,99.48,98.43,97.91,97.91,94.78,96.87,96.08,98.17,97.39,93.86,93.99,89.93,74.38,71.24,69.8,72.42,78.33,59.79,47.52
3549,272982,Chelsea-Travis,New York,NY,New York-Newark-Jersey City,Richmond,3550,80.73,84.11,86.59,82.81,82.94,79.3,75.75,72.1,66.36,61.02,53.85,48.89,43.2,40.91,39.52,36.59,36.59,40.03,47.52,54.89,62.64,60.36,63.41,62.9,60.28,62.34,76.85,69.59,69.46,74.59,68.96,88.86,88.49,87.98,93.37,95.87,95.87,94.74,94.24,95.74,97.25,97.12,94.87,95.99,98.12,99.37,99.62,98.5,99.0,98.87,98.75,98.62,96.0,91.88,90.25,87.62,78.6,73.75,72.25,56.25
4026,35830,Malba,New York,NY,New York-Newark-Jersey City,Queens,4027,80.72,83.77,76.23,70.1,71.41,76.09,67.44,63.24,61.51,59.91,62.08,60.64,62.99,62.55,63.13,65.7,61.19,57.33,66.96,74.35,73.19,76.67,76.09,80.87,79.86,76.81,82.42,84.01,84.01,87.32,87.32,87.9,84.01,83.29,84.15,86.89,90.35,90.19,84.99,81.39,78.5,79.62,77.92,83.26,85.43,75.32,77.92,76.05,83.55,82.4,77.2,78.93,78.93,77.02,76.33,79.22,83.55,84.85,76.19,43.72
