,RegionID,RegionName,City,State,Metro,CountyName,SizeRank,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09
173,275620,Sunnyside,New York,NY,New York-Newark-Jersey City,Queens,174,84.37,85.41,83.65,82.13,83.18,86.69,66.99,60.8,61.25,59.13,61.29,58.84,57.36,56.79,55.65,52.04,50.1,49.35,58.06,64.84,67.8,74.12,70.9,58.83,50.77,45.49,53.85,50.85,55.35,56.42,57.09,66.05,69.45,82.85,86.96,89.37,90.86,91.33,93.3,92.87,90.25,94.37,94.1,96.08,95.32,90.85,92.83,93.3,95.04,94.85,95.12,96.35,92.59,86.92,83.55,81.21,82.37,80.74,75.23,73.37
177,195133,Greenwich Village,New York,NY,New York-Newark-Jersey City,New York,178,88.76,88.58,85.82,84.95,81.59,80.34,76.62,74.16,72.99,70.22,69.15,67.5,66.5,66.61,70.21,72.14,71.81,72.56,72.26,73.88,73.26,73.19,76.09,77.54,75.87,70.23,65.17,66.56,65.75,67.14,65.5,55.99,59.26,62.15,65.25,66.44,65.15,65.03,65.85,66.32,62.58,64.87,63.73,73.36,76.76,73.6,69.97,67.37,71.44,66.99,63.68,62.0,55.33,51.06,44.25,37.31,29.75,27.52,20.79,21.76
179,193974,Coney Island,New York,NY,New York-Newark-Jersey City,Kings,180,60.37,56.63,53.1,54.8,54.66,48.56,38.88,36.04,37.63,42.83,43.69,45.05,43.0,43.29,43.81,43.38,41.1,45.3,49.24,56.99,57.57,56.74,65.01,68.03,64.08,64.12,73.57,71.66,67.88,58.87,55.51,76.52,64.59,62.0,60.64,63.45,65.91,66.82,67.44,68.19,68.6,70.28,75.2,79.35,84.56,90.61,87.02,83.68,85.46,84.47,82.47,86.06,84.61,83.15,80.27,77.01,77.26,78.14,64.42,60.22
187,57348,Kew Gardens Hills,New York,NY,New York-Newark-Jersey City,Queens,188,85.12,85.99,84.88,84.49,85.1,87.19,80.5,74.29,71.48,70.62,71.65,71.35,71.8,70.77,68.48,67.26,68.67,68.0,70.19,75.61,78.21,81.81,81.95,78.81,73.56,68.33,53.05,53.84,55.34,55.31,54.45,61.08,61.87,64.44,65.27,69.03,73.32,73.72,75.14,78.39,84.02,96.9,96.18,96.6,96.27,92.55,94.04,94.82,96.51,96.81,97.09,97.04,94.73,86.93,85.83,87.02,90.06,90.81,87.08,77.95
193,6719,Rego Park,New York,NY,New York-Newark-Jersey City,Queens,194,89.27,86.78,85.53,85.05,86.24,86.39,69.98,60.63,56.39,53.0,54.94,55.24,56.21,53.97,51.13,50.17,49.35,46.86,51.14,55.36,57.87,63.84,61.56,60.88,56.14,57.45,46.88,49.2,50.32,51.6,52.32,63.17,67.47,70.8,75.17,78.85,82.92,83.61,85.7,87.03,88.69,94.76,93.78,93.47,92.29,89.96,90.87,90.59,92.9,92.29,93.3,93.61,90.06,84.28,82.35,81.3,83.68,83.71,82.65,83.62
197,270903,Ocean Parkway,New York,NY,New York-Newark-Jersey City,Kings,198,75.83,75.92,76.24,76.28,75.67,75.57,73.7,74.73,73.44,74.41,74.6,74.73,73.56,70.8,70.4,70.12,70.26,67.56,70.18,70.93,67.78,70.08,71.59,68.96,65.78,64.55,72.41,68.14,66.94,66.42,67.96,87.15,83.77,84.08,84.41,86.57,87.32,86.4,87.68,87.34,87.37,88.48,90.45,91.93,91.65,89.28,88.05,85.61,85.93,82.26,76.48,78.51,76.91,76.57,75.37,76.75,78.36,79.53,78.82,70.97
198,403210,Melrose,New York,NY,New York-Newark-Jersey City,Bronx,199,63.47,67.33,66.4,69.07,75.47,77.47,83.6,78.13,58.8,52.4,50.0,52.4,53.51,52.72,50.93,50.46,50.99,52.31,46.64,53.23,54.62,62.58,61.4,51.52,41.37,44.8,37.58,34.43,43.63,49.01,77.0,93.04,95.01,96.32,98.03,97.11,96.45,96.97,95.39,95.26,94.47,96.18,95.13,96.32,97.24,97.63,97.23,97.89,97.63,97.23,91.57,90.91,81.42,75.36,76.42,68.25,61.26,62.32,72.86,67.46
199,343211,Parkchester,New York,NY,New York-Newark-Jersey City,Bronx,200,75.36,72.5,60.05,52.24,47.8,45.34,39.59,36.8,17.85,21.65,16.93,15.44,15.28,14.09,14.29,14.71,17.14,22.45,29.73,47.96,61.14,66.13,74.13,73.11,68.96,69.88,56.7,66.16,74.89,85.75,86.63,77.87,86.08,88.22,90.92,94.24,94.62,94.92,93.91,92.67,91.82,90.9,88.32,94.23,98.48,99.0,97.72,95.35,95.45,93.79,94.21,96.58,96.01,94.99,93.19,91.69,91.39,94.24,95.66,89.66
202,49994,Woodhaven,New York,NY,New York-Newark-Jersey City,Queens,203,71.33,75.05,82.6,89.32,90.79,91.06,93.99,91.38,89.24,87.66,90.04,88.41,90.98,90.74,88.72,84.49,83.81,82.07,84.21,90.82,93.43,93.63,92.4,89.55,79.7,73.84,83.68,84.48,85.47,87.76,90.3,96.75,97.19,97.86,98.45,98.85,99.25,99.17,98.89,98.49,98.41,98.65,96.95,96.99,96.35,89.06,91.32,91.36,93.54,92.47,88.62,92.55,94.85,90.13,88.46,87.15,93.26,92.86,90.36,84.58
212,270891,Morningside Heights,New York,NY,New York-Newark-Jersey City,New York,213,92.47,93.76,93.97,93.86,92.68,90.25,87.8,85.48,82.99,79.97,77.75,76.24,74.28,71.04,69.03,66.8,70.84,74.15,76.05,80.1,82.27,84.69,89.14,87.56,79.94,77.02,77.39,77.76,79.94,84.8,87.35,76.22,79.74,74.75,76.55,77.71,74.91,76.48,76.96,75.68,73.6,79.16,75.03,81.35,82.4,80.26,78.32,77.38,85.88,84.68,83.06,81.86,77.88,68.86,62.76,52.9,42.57,33.58,28.19,28.24
220,273766,Fort Greene,New York,NY,New York-Newark-Jersey City,Kings,221,87.59,88.15,87.59,86.67,86.56,87.17,88.68,87.86,87.5,86.83,86.78,86.24,84.96,84.23,83.1,83.69,84.0,86.28,87.73,87.3,85.15,82.62,81.76,79.45,78.76,80.08,80.82,79.92,76.17,82.79,83.4,81.95,81.95,83.36,83.03,81.38,81.94,76.85,75.37,77.21,70.6,69.09,70.46,69.47,64.65,61.84,59.04,59.37,65.05,63.35,62.53,64.18,61.54,64.09,58.42,52.38,52.9,55.9,53.68,49.95
221,276060,Whitestone,New York,NY,New York-Newark-Jersey City,Queens,222,78.87,80.46,80.21,81.61,83.17,85.39,78.75,74.62,72.3,71.39,71.48,71.63,72.47,72.15,71.08,66.97,64.58,60.91,66.52,71.76,73.89,74.09,72.76,71.71,68.93,66.36,71.86,72.83,74.78,76.79,74.79,79.75,80.89,79.57,84.29,86.25,90.76,92.04,90.22,88.58,86.78,91.12,89.47,91.96,92.28,90.37,91.32,90.89,93.5,92.31,90.01,90.42,88.12,78.48,76.12,79.43,84.14,85.48,77.24,59.23
235,343225,Wakefield,New York,NY,New York-Newark-Jersey City,Bronx,236,74.89,74.48,70.31,69.85,67.69,64.22,59.16,50.86,46.83,47.38,45.92,47.51,48.82,57.47,61.81,65.39,74.32,83.76,94.86,97.13,97.48,96.01,93.9,90.22,82.25,72.3,60.47,56.17,64.05,65.72,69.16,72.93,77.53,85.73,90.44,93.78,95.75,95.85,95.95,92.46,90.84,90.94,85.72,89.06,93.97,95.74,96.45,96.96,98.38,97.37,96.76,96.86,94.48,94.23,95.29,91.9,89.82,88.71,92.0,69.92
237,343212,Morris Park,New York,NY,New York-Newark-Jersey City,Bronx,238,50.68,50.53,42.45,36.56,33.76,35.12,37.67,37.59,36.99,41.45,43.49,47.66,52.11,61.83,68.0,77.53,81.98,87.35,83.85,81.66,81.1,80.6,82.42,82.14,72.96,65.46,61.63,54.64,56.16,56.83,59.81,88.58,90.1,90.16,91.43,92.89,91.6,91.35,90.26,83.54,82.31,84.79,75.84,79.88,80.78,87.03,87.82,91.43,93.08,86.96,86.11,84.64,72.46,77.29,84.76,88.86,90.09,91.43,90.94,76.56
238,194318,Dyker Heights,New York,NY,New York-Newark-Jersey City,Kings,239,82.6,82.72,81.81,82.44,81.89,81.19,89.55,89.98,90.65,90.14,89.51,87.98,87.19,85.34,86.6,87.6,86.9,87.49,85.78,82.84,79.34,76.71,79.33,81.2,79.22,82.36,95.76,91.8,88.31,86.78,86.0,90.72,86.99,88.25,87.34,87.7,84.72,84.21,90.0,89.84,90.94,91.3,92.17,94.09,93.23,91.81,89.33,89.48,90.2,87.45,80.05,77.96,68.16,60.92,57.91,57.2,63.26,64.48,54.46,44.16
243,275552,St. Albans,New York,NY,New York-Newark-Jersey City,Queens,244,78.02,79.73,79.45,80.39,80.29,80.78,75.35,65.33,57.54,52.66,52.92,52.26,54.35,52.12,49.54,49.37,50.6,51.6,58.14,75.17,85.39,87.98,88.7,88.6,82.15,79.31,83.22,83.12,85.44,87.74,87.46,97.35,97.41,95.6,97.75,98.62,98.76,98.71,97.83,95.82,95.72,98.04,97.35,97.7,97.75,93.3,94.96,93.62,95.83,91.17,84.03,85.29,83.53,72.56,73.79,77.63,83.93,88.73,76.51,50.85
244,25160,Hollis,New York,NY,New York-Newark-Jersey City,Queens,245,77.94,78.8,77.4,78.76,78.02,80.2,77.63,69.12,59.99,58.18,62.48,64.67,68.25,67.42,65.28,61.6,62.68,62.21,72.58,83.93,88.81,90.36,90.77,89.82,79.79,72.55,81.0,78.49,80.82,83.21,84.83,93.45,94.95,94.06,96.48,98.08,98.64,98.87,98.89,98.62,97.82,98.78,96.93,97.05,96.29,88.6,92.0,90.21,92.19,82.52,68.27,67.11,63.42,55.22,50.56,59.65,69.2,75.01,62.89,55.22
248,343210,Throggs Neck,New York,NY,New York-Newark-Jersey City,Bronx,249,45.68,42.77,38.16,39.56,39.36,38.69,36.57,34.71,33.11,37.55,36.86,37.96,40.14,46.09,49.54,51.83,54.72,59.88,68.26,78.97,86.81,86.19,84.32,81.36,73.6,63.41,59.03,58.68,63.58,62.98,62.84,75.52,81.51,84.49,85.64,88.19,89.5,90.62,90.7,86.85,85.9,87.25,79.6,78.99,82.32,84.97,82.64,84.08,89.11,87.84,86.66,86.86,79.82,83.67,84.43,86.38,85.44,84.24,75.17,24.25
275,270848,Greenpoint,New York,NY,New York-Newark-Jersey City,Kings,276,86.04,89.16,91.13,93.51,94.42,94.83,94.58,93.02,91.04,90.22,90.22,88.41,88.52,87.05,85.08,80.61,78.58,79.15,85.38,83.91,83.76,78.6,73.1,77.21,76.21,81.82,88.68,90.58,88.37,86.25,86.17,87.7,85.56,87.01,86.25,84.57,77.26,70.06,70.9,64.55,59.45,60.83,62.28,63.32,61.79,51.0,46.86,49.31,58.91,57.15,50.73,58.1,57.3,59.36,57.07,57.37,58.14,60.96,41.68,22.06
280,403110,Rochdale,New York,NY,New York-Newark-Jersey City,Queens,281,74.99,71.63,68.89,70.66,73.75,76.62,76.88,68.7,68.61,69.76,68.17,68.21,71.71,76.08,74.54,70.08,68.62,64.3,71.58,83.67,90.78,90.82,91.04,89.98,85.22,82.47,85.17,86.62,89.4,92.1,92.01,96.73,96.86,93.51,96.16,97.44,98.01,98.59,98.01,97.57,96.07,98.28,96.11,95.71,95.4,93.5,94.43,91.16,94.03,89.39,82.68,83.65,80.79,62.37,65.5,76.19,83.17,84.41,67.4,38.43
282,276345,Glendale,New York,NY,New York-Newark-Jersey City,Queens,283,81.48,82.5,81.71,84.5,87.99,92.55,94.08,92.31,90.17,89.66,87.7,86.77,86.12,83.93,82.39,80.59,79.93,76.54,84.1,88.68,93.36,92.25,91.78,90.76,83.77,80.19,82.76,79.33,81.37,83.36,82.85,95.37,95.51,92.03,94.35,97.41,97.96,97.27,97.31,96.99,96.75,98.56,98.52,98.52,98.19,95.92,96.8,96.89,97.22,96.33,93.64,93.55,90.39,81.81,77.49,79.77,82.55,85.52,68.07,51.04
296,196338,Middle Village,New York,NY,New York-Newark-Jersey City,Queens,297,86.9,89.44,89.63,90.04,90.23,92.88,94.43,92.87,89.52,89.15,88.26,90.09,90.64,90.6,89.71,89.15,89.58,88.47,92.5,94.78,95.67,94.46,92.79,90.51,85.39,81.63,81.93,82.14,83.48,85.34,83.78,94.16,95.57,94.05,95.93,96.23,96.65,96.65,96.97,96.97,97.06,98.44,97.16,98.29,98.29,89.65,91.83,93.17,96.78,96.2,92.06,92.58,88.55,73.23,60.45,59.98,66.1,68.73,55.1,58.04
301,270855,Homecrest,New York,NY,New York-Newark-Jersey City,Kings,302,71.89,74.85,74.71,76.99,77.87,80.98,79.0,76.56,77.39,76.02,72.61,70.22,66.28,62.77,61.34,58.02,55.55,52.63,52.53,54.93,58.39,67.46,71.39,70.77,68.1,72.49,78.22,79.78,73.13,74.74,69.74,82.56,79.49,78.52,74.8,77.24,78.5,74.79,79.9,81.81,78.9,85.98,82.99,92.29,93.63,93.76,93.76,92.33,91.88,85.78,80.34,77.58,72.92,71.55,72.35,69.17,71.11,71.95,72.59,64.35
308,44302,Briarwood,New York,NY,New York-Newark-Jersey City,Queens,309,81.84,81.09,79.75,81.31,81.87,79.32,73.76,63.01,58.13,58.16,59.79,57.37,57.62,55.07,52.79,50.06,47.73,46.55,45.84,57.25,64.11,61.66,56.9,69.64,57.05,61.79,39.01,43.23,46.68,48.56,46.44,50.72,56.53,60.49,64.44,75.16,78.51,80.2,78.8,84.15,85.0,93.84,93.23,94.08,92.6,83.89,86.43,88.32,91.43,92.19,92.82,92.41,90.22,83.37,82.69,83.55,83.79,84.37,80.77,71.48
313,403226,Bellerose,New York,NY,New York-Newark-Jersey City,Queens,314,87.59,88.62,89.55,90.53,91.43,92.48,90.55,83.49,79.25,77.21,77.63,77.75,79.55,77.55,74.02,69.59,67.31,62.2,65.35,76.24,85.19,88.64,87.69,81.8,70.46,63.84,72.58,72.8,81.42,89.55,90.07,94.01,94.46,92.68,93.56,94.35,95.61,96.36,96.41,96.65,96.52,97.61,96.77,98.74,98.19,93.47,94.1,94.15,94.42,93.72,93.11,93.9,92.74,75.61,69.11,66.83,70.67,71.0,54.05,22.26
319,193476,Brighton Beach,New York,NY,New York-Newark-Jersey City,Kings,320,62.73,64.79,67.43,72.01,75.89,80.52,72.29,70.4,66.61,61.41,61.62,58.9,57.09,58.39,58.62,54.38,52.31,47.4,44.21,43.43,42.74,47.34,47.36,50.93,49.61,52.22,49.56,53.24,53.78,57.9,62.33,70.48,71.3,69.41,67.94,69.79,69.05,68.71,68.33,67.05,67.69,64.36,63.1,70.74,75.61,77.83,75.68,74.27,72.37,70.7,65.52,63.51,56.49,59.43,56.43,55.32,52.78,54.33,51.09,57.18
320,270835,Financial District,New York,NY,New York-Newark-Jersey City,New York,321,91.94,91.2,85.53,84.44,82.93,82.57,87.48,87.97,86.83,86.51,86.28,86.23,83.72,83.72,85.01,82.93,83.02,84.22,85.07,84.55,85.04,83.95,81.82,76.89,70.21,62.33,68.78,74.2,74.47,79.75,76.69,72.33,76.53,80.13,82.34,78.87,72.71,73.31,68.76,62.08,51.3,51.25,42.27,47.84,48.98,45.03,40.13,37.01,43.98,38.84,37.61,40.75,41.86,35.61,32.34,42.94,33.1,27.87,13.65,12.55
335,270797,Auburndale,New York,NY,New York-Newark-Jersey City,Queens,336,86.13,87.24,87.24,88.58,90.52,92.03,92.91,93.03,90.1,88.78,90.5,90.52,91.53,91.45,90.76,89.74,89.97,88.19,93.32,94.26,94.59,93.55,91.35,90.18,84.85,80.42,83.41,82.62,85.86,87.65,87.22,97.49,96.89,96.59,97.87,98.47,98.91,98.83,98.68,98.62,97.76,98.81,97.95,97.95,97.51,89.65,91.85,92.35,96.97,96.41,94.4,94.08,90.87,76.99,72.18,76.18,81.15,82.34,62.45,33.88
336,274285,Laurelton,New York,NY,New York-Newark-Jersey City,Queens,337,66.39,70.89,72.43,77.53,80.97,81.55,78.1,67.89,59.01,60.6,66.66,68.99,71.35,68.89,64.22,57.99,57.09,54.95,62.5,78.42,84.65,82.46,80.11,81.35,75.22,72.55,76.7,79.86,86.38,90.07,90.76,96.76,96.39,95.48,96.05,97.68,98.22,99.17,99.09,97.28,93.5,98.04,93.05,93.57,93.77,88.44,93.05,91.16,96.01,93.16,92.51,89.54,80.03,58.68,60.86,70.0,79.18,79.94,68.49,54.42
340,8731,Fort Hamilton,New York,NY,New York-Newark-Jersey City,Kings,341,83.73,81.62,79.12,78.08,78.65,78.45,71.9,69.89,71.11,69.4,67.65,64.37,62.66,60.96,61.02,60.94,58.27,57.69,58.29,60.45,59.52,62.55,64.37,65.79,60.28,61.96,66.96,70.15,66.11,65.99,64.56,72.33,72.3,76.01,78.41,79.9,81.51,81.69,85.58,88.02,89.48,91.38,90.03,93.66,94.82,93.04,89.69,89.44,89.66,86.55,83.19,83.17,80.66,72.11,69.94,71.44,70.78,72.67,70.96,69.81
347,8349,College Point,New York,NY,New York-Newark-Jersey City,Queens,348,85.26,87.27,86.35,88.18,89.32,90.97,89.26,87.39,85.25,83.5,84.2,84.29,85.61,81.78,79.39,76.66,75.61,72.79,76.89,80.54,84.43,86.85,81.08,80.34,77.38,73.05,79.44,80.92,89.93,92.48,93.22,97.33,96.46,96.63,97.61,97.98,98.02,98.02,97.49,97.2,95.79,96.07,94.0,94.99,96.07,90.55,92.7,93.24,96.72,94.4,90.87,90.25,88.05,81.72,80.39,82.42,83.8,86.5,73.86,57.29
359,21970,Howard Beach,New York,NY,New York-Newark-Jersey City,Queens,360,54.79,62.28,63.92,65.04,63.28,62.75,50.33,40.9,39.57,40.49,43.74,49.2,52.83,49.77,46.13,45.02,46.07,46.18,52.24,61.25,65.55,66.76,63.17,58.62,55.25,55.4,51.5,53.89,59.29,60.96,63.19,77.18,78.49,74.67,78.69,86.28,87.79,86.65,85.85,83.55,81.76,88.31,84.17,87.04,88.1,84.27,87.5,87.07,90.58,86.26,80.72,80.56,76.96,66.07,61.96,62.68,68.57,71.38,58.96,48.88
360,403206,Flatiron District,New York,NY,New York-Newark-Jersey City,New York,361,92.07,91.25,89.53,89.82,87.78,87.31,81.75,80.24,79.77,79.52,79.24,77.88,77.83,78.91,78.71,76.95,77.63,77.02,76.93,76.07,75.14,75.28,77.57,77.77,75.42,67.46,68.68,67.78,67.4,72.33,65.54,64.24,68.45,68.77,69.61,68.05,62.48,62.72,61.36,61.64,57.43,58.49,55.16,60.67,63.02,58.52,58.69,57.36,60.97,59.02,58.94,56.82,52.41,46.43,40.75,34.74,28.87,24.48,18.39,17.63
362,275247,Rosedale,New York,NY,New York-Newark-Jersey City,Queens,363,91.37,89.58,85.94,82.68,80.57,81.71,70.57,54.2,43.39,44.04,44.43,43.26,46.81,46.03,44.01,40.5,42.36,39.88,51.02,72.62,79.71,76.98,73.63,70.05,63.54,59.97,71.63,71.15,78.69,82.6,84.55,94.44,94.79,94.21,94.57,94.76,95.77,96.68,96.48,94.63,95.31,97.75,94.27,95.01,94.17,83.15,85.89,86.61,92.99,88.37,85.73,85.14,82.31,70.25,67.12,75.5,84.33,83.68,70.16,41.95
367,270881,Marine Park,New York,NY,New York-Newark-Jersey City,Kings,368,46.76,48.19,48.63,52.87,55.96,56.24,54.72,56.07,59.97,63.92,63.3,61.84,57.4,54.0,53.88,51.21,48.3,47.85,47.76,48.89,45.37,50.95,54.35,66.24,77.54,82.37,89.71,89.93,87.64,86.44,85.86,89.97,88.42,88.84,91.23,92.4,92.14,93.1,94.28,94.88,93.1,92.53,92.93,94.04,94.8,91.79,88.9,86.53,85.37,81.34,80.01,79.64,74.81,76.49,70.69,73.23,79.32,78.45,73.27,57.49
370,270908,Pelham Gardens,New York,NY,New York-Newark-Jersey City,Bronx,371,64.69,58.82,53.56,53.37,52.83,52.85,53.91,52.76,48.88,50.85,50.16,50.25,49.25,53.04,56.05,55.6,58.79,61.4,70.96,82.19,87.4,87.95,84.61,82.41,75.51,72.94,64.63,65.54,71.07,71.98,69.93,81.16,84.27,87.33,92.32,94.33,92.27,91.63,90.58,85.8,83.41,84.33,77.31,77.84,79.07,81.13,78.48,80.68,85.13,74.3,68.33,67.19,60.95,65.67,73.2,77.24,77.78,78.56,77.05,53.65
377,270815,Clinton Hill,New York,NY,New York-Newark-Jersey City,Kings,378,87.36,87.57,86.57,87.57,89.15,90.68,87.48,85.31,83.24,80.05,78.14,78.61,78.44,77.76,79.13,79.81,80.08,81.47,85.4,90.81,92.87,93.52,91.85,93.31,90.23,88.99,91.33,87.66,83.66,80.13,78.08,80.65,78.17,78.75,74.93,71.3,63.07,60.31,60.75,58.88,57.15,62.57,64.44,72.55,81.64,78.57,76.85,77.47,80.22,79.68,76.58,79.45,77.83,75.85,72.65,69.18,66.54,60.93,46.16,32.78
383,273478,Douglaston-Little Neck,New York,NY,New York-Newark-Jersey City,Queens,384,76.16,77.28,77.78,78.99,79.76,81.0,70.38,64.46,58.84,57.55,58.57,60.08,60.72,59.99,57.82,55.06,54.04,50.45,54.2,61.26,66.5,67.46,64.81,64.37,60.81,58.29,65.99,66.96,70.22,72.39,73.29,80.22,82.62,75.03,81.08,85.33,91.96,93.36,93.36,91.92,90.43,92.92,88.67,88.83,88.38,85.99,86.85,86.99,91.69,90.44,86.83,86.51,82.14,67.65,63.82,67.06,71.18,73.65,56.28,47.54
384,270907,Pelham Bay,New York,NY,New York-Newark-Jersey City,Bronx,385,43.5,40.89,33.99,31.54,28.92,26.39,30.09,32.24,37.83,44.61,50.44,52.91,60.93,72.25,80.06,84.68,87.83,91.75,95.23,95.93,96.24,93.11,91.07,85.6,77.64,66.88,64.46,63.92,69.67,69.98,70.06,82.29,85.41,88.61,90.64,91.81,90.94,91.45,91.52,87.89,88.81,89.92,80.22,84.69,84.44,84.57,80.0,83.32,86.31,69.3,67.48,57.75,48.73,55.01,61.04,64.04,73.29,78.5,82.19,53.51
386,195087,Great Kills,New York,NY,New York-Newark-Jersey City,Richmond,387,66.08,67.77,68.59,69.02,70.91,72.47,69.02,65.55,62.57,58.75,56.59,54.81,54.24,54.7,53.38,49.88,48.54,52.77,62.69,66.25,62.46,60.03,63.0,66.43,66.2,66.49,71.68,69.06,69.48,72.31,70.39,85.04,87.78,87.43,91.01,92.97,91.97,91.45,91.69,93.17,96.71,97.43,96.49,96.95,98.41,98.97,98.89,98.76,98.98,98.76,98.34,97.76,95.51,94.72,91.8,89.94,87.07,81.96,81.9,59.54
402,4819,Fresh Meadows,New York,NY,New York-Newark-Jersey City,Queens,403,83.43,87.41,90.63,93.2,94.27,95.3,92.47,88.32,85.11,83.18,82.92,82.29,83.67,82.29,81.02,77.18,76.78,75.56,84.31,88.76,91.34,92.83,92.74,92.63,88.1,83.56,86.06,86.57,88.29,90.2,91.2,94.51,94.26,91.09,92.71,94.31,96.17,97.29,97.83,97.17,95.88,97.77,95.2,96.17,95.83,93.11,95.02,94.2,96.68,95.6,93.34,92.39,87.93,74.89,70.63,73.23,80.33,83.76,60.02,33.06
409,274676,Kew Gardens,New York,NY,New York-Newark-Jersey City,Queens,410,80.12,84.17,85.51,86.64,87.59,86.4,73.95,63.85,59.82,57.3,59.85,58.4,58.73,57.41,54.88,55.38,54.43,51.3,47.29,48.99,51.85,56.24,56.3,60.4,57.93,60.39,40.22,41.37,44.38,51.01,52.75,60.23,63.72,50.78,55.52,69.21,69.11,74.45,74.27,73.91,72.02,78.75,83.17,88.17,90.34,88.59,91.59,92.87,94.18,93.46,93.15,93.85,91.48,87.36,88.68,88.32,89.3,87.58,76.44,59.61
415,26254,Oakland Gardens,New York,NY,New York-Newark-Jersey City,Queens,416,85.9,84.7,85.87,86.89,87.86,88.45,74.32,65.5,61.47,58.03,57.54,55.46,56.65,55.71,53.2,48.8,47.79,44.92,46.42,53.24,57.86,63.56,62.51,60.79,50.73,47.35,53.36,52.12,60.85,64.12,68.86,75.11,76.0,75.26,78.48,81.77,87.0,90.81,93.03,92.44,91.45,94.39,92.08,92.02,90.12,84.71,86.77,86.13,91.22,89.58,88.33,88.34,86.49,63.64,56.0,53.86,58.26,58.27,49.26,44.52
417,273653,Eltingville,New York,NY,New York-Newark-Jersey City,Richmond,418,63.01,63.22,64.33,67.56,71.58,73.04,70.17,66.39,64.43,60.75,58.34,57.44,55.61,57.39,56.6,51.28,48.4,51.92,61.9,66.64,62.35,60.79,61.92,63.76,63.51,66.05,69.41,68.18,66.08,69.37,66.98,83.56,85.59,86.62,92.31,94.46,94.7,94.32,94.74,95.83,97.39,97.79,96.3,95.93,97.12,97.46,97.41,97.43,96.84,96.66,96.35,96.13,94.56,92.84,90.65,91.18,88.57,84.89,84.73,55.01
428,270964,West Village,New York,NY,New York-Newark-Jersey City,New York,429,92.74,93.3,92.35,91.77,87.77,85.51,82.31,78.6,75.18,73.04,71.93,70.4,69.59,66.99,65.13,63.77,61.8,62.85,61.64,61.18,65.18,64.58,68.44,70.68,66.93,63.96,62.58,67.51,68.2,70.54,66.25,66.16,64.25,68.8,72.53,72.92,67.74,66.14,67.99,64.76,59.62,61.34,56.84,62.9,64.53,60.43,58.46,55.41,58.07,53.15,47.58,46.56,42.59,37.49,34.79,31.18,24.93,23.51,21.16,20.04
439,403122,Brooklyn Heights,New York,NY,New York-Newark-Jersey City,New York,440,76.64,75.46,75.94,75.84,74.74,74.16,71.95,71.74,71.86,73.13,74.3,76.35,77.46,78.54,79.35,79.96,81.76,82.5,83.69,82.85,80.21,76.65,72.79,68.95,68.32,68.8,65.91,66.4,64.1,65.94,63.91,69.87,64.45,68.15,65.13,65.95,62.5,59.19,60.04,63.33,61.41,61.93,69.55,78.02,78.02,76.29,77.58,77.67,79.84,79.21,75.29,75.78,67.73,65.89,61.33,51.55,58.5,58.66,52.34,54.94
460,270946,Sutton Place,New York,NY,New York-Newark-Jersey City,New York,461,87.47,88.58,89.14,88.69,86.76,84.86,74.91,71.87,70.28,69.21,67.78,67.25,66.41,66.76,66.36,65.75,64.94,64.47,62.41,61.55,65.47,68.02,73.28,70.44,60.09,52.02,52.09,55.62,57.98,63.88,61.39,59.31,67.58,66.57,75.87,78.6,74.51,77.14,77.07,74.21,75.59,80.06,73.76,81.37,83.66,80.91,77.27,74.98,81.53,80.26,76.74,77.51,68.45,60.29,54.45,38.82,33.31,27.86,23.49,22.56
472,270853,Heartland Village,New York,NY,New York-Newark-Jersey City,Richmond,473,65.25,66.79,69.55,69.05,71.47,71.99,69.72,66.43,63.59,61.57,59.89,56.96,53.27,53.53,50.87,47.22,45.25,49.08,60.6,66.47,63.13,58.19,63.42,70.81,71.32,72.69,80.72,76.96,77.96,82.44,81.32,86.54,89.26,89.49,91.69,94.11,92.69,92.69,94.25,95.29,97.97,98.58,98.09,97.37,98.76,99.16,99.12,98.92,99.28,99.06,98.33,97.27,95.71,93.78,92.2,90.99,86.4,82.51,86.04,70.64
478,270812,Castle Hill,New York,NY,New York-Newark-Jersey City,Bronx,479,58.67,64.8,64.63,64.46,63.61,69.05,67.29,66.44,60.31,58.43,58.94,57.75,58.6,62.35,59.97,63.54,69.17,74.96,83.45,91.13,94.37,92.66,91.13,88.74,83.79,79.01,69.52,66.27,70.89,75.34,73.12,76.67,79.93,84.73,94.85,98.46,98.8,98.11,95.86,87.76,87.93,86.9,80.69,88.97,89.31,91.38,92.07,91.55,95.17,93.45,91.55,93.1,86.9,86.03,84.14,78.62,86.38,86.72,80.34,34.31
