"RegionID","RegionName","City","State","Metro","CountyName","SizeRank","1996-04","1996-05","1996-06","1996-07","1996-08","1996-09","1996-10","1996-11","1996-12","1997-01","1997-02","1997-03","1997-04","1997-05","1997-06","1997-07","1997-08","1997-09","1997-10","1997-11","1997-12","1998-01","1998-02","1998-03","1998-04","1998-05","1998-06","1998-07","1998-08","1998-09","1998-10","1998-11","1998-12","1999-01","1999-02","1999-03","1999-04","1999-05","1999-06","1999-07","1999-08","1999-09","1999-10","1999-11","1999-12","2000-01","2000-02","2000-03","2000-04","2000-05","2000-06","2000-07","2000-08","2000-09","2000-10","2000-11","2000-12","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09"
763902,"East Central","Ogden","UT","Ogden-Clearfield","Weber",217,102500,102900,103200,103600,104000,104400,104800,105200,105700,106100,106600,107000,107300,107600,107900,108300,108600,109000,109400,109800,110200,110600,111100,111500,111800,112200,112600,113000,113400,113900,114500,115000,115600,116200,116700,117200,117600,118100,118600,119100,119500,120000,120500,121000,121600,122100,122500,122900,123200,123500,123700,123900,124200,124400,124700,124900,125200,125400,125500,125600,125600,125600,125500,125400,125400,125400,125400,125500,125500,125500,125400,125300,125100,124900,124700,124600,124500,124500,124500,124500,124500,124500,124600,124900,125500,126200,126900,127400,127700,127900,127800,127500,126900,126300,125900,125700,125600,125600,125600,125500,125200,124800,124500,124400,124600,124900,125100,125100,124800,124400,123800,123200,122700,122400,122300,122400,122800,123400,124100,125100,126300,127900,129700,131800,134000,136100,137800,139200,140500,141600,142600,143600,144300,144700,145000,145500,146400,147900,149700,151500,153200,154400,155300,156000,156600,157200,157800,157800,157300,156700,156100,155400,154600,154000,153500,153000,152300,151700,150900,150500,150600,151000,151200,151200,150900,151300,151700,151900,152300,152900,152300,151800,151200,149900,148200,146600,144700,143100,143000,143200,142100,140300,139200,139400,139200,138100,137300,137600,138900,139100,137500,135300,134200,133700,134100,133800,133200,133700,134500,134600,134800,135000,135200,136400,138200,140300,142300,143100,143100,143300,144300,144800,145100,145200,145300,145000,144600,144000,143700,144000,144500,144900,144900,145400,146100,146800,147100,147700,148800,149700,149700,149400,150100,151600,153100,154600,155800,156700,157400,158000,158600,159200,159700,160200,161500,163400,165100,166100,167700,170500,174100,177100,179900,182200,184100,185800,187700,189200,191600,195500,198900,201200,203900,206800,209600,213200,218200,224200,229800,233200
763905,"North End","Ogden","UT","Ogden-Clearfield","Weber",218,107100,107700,108200,108800,109400,109900,110400,111000,111600,112200,112800,113300,113700,114200,114600,115000,115400,115800,116300,116600,117000,117500,117900,118200,118500,118800,119000,119300,119600,119800,120100,120300,120600,121000,121300,121500,121700,121900,122100,122300,122500,122800,123100,123400,123600,124000,124400,124600,124900,125100,125300,125600,125900,126200,126500,126800,127100,127500,127900,128100,128400,128600,128800,129100,129300,129600,129800,130000,130200,130500,130600,130800,130800,130800,130800,130800,130800,130800,130800,130800,130600,130200,129700,129300,129300,129700,130100,130500,130800,130800,130700,130600,130500,130500,130600,130800,131000,131200,131300,131300,131400,131500,131600,131700,131800,132000,132100,132200,132100,131900,131800,131800,132000,132300,132700,133300,133900,134500,135000,135500,136200,137000,137800,138700,139400,140100,140800,141500,142500,143600,145000,146600,148000,149400,150800,152300,154200,156400,158600,160800,162900,164800,166400,167600,168400,169000,169400,169500,169300,169100,168800,168300,167700,167100,166700,166000,165300,164800,164000,162600,161200,160400,159700,159000,158300,158300,158500,159000,159800,160500,160400,160600,160400,159000,157200,155900,154200,152800,152600,152700,151400,149100,147900,147600,147100,146300,145700,145000,145700,145800,143800,141400,140600,140200,140100,140300,140600,141100,142300,143500,144000,144000,143900,144500,146000,147600,148700,148900,148700,149100,149700,150400,151000,151100,151400,151900,152100,152400,153000,153300,153600,154000,154600,155000,155200,155400,155100,154500,154300,154500,154300,154700,156300,158300,159800,161500,163500,165600,167700,169400,171000,172300,173400,175000,177000,178800,180400,181600,182500,183800,185700,188000,189700,191100,192800,194800,196700,198800,201300,204100,206800,210300,215100,218900,221200,224800,229300,232900,236300,239000
118541,"Tierrasanta","San Diego","CA","San Diego-Carlsbad","San Diego",219,224600,224400,224200,224200,224100,224100,224300,224600,225100,226000,227000,227600,228200,229000,229900,230900,232000,233300,234800,236400,238400,240800,243200,245300,247400,249600,251900,254200,256700,259400,262300,265200,268500,272100,275800,279100,282600,286000,289600,293400,297200,301200,305400,309700,314300,319300,324100,328500,332800,337000,341100,345100,349300,353400,357600,361900,366400,371000,375700,379900,384000,388000,392000,396200,400600,405300,410500,415800,421300,427300,433400,439200,444800,450300,455900,461700,467700,474000,480400,488600,497500,504000,508400,513700,519500,525600,532100,539100,546500,554500,563000,571600,580700,591000,602600,615200,628900,643000,656800,669300,679300,686300,691000,693400,694500,695700,697100,698400,699400,700000,700800,701600,702400,703200,703700,703400,702500,702000,702000,702000,701600,700300,697300,691500,684000,676600,670300,664400,659200,654300,649100,641900,633600,626100,620700,617000,614700,613200,611300,607800,603200,598200,592700,585500,577000,569200,563300,558400,554400,551400,549100,546600,544500,542800,540900,537000,531300,525300,521800,521400,522900,524900,527300,529400,531500,533900,534200,538500,547500,555400,559000,561700,560300,556300,552400,551300,548300,543800,541800,541700,541100,540600,536000,528600,524300,521300,518900,517400,516800,516700,517200,517200,519700,523700,526700,529300,533300,537200,541500,548500,556300,562100,567700,575500,581300,587000,597400,610000,620400,630000,636200,638200,640800,644400,647400,647900,647100,646100,647700,650600,651500,650000,648800,647500,645900,644700,644500,645100,646400,648000,650400,650500,650200,652400,655900,656300,659400,665500,671100,675500,681200,685800,686000,681800,680000,682600,686000,689600,693200,696600,700200,702600,704500,709200,716700,722800,725400,727800,731800,736400,738600,743500,752500,759300,759600,757100,754700,758700,766800,772000
343237,"Otay Ranch","Chula Vista","CA","San Diego-Carlsbad","San Diego",220,239100,240400,241700,242900,244200,245500,246800,248200,250000,251900,253600,254800,256100,257300,258500,259600,260600,261800,263000,264300,266000,268000,269700,271200,272700,274300,275800,277400,279100,280900,282900,285000,287500,290200,292800,295100,297500,299800,302100,304400,306700,309100,311700,314400,317500,320700,323900,326700,329400,332000,334700,337300,339900,342500,345300,348200,351200,354500,357700,360600,363400,366100,368800,371500,374200,377000,380200,383600,387400,391500,395700,399800,403800,407900,412000,416200,420500,425000,429600,435700,443600,452200,460600,469900,479700,489700,500200,511000,521900,532700,543000,552400,561200,569900,579100,588800,599200,610500,622700,635400,647800,660000,672000,683200,693500,703200,712400,722100,732300,742000,751000,758600,764400,769500,774500,779100,783300,786700,788800,790100,790700,790500,789600,787700,784700,781600,778300,774400,771000,768300,764900,760300,755400,750300,744700,737900,729200,720000,710300,699100,686400,672100,655800,638300,620500,603300,586700,572000,560100,550400,541100,531900,523300,515300,506700,496900,486600,476100,467300,461900,458800,456600,455300,454500,452300,451400,452500,452800,452100,452900,453400,452100,450700,448900,447100,445800,443600,439100,436900,438000,439800,439400,436700,434500,434200,432900,431500,432100,433900,435100,434900,435600,438500,442500,446500,450200,452300,454300,456100,458000,461900,466400,470200,476000,482400,489800,500200,510300,516800,522100,526300,528500,529900,533500,539800,544900,549000,552700,554100,553600,553200,555100,558900,562400,564700,567800,573200,579000,582500,585300,591000,597400,602300,605400,606500,607400,612200,618900,622000,622200,623300,625000,625900,628100,632100,637200,642800,648900,653100,655700,657400,658300,661400,666600,671000,673200,675200,676800,678400,679800,681900,686400,691200,694400,694600,693200,690900,690400,691000,692300
267847,"Northeast","Anchorage","AK","Anchorage","Anchorage",221,139700,140500,141300,142000,142700,143400,144100,144700,145500,146400,146900,147300,147700,148000,148300,148600,148900,149100,149400,149700,150300,150900,151300,151500,151800,152200,152600,153000,153500,154000,154600,155300,156100,157000,157700,158200,158700,159200,159700,160200,160700,161200,161700,162300,163200,164000,164800,165500,166200,167100,168000,169100,170200,171500,172900,174500,176400,178400,180300,182200,184100,186100,188200,190300,192400,194500,196500,198600,200800,202900,204700,206300,207900,209400,210800,212300,213600,214900,216300,216900,216900,217300,218500,219900,221900,224200,226800,229300,231500,233200,234600,235900,237400,239100,241300,243900,246700,249400,251800,254200,256500,258700,260900,263200,265600,267800,269700,271300,272500,273300,273800,274400,275300,276600,278300,280700,283400,286000,288000,289300,290300,291200,292100,293400,294600,295600,296200,296500,296700,296900,297500,298500,300000,301600,302900,304000,305400,307500,310100,312500,314400,315500,316200,317000,317800,318300,318900,319800,320700,321700,322400,323000,323600,324100,324700,325600,326900,328200,329100,329100,328300,327000,325400,324000,323000,322300,322100,321700,320100,319300,320500,321500,321900,322500,323300,325100,327600,330400,332400,332800,333600,334400,333700,333300,333600,332700,331600,330500,329700,329700,329900,329200,327800,326600,326100,326900,329400,332200,334600,335900,334900,332400,331300,332400,333600,333800,334600,334800,333000,333100,335500,336100,334900,335100,335700,336100,336000,335500,335200,337300,340100,341000,340300,340200,341300,342400,344800,348800,352800,353800,350600,345800,344400,345600,347100,351300,359600,365900,367400,368200,371200,377700,386400,391500,392500,391800,389200,386100,383700,382800,382500,382100,381300,380500,380300,382100,382600,382200,382700,383200,383600,383700,382200,379700,379000,380100,381600,381900,382200,382700
133141,"Hawaii Kai","Honolulu","HI","Urban Honolulu","Honolulu",222,365900,368800,371600,374400,377000,379500,382000,384100,386600,389100,391200,392600,393900,394900,395700,396400,396900,397300,397800,398000,398600,399700,400600,400900,401300,401800,402400,403100,403800,404600,405600,406500,407900,409800,411600,413000,414600,416200,418000,419800,421700,423800,426000,428300,431000,434100,437200,440000,442900,445800,448700,451700,454700,457700,460900,464000,467300,471000,474700,478100,481600,484900,488200,491500,494700,497800,501200,504400,507700,511500,515600,519500,523600,527700,531900,536200,540600,544900,549100,555000,562500,568800,573300,578300,584000,590600,598100,605900,613900,622300,631300,640800,650800,661700,673900,686900,700400,714000,727300,740000,751500,762000,771600,779700,787000,794600,803200,812600,822600,832900,844000,856100,869300,883600,898400,912000,923300,932100,938500,942800,945600,947300,948000,946400,942300,936700,930800,925400,921700,920300,920300,920300,919700,919600,921000,923100,924100,924900,925900,927200,928400,929200,928700,926000,919200,909700,899400,890900,885200,881100,876500,871900,867700,864200,861300,858400,854200,850100,848200,847800,846500,844900,843700,843100,843700,844700,845100,849400,858300,867300,872900,876900,880300,886700,894800,901300,904000,902700,900100,894900,890100,883900,877300,873000,872300,868700,865300,863900,863800,867300,875100,884900,897200,911200,919600,921400,922600,925600,926300,926300,927200,928700,930500,931200,929300,930300,933700,937900,941400,946300,952500,957800,963300,970500,975400,978400,981900,984800,992900,1005200,1017500,1028800,1041400,1052200,1057100,1055200,1054400,1057700,1063700,1071000,1078600,1088100,1098000,1103900,1107700,1114000,1122000,1132200,1145500,1157700,1166100,1171500,1177100,1180900,1182600,1183500,1186600,1194400,1206700,1210400,1203100,1196800,1196100,1198900,1208000,1216400,1215900,1214700,1215700,1215600,1220800,1237500,1255300,1265000,1268000,1269800,1267600,1267000,1276700,1288900
268076,"Clairemont Mesa East","San Diego","CA","San Diego-Carlsbad","San Diego",223,174500,175100,175600,176200,176700,177300,177900,178500,179400,180600,181800,182600,183500,184400,185300,186400,187500,188700,190000,191400,193100,195200,197300,199200,201100,203200,205200,207400,209600,211800,214200,216600,219300,222200,225200,228000,230700,233500,236400,239400,242400,245600,248900,252300,255900,260000,264100,267900,271600,275300,279000,282600,286200,289700,293400,296900,300600,304500,308400,312100,315600,319100,322700,326300,329900,333600,337700,341900,346200,350900,356000,361000,366000,370900,375900,381000,386200,391500,396800,403800,411800,417600,421100,424800,428400,431900,436000,440800,446700,453900,462600,472200,482500,493500,505500,518700,533700,549700,565800,580500,592400,601300,607800,611100,612300,613000,613400,613600,613400,612800,612300,612100,611600,610800,609800,608500,607900,608900,610900,612900,613700,612900,610500,606800,601900,596500,591100,585100,579000,573600,567900,561400,554800,548800,544300,541400,539000,537400,536600,535900,534700,532700,528700,523000,516300,508900,502100,496200,490600,485600,481300,477300,474000,471100,467300,462100,456200,449900,445500,444200,444700,445900,447800,449800,450700,451000,451600,452600,456200,463900,469600,468500,466100,463800,459100,455600,453400,448900,444600,442700,442300,441100,436200,432000,429500,427300,426500,426100,424200,426400,432300,438200,440700,441900,442400,443000,446300,454000,462300,470000,476300,478000,480500,488400,500700,512400,527700,546600,563000,571600,575400,576800,579200,582800,584900,585700,584400,582100,581500,581100,575700,570000,567900,567100,568100,573300,579600,581400,580000,580000,583900,588000,593400,598900,604300,609900,618900,627500,633400,638200,643300,647500,648900,650100,652200,656000,660400,665500,667800,669700,670500,671000,672900,677800,681200,681900,681000,680900,681700,683200,686500,692400,697700,700500,702000,702000,703000,707700,713700,717700
274702,"North Dorchester","Boston","MA","Boston-Cambridge-Newton","Suffolk",224,100000,101000,102100,103200,104400,105600,106900,108200,109700,111300,112800,114100,115500,117000,118500,120100,121700,123400,125200,126800,128700,130600,132500,134100,135800,137600,139500,141500,143600,145700,148000,150300,152800,155500,158200,160600,163300,166100,169100,172300,175700,179200,182800,186400,190100,194000,197700,201200,204700,208200,211700,215400,219000,222700,226400,229900,233300,236700,239900,242800,245700,248700,251800,255100,258400,261900,265500,269000,272400,275800,279200,282600,286100,289800,293800,298100,302700,307500,312200,317600,324100,330700,337100,344000,350900,357000,361600,364100,364700,364600,365000,366200,368700,372400,377000,382100,387300,392500,398000,403900,410100,416500,423000,429000,434500,439200,442700,445200,447200,448600,449600,450100,449800,448600,447000,444900,442600,440300,438600,437300,436400,435900,435400,434700,433700,432600,431600,430600,429900,429500,428600,426100,422100,417400,412600,408400,404900,402000,398800,394500,388500,381300,374200,367900,362700,358900,355600,352100,348200,344200,340500,337400,334600,331900,329300,326100,322500,318400,315600,315500,317300,319100,320800,322600,323700,324700,325700,326800,327600,327600,327500,327600,327300,325500,323000,320900,321200,323600,326400,329100,332400,336400,338100,336100,332400,330300,330500,329500,327100,323600,321600,320800,320400,318300,316300,316700,321900,331000,339000,345500,351200,357100,360400,362500,365600,372100,379300,387400,394100,398700,401500,406600,412000,415500,418200,421500,424200,430000,437600,441500,440100,435900,432600,431900,432400,434600,439200,442700,447100,450700,452900,456900,464000,471700,481500,493000,502300,508900,516300,524500,530800,536500,544000,550400,555000,560400,566100,572300,580000,586700,593500,606900,622300,630600,635700,642300,645600,646200,648600,651000,656300,668100,681500,690400,696000,701900,710800,720600,731800,742300
269584,"Garfield Ridge","Chicago","IL","Chicago-Naperville-Elgin","Cook",225,132500,132400,132200,132000,131800,131500,131300,131100,131000,131200,131300,131300,131300,131400,131500,131700,131900,132200,132600,133100,133900,134800,135700,136500,137300,138100,138900,139700,140400,141100,141800,142400,143300,144200,145100,145800,146500,147200,147900,148600,149200,149900,150500,151300,152300,153500,154700,155700,156700,157800,158800,159900,160900,162000,163200,164500,165900,167600,169300,171100,172800,174500,176100,177800,179500,181200,182700,184400,186400,188500,190500,192400,194200,196000,197600,199000,200400,201700,203000,204000,204500,205300,206600,208300,210500,213100,216000,218800,222000,226100,231200,236800,242100,246600,250100,253000,255500,257500,259400,261000,262000,262500,262600,262700,263400,265000,267200,270100,273500,277300,281200,285500,289900,294100,297900,301500,304900,308300,312000,316000,319400,322300,324800,327500,330900,334900,338900,342100,343800,343800,341800,338800,335800,333800,332400,331100,329600,327700,325800,324100,322600,321400,320600,319900,318900,317300,314300,309200,303300,297700,292900,288200,283200,278500,274000,268900,263000,256800,250700,246100,244300,245000,246800,248400,250200,251600,252000,251300,250400,250800,253000,255800,257600,257700,256500,254100,251400,251100,252500,251400,247800,244600,241500,238700,238000,238600,237200,233700,232300,231400,229200,228900,231400,232900,234200,236200,233100,225300,219500,220300,221300,220500,220800,225100,230500,235300,239700,244300,249500,254800,259400,262200,264700,266100,266500,266800,268700,271000,271400,269900,269000,268300,266800,265800,265700,264700,263400,262300,260900,259500,259500,259900,260200,261900,264500,264400,262400,261500,262500,263500,264500,265800,266900,266500,266700,268500,271800,274500,276100,277800,279200,279700,280400,281600,282800,283300,283900,286000,289400,292200,294100,297500,301600,303700,303300,303700,304500,306100,308600,311000
273877,"Greater Eastside","Saint Paul","MN","Minneapolis-St. Paul-Bloomington","Ramsey",226,85300,85100,84900,84700,84500,84400,84200,84100,84100,84300,84400,84400,84500,84600,84800,85000,85100,85400,85700,86000,86500,87100,87700,88300,88900,89500,90200,91000,91800,92700,93600,94600,95800,97000,98200,99500,100800,102000,103300,104700,106100,107500,109000,110500,112100,113800,115400,117000,118500,120000,121600,123100,124600,126100,127600,129200,130800,132500,134200,135800,137400,139000,140600,142100,143700,145100,146700,148200,149800,151400,153000,154500,156000,157400,158800,160200,161500,163000,164400,166000,167800,169300,170400,171500,172700,173900,175200,176500,177700,178700,179800,180900,182000,183300,184600,185600,186500,187200,188000,189100,190300,191500,192600,193300,194000,194900,195900,197100,198300,199400,200200,200900,201400,202000,202600,203000,203200,203500,204100,205300,206800,208400,209600,210400,211000,211400,211700,211800,211500,211100,210500,209900,209100,208000,206600,205200,203900,202800,201700,200300,198300,195700,192500,189000,185500,182500,179900,177600,175300,173200,171300,169400,167400,165500,163800,161900,159600,157000,154400,152000,150100,148500,147300,146600,146300,146300,146800,146700,145600,144700,144300,143700,142700,140200,137700,136400,135300,134000,132600,130700,129700,129000,127900,127100,126300,125300,124800,124500,124100,123600,123300,123600,124100,124800,125500,125800,126400,128500,129300,129100,130100,132000,132600,133600,135300,136700,138000,139800,141700,143300,145200,147000,148000,148200,149500,151600,153400,154700,156800,158400,158900,159800,161200,162200,163000,163900,164800,165400,166100,167200,168400,169200,170000,170400,171000,171600,171600,171000,171400,172700,173900,174900,175900,177600,179400,181200,183300,185500,187800,190500,192500,193100,193600,194700,195300,195800,196600,197900,199000,199500,199300,200000,201000,202300,203700,205200,206000,207400,209300,210500
274157,"Journal Square","Jersey City","NJ","New York-Newark-Jersey City","Hudson",227,93300,93200,93100,93100,93100,93100,93100,93100,93200,93500,93800,94100,94300,94700,95100,95500,96000,96500,97200,97900,98700,99800,100900,102100,103300,104500,105800,107100,108500,109800,111200,112500,113800,115300,116800,118200,119700,121100,122500,123900,125300,126700,128200,129500,130900,132500,134200,135800,137300,138800,140200,141700,143000,144300,145600,146800,147900,149200,150500,151900,153100,154400,155600,156800,158000,159300,160800,162200,163600,165300,167300,169500,171700,174000,176300,178700,181100,183700,186100,189800,194100,197100,198600,200400,202500,204700,207000,209400,212000,214900,218500,222500,226600,230500,233700,236000,238100,240600,243700,247500,251800,256100,260200,264000,268200,273600,280300,288000,296200,304300,311700,318100,323800,329100,334400,339500,344300,348800,353100,357000,360700,364000,367000,369100,369900,369700,369100,368100,367100,366400,365800,364600,362400,359600,357500,357100,357700,357800,356500,353500,349300,344700,341100,338800,337400,336100,334600,332700,330300,327700,325400,323800,322400,320600,318800,317000,314600,311600,309000,307400,306800,306800,307500,309000,309300,308300,308600,310600,311200,309800,308000,306300,302900,298100,292700,286700,284700,285800,285500,283300,284300,287300,288000,285600,285800,288400,290500,292900,294500,294400,294000,293700,293400,293400,295000,296000,295900,297500,301900,306100,306600,305300,303900,301500,297300,295000,293000,291900,290700,290100,289700,288800,287200,288400,290900,293200,293700,293300,294600,298100,300200,301600,302900,305000,307300,308300,308900,310400,313600,319000,325100,331900,338300,341400,340000,338600,341100,347800,355500,360300,361200,357100,352600,350100,351900,353700,355400,359500,367800,373900,380200,393700,412700,428300,440400,446300,446000,447200,454800,456400,451200,447300,441900,431000,422900,421200,421100,425900,432800,435500
274359,"Los Feliz","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",228,526600,529500,532500,535400,538500,541900,546000,550800,556700,563300,569100,574100,578900,583600,588200,592700,597200,602100,607500,613600,621100,629000,636100,642100,648100,653800,659400,664700,669900,675500,681700,688500,696500,704800,712100,718100,723700,728900,733800,738500,743200,748400,754600,761800,770500,779900,788600,796100,803400,810400,817200,823900,831000,838800,848000,858500,870800,883800,896000,907300,918000,928100,937800,947100,956600,967100,979100,992800,1008100,1023700,1038300,1051300,1062900,1073100,1082300,1090900,1099400,1109000,1120900,1133900,1147300,1161400,1176800,1192000,1206400,1220600,1237300,1257500,1279200,1300100,1319300,1337400,1355700,1375700,1400600,1433400,1474900,1521500,1569300,1614100,1652700,1683800,1708200,1728300,1748200,1769700,1792200,1815200,1839700,1866500,1896700,1929300,1963000,1995900,2022800,2039300,2045000,2043900,2039700,2035600,2033100,2033500,2035500,2036000,2035500,2037200,2041300,2045700,2049600,2051100,2048000,2038600,2022100,2001100,1978400,1953700,1928600,1905900,1885300,1868100,1854700,1842900,1828700,1808200,1780600,1751700,1724800,1702200,1686200,1675900,1666100,1657300,1651000,1646700,1641000,1630200,1613700,1596000,1584200,1580300,1581800,1585100,1588300,1592000,1597900,1605300,1608400,1612800,1621600,1627800,1618900,1603300,1587000,1569800,1556200,1546600,1532600,1519500,1512700,1507700,1506300,1507000,1513400,1521600,1527900,1530900,1535600,1539600,1548900,1562900,1576100,1593400,1620000,1643700,1661000,1681400,1701500,1718900,1741300,1771700,1799900,1822600,1852700,1898600,1937400,1977800,2030100,2075700,2098100,2118000,2141700,2158600,2167900,2179000,2201400,2212800,2228200,2262700,2298500,2320700,2350800,2384700,2403900,2414100,2427200,2426400,2411900,2415900,2446300,2461300,2457700,2457500,2469600,2482000,2490900,2508900,2522900,2535300,2548700,2555800,2538900,2533100,2546300,2565700,2589400,2614500,2634600,2657500,2690200,2719800,2745900,2763100,2772600,2779300,2795100,2814600,2830000,2846900,2867500,2884000,2903200,2945100,2990200,3012700,3017900,3012100,2991400,2978300,2983300,2995000
269563,"West Valley","Boise","ID","Boise City","Ada",229,160400,161400,162500,163600,164800,166000,167200,168600,170100,171800,173500,175200,176700,178300,179700,181100,182500,183700,184900,186100,187400,188700,189900,190900,191800,192500,193200,193700,194100,194400,194800,195100,195600,196200,196700,197000,197400,197600,197700,197800,197800,197900,198000,198100,198500,199000,199500,199900,200200,200400,200600,200700,200700,200700,200800,201000,201200,201600,202100,202500,202700,202800,202800,202700,202600,202500,202400,202400,202700,203100,203600,204000,204300,204500,204500,204400,204300,204100,204000,204100,204400,204700,205000,205600,206500,207800,209300,210700,211900,212600,213200,213800,214600,215700,217000,218200,219000,219400,219500,219400,219200,218900,218900,219100,219900,221200,222900,224800,226900,229300,232300,236300,241900,249600,258900,268500,277200,284800,291300,297600,304100,310500,316000,320300,322700,322800,321000,318400,315400,312100,307700,302700,298700,296400,295700,297000,299500,301800,302900,302500,300500,298300,296300,294900,294200,293800,292900,291300,288900,286100,283700,281800,280200,279200,278100,276900,275700,274400,271800,268300,264300,260500,257500,255400,254300,251600,250600,250300,248300,244400,242100,239200,236700,235200,235100,235400,234700,233300,233100,233500,233200,230800,227700,223900,221500,220800,220600,219100,218000,218900,219100,217800,216500,217300,219100,224200,229100,232400,233300,235100,237900,241200,243200,244800,247000,250500,254900,258700,261100,262700,263200,263900,265300,266500,267200,268200,269700,271000,271200,270900,271100,271100,270700,269900,269600,269200,268700,268400,268800,270500,272700,274900,278000,281000,283000,285200,287500,290300,292200,295900,300500,301600,297800,295400,295200,297600,301400,303300,303700,304500,306400,309100,312900,317000,322200,324200,321900,318700,321000,328200,335200,339100,343300,345900,348100,352600,359600,365300,369900,372800
154558,"Forest Park","Springfield","MA","Springfield","Hampden",230,89800,89400,89000,88600,88200,87700,87400,87000,86800,86800,86900,87100,87300,87500,87800,88100,88400,88800,89200,89600,90100,90700,91400,92200,93000,93800,94700,95500,96400,97300,98200,99100,100200,101600,103000,104400,105800,107200,108700,110100,111300,112500,113700,114800,115900,117000,118200,119400,120500,121500,122400,123200,124000,124600,125300,126000,126700,127700,128800,130100,131500,132900,134400,135800,137300,138800,140300,141900,143500,145400,147500,149800,152100,154400,156700,158900,161000,163000,164800,167600,170700,172100,171400,170100,168600,167300,166800,167500,169600,172400,175100,177200,178900,180800,183200,185900,188700,191000,192500,192800,192200,191200,190600,190600,191200,192400,193700,195000,196600,198600,201000,203600,206200,208700,210600,211700,212000,212100,212300,212500,212700,213000,213200,213700,214500,215600,216800,218100,219200,220300,221200,222000,222600,222600,221600,219900,217300,214300,211200,208200,205500,203100,200600,198100,195800,194300,193400,192900,192400,191800,191300,190700,190000,189100,187900,186600,185300,184200,183200,182300,181700,181000,180300,179600,178000,176200,176000,176500,176100,175500,174600,173200,171600,169800,168100,166200,164500,163200,161100,158200,156100,153900,152200,150800,150000,149100,148200,147900,148900,149800,151100,154500,157200,157900,157500,157300,157300,156900,154200,151300,151100,152700,152500,150300,149000,149400,148700,147800,147600,149700,153600,157600,157000,153000,150100,149200,148400,148200,149200,149900,148900,146300,145000,144600,145900,149800,154700,157100,157600,156700,156800,157900,158500,159300,162100,164700,164800,163700,163900,164400,165200,167900,171600,174100,176200,178500,179400,179100,180200,181800,181700,181700,183500,184900,184800,185300,186700,188100,188900,189000,188900,188800,188800,189000,189800,190900,192100,194100,197100,199000
