"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2018-09-30,"Skies West","NM","Albuquerque","Bernalillo","Albuquerque",4243,1149,0,0,0.00349344978165939,1724
2018-09-30,"Oceana","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City","Virginia Beach",4244,1240,0,-0.0008058017727639,-0.00641025641025641,1234
2018-09-30,"Tierra Linda","TX","San Antonio-New Braunfels","Bexar","San Antonio",4245,1026,0.00588235294117647,0.0138339920948617,0.0610134436401241,1019
2018-09-30,"Lakewood","FL","Tampa-St. Petersburg-Clearwater","Pinellas","Saint Petersburg",4246,1635,0.00677339901477833,0.0186915887850467,0.0756578947368421,1833
2018-09-30,"Hillwood Estates","TN","Nashville-Davidson--Murfreesboro--Franklin","Davidson","Nashville",4247,2658,0.0030188679245283,0.0060560181680545,-0.0940695296523517,1145
2018-09-30,"Cirby Ranch","CA","Sacramento--Roseville--Arden-Arcade","Placer","Roseville",4248,2111,0.0004739336492891,-0.000473484848484848,0.0110153256704981,843
2018-09-30,"Soulard","MO","St. Louis","Saint Louis City","Saint Louis",4249,1073,-0.000931098696461825,-0.00923361034164358,-0.0191956124314442,1285
2018-09-30,"Royal Lakes","FL","Jacksonville","Duval","Jacksonville",4250,1351,-0.000739644970414201,-0.00221565731166913,0.013503375843961,575
2018-09-30,"Cleveland","MN","Minneapolis-St. Paul-Bloomington","Hennepin","Minneapolis",4251,1343,0,0,0.00223880597014925,1210
2018-09-30,"Hudson","CA","Riverside-San Bernardino-Ontario","San Bernardino","San Bernardino",4252,1589,0,-0.00188442211055276,0.0121019108280255,830
2018-09-30,"Patrick Henry","OK","Tulsa","Tulsa","Tulsa",4253,1372,0.000729394602479942,-0.00145560407569141,-0.0432357043235704,1020
2018-09-30,"Jefferson Park","CO","Denver-Aurora-Lakewood","Denver","Denver",4254,2230,-0.00134348410210479,-0.00357462019660411,-0.0333766796705678,1076
2018-09-30,"Interbay","FL","Tampa-St. Petersburg-Clearwater","Hillsborough","Tampa",4255,1428,-0.00348918353105373,-0.00833333333333333,0.00492610837438424,828
2018-09-30,"Williamsburg","VA","Washington-Arlington-Alexandria","Arlington","Arlington",4256,3303,-0.000302663438256659,-0.00271739130434783,-0.0837725381414702,1038
2018-09-30,"English Avenue","GA","Atlanta-Sandy Springs-Roswell","Fulton","Atlanta",4257,1099,0,0,0.00641025641025641,907
2018-09-30,"Bristol-Warner","CA","Los Angeles-Long Beach-Anaheim","Orange","Santa Ana",4258,2669,-0.00224299065420561,0.00187687687687688,0.0229973169796857,436
