"RegionName","City","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09"
"Hyannis","Barnstable","MA","Barnstable Town","Barnstable",327,189900,189250,184900,194000,189900,189900,189900,195000,189850,189800,189900,179500,185000,174900,169000,169000,169900,169829,169900,179900,179900,175000,175000,177000,169900,168845.5,165000,159900,159950,169850,169900,177000,175000,186500,189000,189900,189900,170000,182400,192500,189000,189000,189000,179900,184900,179900,179900,188750,189000,196937.5,189000,189000,189000,189000,187900,189000,189900,189900,191200,199900,199900,199900,199900,189900,189950,189000,185000,188450,184900,187900,180000,184900,184900,179450,180000,203850,199900,207900,219950,242450,229900,219900,223000,219900,225000,224000,213800,221450,227800,239900,249000,249000,249982,264900,249000,257000,240000,249900,247450,249900,249900,249950,250000,259900,269900
"Firestone Park","Akron","OH","Akron","Summit",328,64900,64900,64900,68900,68500,67950,66900,64900,64950,62000,59900,59900,59000,58750,57000,54450,57000,58500,58500,59500,57000,55450,54700,54800,51250,49900,52200,49950,49900,49900,54900,49900,52900,55000,49900,49900,49000,49500,49900,49900,53481,55000,55000,51900,54900,53400,54900,54900,54900,52900,51000,54900,57000,59900,59900,59500,59900,57000,57000,56200,55400,54900,54900,54500,54450,59900,59900,59900,59200,59650,59800,59900,56000,59700,55000,57650,57900,59900,59900,58000,59900,57900,58949.5,59850,59900,57350,57200,58050,62200,61930,63500,68000,64800,65000,64900,64900,67900,68450,69900,69900,68400,69900,69900,72250,69900
"Alamitos Beach","Long Beach","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299000,292445,282500,299000,285000,284950,284900,299450,292000,259894,261950,249900,249900,249900,269000,259950,269900,259000,285000,292400,280000,299000,289950,299000,284950,291950,319950,312900,315000,335000,329500,335000,320000,327500,339000,369900,359000,359000,350000,344000,350000,350000,368700,355999,338122.5,334900,340000,340000,337400,334450,369000,375000
"Ogontz","Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia",330,74950,80000,79900,81000,80000,80000,87900,84999,81950,81450,80000,84900,79900,80000,80000,75000,80000,79999,79900,75000,75000,75000,84900,73500,70000,69950,75000,70000,72450,64900,72500,65000,69900,69900,66900,69700,69900,74450,69500,67250,65000,69000,65000,65000,64999,69500,69000,69500,74950,74950,72000,74950,74500,70000,74900,73450,69950,69950,74950,75000,70000,74990,64950,64900,75000,70000,71000,76500,75000,69950,73838.5,74250,78000,76500,79900,83950,77500,78500,79000,79450,72950,74950,72950,74950,73900,72000,65000,71000,73450,74900,79900,73614,74900,74900,75000,75000,76500,77450,73450,75450,74960,79900,83779,84950,85000
"Wynnefield","Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia",331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90000,94450,89250,95000,106499.5,109900,109900,99900,99900,92500,97500,99900,99949.5,110000,1e+05,93500,99737,112000,104949.5,99687.5,99475,99537.5,96515,99475,99000,90000,99499.5,99999,99999,99999,99900,94900,99999,107900,108950,111042,110000,119499.5,123900,115000,119990,124900,116000,119990,126700,126700,132000,131200,129900,127700,124900,124900,125000,125000
"Independence Heights","Houston","TX","Houston-The Woodlands-Sugar Land","Harris",332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85500,90250,92250,97200,86500,89000,89500,89250,99495,94900,99351,1e+05,101885,103999.5,99850,98000,89500
"Sandy Hill","Paterson","NJ","New York-Newark-Jersey City","Passaic",333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145472,142300,149500,157000,149500,155000,155000,179000,170000,159900,139450,125080,139900
"Liberty Heights","Springfield","MA","Springfield","Hampden",334,129900,129800,126500,129850,125000,124900,119900,123450,124400,119900,123900,119900,114950,114950,109000,110450,105000,103950,99900,99450,99900,99900,95000,89700,99900,98250,99950,99000,99000,98500,97950,99000,99000,99900,99950,99900,105000,111950,114900,114872.5,104450,106900,114700,114500,114900,116850,114500,114900,109900,102250,92000,102450,108710,109450,109000,108760,110000,114750,117250,113750,109850,109900,105000,105500,105250,105500,105900,109500,109000,109900,109900,109450,105900,109000,109900,114900,109900,105450,105000,104900,99900,106000,110000,108999,105450,105900,109900,112500,118000,125200,125000,120900,119900,128950,128950,135000,129900,129900,134900,142400,137900,139900,139900,135900,137950
"Villages of Palm Beach Lakes","West Palm Beach","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach",335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98000,92000,95000,99500,102900,108900,108400,106450,112500,119900,117000,116500,119500,118000,115900,115000,118000,117950,115000,115500,117000,117000,121000,123400,125000,120000,120000,120000,120000,120000,120000,120000,120000,120000,124500,129900,124500,134900,129900,130950,134900,133900,135000,136950,135000,134000,130750,134450,133500,134950,140000,140000,139900,148000,149900
"Woodlawn","Pawtucket","RI","Providence-Warwick","Providence",336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149900,142100,150000,149900,150000,159000,145900,145000,149900,159900,159900,164900,179894,179900,179900,165000,165000,145000,169700,169999,172600,175000,179900,192450,185000,185000,189900,185000
