"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2018-09-30,"Reseda","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",99,2724,0.00294550810014728,0.00665188470066519,0.0349544072948328,13198
2018-09-30,"Ridgewood","NY","New York-Newark-Jersey City","Queens","New York",100,2290,0.000436871996505024,0.00262697022767075,-0.0418410041841004,807
2018-09-30,"Central Southwest","TX","Houston-The Woodlands-Sugar Land","Harris","Houston",101,1330,0,0.00150602409638554,0.0199386503067485,17341
2018-09-30,"West Rogers Park","IL","Chicago-Naperville-Elgin","Cook","Chicago",102,1551,-0.00128783000643915,-0.00128783000643915,0,12638
2018-09-30,"East Village","NY","New York-Newark-Jersey City","New York","New York",103,4410,0.000453720508166969,0.00181735574738755,-0.0415127146272549,3315
2018-09-30,"South Dorchester","MA","Boston-Cambridge-Newton","Suffolk","Boston",104,2578,-0.000387747188832881,-0.000775193798449612,0.0121711817824892,5459
2018-09-30,"Park Slope","NY","New York-Newark-Jersey City","Kings","New York",105,2728,-0.00146412884333821,-0.00546846518410499,-0.0755676042019654,5693
2018-09-30,"Hickory Ridge-South Riverdale","TN","Memphis","Shelby","Memphis",106,972,0.00102986611740474,0.00206185567010309,0.0167364016736402,12633
2018-09-30,"South Belt - Ellington","TX","Houston-The Woodlands-Sugar Land","Harris","Houston",107,1444,0,0,-0.000692041522491349,13568
2018-09-30,"Panorama City","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",108,2499,0.000800961153384061,0.00482509047044632,0.0271270036991369,7286
2018-09-30,"Jackson Heights","NY","New York-Newark-Jersey City","Queens","New York",109,2190,0.00182982616651418,0.00504818724185406,0.0305882352941176,6177
2018-09-30,"Greater Fondren Southwest","TX","Houston-The Woodlands-Sugar Land","Harris","Houston",110,1400,-0.000713775874375446,-0.000713775874375446,0.000714796283059328,11593
2018-09-30,"Clear Lake","TX","Houston-The Woodlands-Sugar Land","Harris","Houston",111,1743,0,0.000574052812858783,0.0216881594372802,16857
2018-09-30,"Northeast Raleigh","NC","Raleigh","Wake","Raleigh",112,1302,0,-0.00153374233128834,0.00308166409861325,21229
2018-09-30,"Cedar Crest","TX","Dallas-Fort Worth-Arlington","Dallas","Dallas",113,1099,0,0,0.0536912751677852,17630
2018-09-30,"Princess Anne","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City","Virginia Beach",114,1794,0,0,-0.0180623973727422,22693
2018-09-30,"Southeast Colorado Springs","CO","Colorado Springs","El Paso","Colorado Springs",115,1336,0,0.000749063670411985,0.0308641975308642,14591
2018-09-30,"Midtown","TN","Memphis","Shelby","Memphis",116,735,-0.00135869565217391,0,0.038135593220339,21763
2018-09-30,"Midwood","NY","New York-Newark-Jersey City","Kings","New York",117,2241,-0.00133689839572192,-0.0119047619047619,-0.0819336337566571,5760
2018-09-30,"East Colorado Springs","CO","Colorado Springs","El Paso","Colorado Springs",118,1422,0.000703729767769177,0.00423728813559322,0.0208183776022972,18616
2018-09-30,"East Elmhurst","NY","New York-Newark-Jersey City","Queens","New York",119,2250,-0.00088809946714032,-0.00398406374501992,-0.0351629502572899,3708
2018-09-30,"Northeast Colorado Springs","CO","Colorado Springs","El Paso","Colorado Springs",120,1542,0,0,0.00850228907782865,18332
2018-09-30,"Gravesend","NY","New York-Newark-Jersey City","Kings","New York",121,2145,-0.00371574547143521,-0.015603487838458,-0.103635603844547,4063
2018-09-30,"Kingwood","TX","Houston-The Woodlands-Sugar Land","Harris","Houston",122,1800,-0.00166389351081531,-0.00881057268722467,-0.00662251655629139,21077
2018-09-30,"Bath Beach","NY","New York-Newark-Jersey City","Kings","New York",123,2186,-0.000914076782449726,-0.00455373406193078,-0.0666097352690009,2794
2018-09-30,"Winnetka Heights","TX","Dallas-Fort Worth-Arlington","Dallas","Dallas",124,1332,0.00150375939849624,0.00376789751318764,0.0285714285714286,9610
2018-09-30,"Central Colorado Springs","CO","Colorado Springs","El Paso","Colorado Springs",125,1361,0,0,0.0118959107806691,16084
2018-09-30,"Ozone Park","NY","New York-Newark-Jersey City","Queens","New York",126,2194,0,-0.000455580865603645,-0.0498051104374188,3660
2018-09-30,"Northside-Northline","TX","Houston-The Woodlands-Sugar Land","Harris","Houston",127,1240,0,0,-0.021310181531176,11046
2018-09-30,"Flagami","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade","Miami",128,1870,0,0,-0.0131926121372032,10456
2018-09-30,"Mission","CA","San Francisco-Oakland-Hayward","San Francisco","San Francisco",129,4614,-0.0012987012987013,-0.00431592576607682,0.0178689609530112,4520
2018-09-30,"Richmond Hill","NY","New York-Newark-Jersey City","Queens","New York",130,2185,-0.000457456541628545,-0.00319343065693431,-0.0602150537634409,2737
2018-09-30,"North Hills","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",131,2910,-0.00239972574562907,-0.00274160383824537,0.053584359160029,9255
2018-09-30,"Woodward Park","CA","Fresno","Fresno","Fresno",132,1700,-0.000587889476778366,-0.00176159718144451,-0.0156340474811812,17667
2018-09-30,"Brownsville","NY","New York-Newark-Jersey City","Kings","New York",133,2201,-0.000454132606721163,-0.00136116152450091,-0.0269672855879752,1471
2018-09-30,"Flatlands","NY","New York-Newark-Jersey City","Kings","New York",134,2183,-0.000915331807780321,-0.00319634703196347,-0.00182898948331047,6026
2018-09-30,"Laveen","AZ","Phoenix-Mesa-Scottsdale","Maricopa","Phoenix",135,1294,0,0,0,15178
2018-09-30,"Little Havana","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade","Miami",136,1500,0,0,-0.0151017728168089,3970
2018-09-30,"Gramercy","NY","New York-Newark-Jersey City","New York","New York",137,3808,0.0010515247108307,-0.00157315154693235,-0.0101377696906681,7558
2018-09-30,"South Austin","IL","Chicago-Naperville-Elgin","Cook","Chicago",138,1484,0.00134952766531714,0.0027027027027027,-0.00802139037433155,4859
2018-09-30,"The Heights","NJ","New York-Newark-Jersey City","Hudson","Jersey City",139,2133,-0.000468603561387067,-0.00233863423760524,-0.0143253234750462,8304
2018-09-30,"Roxbury","MA","Boston-Cambridge-Newton","Suffolk","Boston",140,2746,0.001093693036821,0.00512445095168375,0.0296212973378328,2176
