"RegionName","City","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09"
"Northeast Dallas","Dallas","TX","Dallas-Fort Worth-Arlington","Dallas",1,212500,218500,220000,224950,229000,227500,219900,219900,219000,219500,219250,210000,199900,205000,214900,209700,214949.5,215000,205000,199500,199250,199900,199900,196000,194999.5,199900,209900,199900,212000,214700,214900,199500,198750,2e+05,199975,2e+05,205450,219700,230000,225000,219900,229950,229900,235000,229900,220000,224900,229900,239000,242375,249900,259900,275000,269900,265000,272000,265000,254900,240000,245000,287000,289000,3e+05,307000,302500,305000,299000,295450,309999,309949.5,309999,312000,316250,317500,321200,339000,339000,339000,349900,349000,348500,347500,339700,324900,355000,385000,379000,385000,379900,369950,374900,369000,368500,368000,365000,365000,360000,382499.5,379000,394900,389000,385950,389900,379000,380000
"Paradise","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark",2,130000,134900,132000,129900,129800,127250,124999,124900,122450,120000,119900,115000,115000,112000,114500,109999,109949.5,105400,106290,114610,107400,108000,105000,104900,103900,104900,104900,104900,109000,114900,110000,110000,110000,115000,118000,120000,122500,125000,129900,126000,130000,135000,130000,139900,145000,149900,149000,150000,150000,154900,155000,159900,159950,164900,165000,167000,169000,169900,168500,170000,174900,169900,175000,179999,179999,180000,183447.5,185000,185000,189900,189998,188000,188500,185000,188000,192000,195000,199000,196900,199900,205000,207900,2e+05,203500,205000,210000,214999.5,219000,219925,224900,229900,230000,230750,235000,235000,239999,241000,244945,249900,250000,250000,259000,259900,264950,263500
"Upper West Side","New York","NY","New York-Newark-Jersey City","New York",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2750000,3140000,3200000,3196500,3295000,3200000,3250000,3350000,3395000,3347500,3495000,3550000,3595000,3660000,3652500,3660000,3567500,3850000,3960000,3825000,3875000,3787500,3762500,3775000,3799500,3780000,3930000,3915000,3967500,3900000,3967500,4090000,3947000,4050000,3995000,3960000,3960000,3982500,3870000,3995000,3995000,4195000,4200000,4500000,4500000,4499000,4525000,4572500,4500000,4245000
"South Los Angeles","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",4,219900,219900,219900,224900,229000,230000,228200,229950,229000,225200,229950,229000,229000,225000,225000,225000,223550,217500,210000,220000,219000,210000,213950,214500,220000,224900,228000,225000,219950,219950,225250,219000,228900,240000,240000,245950,249000,249900,265900,265000,269000,280000,295000,289900,299450,299800,299900,299900,289900,299000,299450,325000,325000,325000,329499.5,335000,329000,329900,329900,329900,330000,335000,335000,349000,349000,342500,347500,349000,349450,351500,363000,360000,364000,363000,377450,385000,390000,399900,4e+05,399475,399000,4e+05,4e+05,4e+05,414048,425000,446950,449950,454500,459000,449450,459900,479450,490000,479900,479900,490000,498750,487500,485000,499999,515500,515000,524850,500250
"Upper East Side","New York","NY","New York-Newark-Jersey City","New York",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4325000,4100000,3660000,3122500,3362500,3425000,3250000,3600000,3750000,3850000,3575000,3625000,3700000,3725000,3965000,3695000,3685000,4225000,4065000,3750000,3750000,3710000,3697500,3825000,3972500,3667500,3950000,3600000,3665000,3950000,3675000,3622500,3577500,3500000,3500000,3500000,3660000,3660000,3748500,3650000,3650000,3650000,3500000,3700000,3795000,3731000,3795000,3897500,3985000,3962500
"Sunrise Manor","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115000,115000,116000,120000,120000,119900,119900,120000,125000,125000,129900,123000,124900,124990,125000,128000,129900,131500,132000,135750,139999,143550,140000,142000,142050,139500,140000,140000,145000,147500,149900,150000,154450,153500,154900,156900,158000,159900,163900,165000,165000,167000,165000,173000,174900,178000,180000,179999,179999,182950,189450,194394,199500,199900,210000,215000,219999,220000
"Spring Valley","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark",7,145000,145000,145000,145000,145499.5,141450,140000,139900,139500,135000,137150,129900,129900,125000,127000,127250,125000,129900,126500,129000,125000,125000,124900,125000,125000,125000,128950,129900,134950,138000,131860,133000,135050,137950,135700,140000,145000,149900,149900,154200,160000,165000,160000,175000,178995,179000,180000,180000,184900,185000,186900,186900,185000,198500,204249.5,209900,213000,210000,212911,215000,220000,226000,227990,232490,230995,228000,229970,229900,231050,239000,232900,235000,239900,239999.5,244900,230000,240000,247750,244950,244500,245388,249900,249900,249000,253900,254000,255000,255000,259000,269000,269900,267750,277900,277245,279700,279900,283200,284939,284894,289900,294700,299888,299999,306500,306745
"Southeast Los Angeles","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",8,165000,165000,165000,165000,174900,179450,179900,187000,175000,174900,180000,179949.5,185000,197000,190000,186900,189000,189900,189000,190000,188900,180000,180000,179000,179900,180000,184950,186500,189900,184250,184250,189950,190000,190000,199900,2e+05,2e+05,217000,217000,219900,229900,237000,240000,243010.5,252500,265000,254900,254950,259000,255150,260000,269000,265000,270000,291999.5,289000,266500,273450,280000,289000,285450,290000,290000,290000,299945,3e+05,306000,312500,312000,3e+05,299999.5,3e+05,315000,316250,325000,327000,339900,339500,342500,350000,349900,344000,337000,349900,359000,350000,360000,359000,360000,369250,369900,369949.5,375000,385000,385000,389000,389000,389945,389990,399900,399996,4e+05,405000,404950,404950
"Far North","Dallas","TX","Dallas-Fort Worth-Arlington","Dallas",9,239950,244450,244900,249900,234900,234950,235000,234900,229806.5,234900,235000,230000,230000,229750,224900,224900,224450,224900,223762.5,219000,215000,214900,216000,214500,209900,209900,219900,234500,235000,239000,235000,229000,234950,239000,231395,229000,224900,226850,229000,234900,241400,254900,254900,254700,254700,249999.5,249999.5,249999.5,269450,269900,260000,260000,283999,281949.5,285000,279950,285000,297000,291475,299000,284950,309500,337000,312200,320500,321500,314000,315000,312450,324999,324900,3e+05,317500,325000,350000,327450,345000,355000,340000,339450,342450,339000,349450,349000,349950,368450,380000,382450,382449.5,398745,389900,385000,380000,369450,374250,377000,379000,370750,371500,380000,373750,367450,369900,375000,379950
"Camelback East","Phoenix","AZ","Phoenix-Mesa-Scottsdale","Maricopa",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439000,419000,399450,402317,402000,396374,385748,410000,419000,494100,498900,497200,498900,495250,485000,448500,442990,447995,442613,442990,447990,449495,436643,435628.5,456250,450249.5,420000,430000,435821.5,444000,455194,474250,481999.5
