"RegionName","City","State","Metro","CountyName","SizeRank","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09"
"Anthem","Henderson","NV","Las Vegas-Henderson-Paradise","Clark",232,,,,,,1400,1375,1350,1350,1375,1395,1495,1437.5,1395,1350,1350,1350,1395,1472.5,1397.5,1375,1375,1400,1400,1450,1495,1500,1495,1425,1395,1400,1385,1400,1425,1425,1395,1350,1375,1350,1395,1495,1650,1725,1650,1547.5,1550,1550,1425,1495,1545,1625,1850,1950,1950,1695,1775,1650,1525,1650,1650,1600,1695,1550,1650,1695,1500,1625,1650,1495,1550,1595,1672.5,1452.5,1497.5,1700,1700,1850,1895,1800,1872.5,1772.5,1825,1550,1550,1572.5,1650,1650,1700,1750,1645,1695,1772.5,1800
"South Reno","Reno","NV","Reno","Washoe",233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1795,1812.5,1795,1800,1875,1825,1850,1863.5,1800,1875,1950,1931.5,1925,1925,1975,2200,2300,2097.5
"Fenway","Boston","MA","Boston-Cambridge-Newton","Suffolk",234,,,,,,,,,,,,,,,,,,,,,,,,,3500,3600,3750,3600,3600,3475,3600,3600,3600,3300,3300,3600,3975,3900,3900,3995,3900,3900,3900,3800,3600,3600,3500,3700,3800,3900,3950,3900,3800,3695,3695,3600,3600,3600,3600,3800,4000,4000,4000,3900,3800,3900,3750,3900,3500,3750,3500,4100,3900,3900,3900,3900,3900,3900,3900,3900,3800,3750,3887.5,4000,4100,4100,4100,4000,4000,4000,4000,3925,3900
"Northampton","Hampton","VA","Virginia Beach-Norfolk-Newport News","Hampton City",235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1295,1277,1292.5,1247.5,1275,1292.5,1229,1225,1279,1187.5,1200,1229,1292.5,1300,1250,1250,1294.5,1284.5,1214.5,1239.5
"Uptown","Chicago","IL","Chicago-Naperville-Elgin","Cook",236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900,2100,2200,2250,2175,2150,2150,2100,1997.5,1985,2000,2050,2075,2000,2172.5,2100,2100,2100,2150,2150,2100
"Green Valley South","Henderson","NV","Las Vegas-Henderson-Paradise","Clark",237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1290,1295,1350,1375,1397.5,1437.5,1445,1400,1450,1400,1397,1395,1350,1395,1475,1450,1450,1450,1437.5,1400,1450
"Greenway - Upper Kirby Area","Houston","TX","Houston-The Woodlands-Sugar Land","Harris",238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3596.5,3650,3600,3200,3110,3120,3120,3143.5,3435,3473,3445,3445,3459,3345,3345,3345,3397,3750,3746,3723.5,3525
"Bergen-Lafayette","Jersey City","NJ","New York-Newark-Jersey City","Hudson",239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850,1800,1850,1800,1700,1675,1750,1700,1600,1795,1892,1800,1750,1800,1800,1800,1800,1850,1850,1800,1850
"East Garfield Park","Chicago","IL","Chicago-Naperville-Elgin","Cook",240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,1200,1250,1272.5,1250,1250,1300,1297.5,1250,1200,1300,1200,1250,1300,1275,1200,1300,1253,1250,1200
"Sutton Place","New York","NY","New York-Newark-Jersey City","New York",241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7675,7400,7455,7680,7630,7635,7242.5,7275,7007.5,7492.5,7347.5,7690,8095,8210,7828.5,7500,7880,7350,7387.5,7285,7587.5,6429,7285,7400,6795,7275,7295,7397.5,7547.5,7269.5,6795,7269.5,7329,7478.5,7264,6500,6872.5,6500,6000,6927.5,7060,6795,5995,5995,6500,6460,5700,5350,5400,5847.5
"Eagledale","Indianapolis","IN","Indianapolis-Carmel-Anderson","Marion",242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775,780,800,797,775,795,797,812.5,799.5,800,800,800,837.5,850,842.5
"Haddington","Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia",243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,912.5,950,1000,995,962.5,950,900,950,950,950,950,1037.5,1100,1000,985,1000,1000,1050,1100,1075,1025
"North Center","Chicago","IL","Chicago-Naperville-Elgin","Cook",244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2150,2350,2500,2375,2275,2205,2200,1995,1900,1950,2100,2150,2200,2200,2222.5,2200,2100,1977.5,1992.5
"Summerfields","Fort Worth","TX","Dallas-Fort Worth-Arlington","Tarrant",245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1337.5,1300,1332,1360,1362.5,1388,1395,1395,1395,1400,1437.5,1437.5,1375,1395,1400,1399,1447.5,1450,1450,1450,1450,1450
"Streeterville","Chicago","IL","Chicago-Naperville-Elgin","Cook",246,,,,,,,,,,,,,4300,4193.5,4222,4222,4446.5,4455,4500,4455,4500,4695,4695,4655,4453.5,4235,4500,4665,4655,4655,4400,4250,4638,4445,4744,4522,4620,4575,4575,4800,4571,4506.5,4621,4622,4621,4360,5004.5,4850,4575,5146.5,5383,5357.5,5051,5035,5140,5076,5084,5081,5073,4735,4728,4816.5,4726,4967.5,4597,5035,4713,4696,4696,4744,5213,4560,4171.5,4744,4744,5035,5085,5095,5095,5095,5095,4867.5,4744,4657,4700.5,4657,4772,5115,5282.5,5205,5440,5583,5515
"Tribeca","New York","NY","New York-Newark-Jersey City","New York",247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8995,9122.5,9542,9444,9995,9500,7990,7747.5,7747.5,7800,7800,7995,8000
"Freeport-Hackberry","Irving","TX","Dallas-Fort Worth-Arlington","Dallas",248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2277,2321,2200,2342,2300,2350,2350,2300,2350,2350,2350,2300,2300,2300,2350,2260,2250,2246,2276
"Stapleton","Denver","CO","Denver-Aurora-Lakewood","Denver",249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2325,2327,2380,2387.5,2450,2424.5,2760,2710,2695,2700,2650,2650,2717.5,2700,2695,2710,2710,2475,2672.5,2537.5,2610
"Kingesessing","Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia",250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,925,1000,1000,1000,1000,950,1000,1075,1000,1000,950,987.5,959,959,1000,1000,1000,1050,1050,1050,1100
"Bucktown","Chicago","IL","Chicago-Naperville-Elgin","Cook",251,,,,,,,,,,,,,,2400,2500,2472.5,2495,2472.5,2500,2550,2500,2500,2450,2500,2500,2700,2400,2495,2450,2550,2600,2600,2495,2550,2200,2495,2650,2672.5,2600,2500,2600,2700,2600,2597.5,2600,2400,2400,2400,2700,2675,2400,2700,2700,2650,2900,2850,2600,2700,2650,2850,2900,2850,2700,2795,2800,2800,2825,2572.5,2615,2595,2500,2600,2630,2950,3200,2875,2875,2995,2790,2700,2792.5,2500,2500,2472.5,2450,2450,2600,2825,2800,2800,2700,2700,2650
"Prosperity Church Road","Charlotte","NC","Charlotte-Concord-Gastonia","Mecklenburg",252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,1437.5,1427,1395,1405,1410,1395,1380,1365,1310,1432.5,1495,1480,1417.5,1469.5,1395,1410
"Hyde Park","Chicago","IL","Chicago-Naperville-Elgin","Cook",253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2385,2080,2100,2100,2050,2200,1939,1895,2100,2150.5,2237.5,2150,2100,2268.5,2100,2067,2000,2043
"Macgregor","Houston","TX","Houston-The Woodlands-Sugar Land","Harris",254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2050,2375,2225,2050,2075,2000,2200,2150,2258,2000,2082,2220,2250,2165,2200,2050,2100
"Hollywood Hills","Hollywood","FL","Miami-Fort Lauderdale-West Palm Beach","Broward",255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2399,2399,2327,2300,2295,2287.5,2395,2395,2397.5,2300,2275,2295,2380,2310,2350,2345,2400,2350,2245,2245,2399
"East Arlington","Jacksonville","FL","Jacksonville","Duval",256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1395,1525,1495,1475,1500,1562.5,1499.5,1495,1450,1445,1487.5,1462.5,1500,1595,1597,1600,1590,1530
"Turtle Bay","New York","NY","New York-Newark-Jersey City","New York",257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,4999,4750,5000,4775,5000,4995,5000,4995,4600,4450,4850,5000,5000,5000,5000,5000,4850,4800,4800,4850
"Broadmoor, Anderson Island, Shreve Isle.","Shreveport","LA","Shreveport-Bossier City","Caddo",258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1225,1200,1200,1175,1150,1100,1200,1200,1250,1272.5,1250,1250,1250,1250,1350,1250,1200
"Wynwood - Edgewater","Miami","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade",259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4275,4200,4200,3950,3900,3900,3900,3800,3725,4000,3800,3900,3775,3700,3850,3720,3750,3825,3710,3675,3800,4400,3990,4000,3900,4000,4400,4100,4250,4000,3875,3900,4000,4000,4030,4350,4500
"Hollywood Lakes","Hollywood","FL","Miami-Fort Lauderdale-West Palm Beach","Broward",260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2599.5,2526,2500,2500,2500,2600,2567.5,2600,2702.5,2550,2650,2700,2700,2850,2790,3000,2950,3000,2775,2699,2770
"Providence","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark",261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1295,1300,1400,1337.5,1350,1397.5,1350,1347.5,1400,1365,1350,1350,1325,1350,1375,1445,1450,1462.5,1450,1475,1495,1499,1460
"Wilshire-Montana","Santa Monica","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5950,6500,5925,5750,5750,5800,5700,5772.5,5250,5500,6200,5700,5897.5,6900,6200,5700,6500,5750,5250,5500
"Fishtown","Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia",263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1662.5,1750,1750,1800,1800,1762.5,1800,1747.5,1800,1600,1700,1800,1800,1750,1800,1900,1800,1800,1800,1800
"Heart of Chicago","Chicago","IL","Chicago-Naperville-Elgin","Cook",264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1825,1649.5,1595,1688,1650,1600,1620,1700,1725,1787,1895,1775,1775,1762.5
"Metro West","Orlando","FL","Orlando-Kissimmee-Sanford","Orange",265,,,,,,,1200,1229,1195,1180,1195,1195,1195,1250,1257.5,1252,1312.5,1262.5,1300,1297.5,1340,1297,1300,1249,1255,1215.5,1218,1250,1268.5,1295,1275,1210,1200,1200,1250,1250,1295,1250,1249.5,1275,1250,1200,1222,1222,1200,1247,1295,1300,1300,1395,1395,1350,1325,1400,1405,1455,1400,1400,1400,1400,1395,1400,1400,1410.5,1412.5,1400,1440,1495,1462.5,1400,1495,1395,1450,1500,1550,1500,1495,1523.5,1575,1563.5,1560.5,1606,1627,1596,1595,1599,1602,1650,1640,1600,1662.5,1642,1569
"Green Valley Ranch","Henderson","NV","Las Vegas-Henderson-Paradise","Clark",266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1495,1537.5,1600,1600,1600,1672.5,1600,1667.5,1625,1625,1600,1662.5,1675,1700,1712.5,1700,1699.5,1700,1797.5,1760
"Seatack","Virginia Beach","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City",267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750,1840.5,1600,1625,1700,1700,1700,1650,1772.5,1700,1597.5,1672.5,1650,1650,1650,1650,1600,1595,1650,1622.5,1875,1797.5
"Lower Moyamensing","Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia",268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1225,1297.5,1300,1300,1300,1300,1395,1300,1300,1300,1300,1300,1362.5
"Midtown","New York","NY","New York-Newark-Jersey City","New York",269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7500,7500,7500,7197,6799,6399,6550,6995,7122.5,6900,6047.5,6397.5,6047.5,6290,5995,6047.5,5800,5800,5800,6500,6245
"Point Breeze","Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia",270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1372.5,1300,1300,1500,1500,1500,1500,1490,1400,1400,1450,1395,1449,1450,1500,1500,1500,1500,1500,1500,1500
"Battery Park","New York","NY","New York-Newark-Jersey City","New York",271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8547.5,8595,8795,8950,9250,8782,8969,8595,8497.5,8400,8154,7675,7510,7762.5,7675,7762.5,8497.5,8595,8400,8400,7850
"Kenmore","Boston","MA","Boston-Cambridge-Newton","Suffolk",272,,,,,,,,,,,,,2860,3200,3180,3200,3300,3285,3300,3500,3450,3350,3419.5,3300,3300,3297,3300,3300,3500,3547.5,3500,3495,3400,3350,3600,3350,3400,3340,3395,3395,3300,3400,3500,3500,3395,3250,3605,3610,3500,3500,3600,3500,3500,3400,3400,3400,3395,3395,3500,3495,3600,3619,3600,3600,3600,3500,3500,3500,3400,3395,3650,3647.5,3550,3550,3600,3600,3700,3700,3700,3800,3900,3900,3900,3690,3690,3700,3700,3600,3600,3600,3700,3772.5,3750
"Grays Ferry","Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia",273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,1000,1050,1000,1075,1050,1000,1000,1000,1075,1085,1100,1100,1150,1200,1150,1162.5,1100,1150,1200
"North Shore","Miami Beach","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade",274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5400,5500,5600,4999,4800,4750,5000,5000,5000,5000,5000,5000,5200,5500,5500,5200,5500,5500,5200
"Squirrel Hill South","Pittsburgh","PA","Pittsburgh","Allegheny",275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1647.5,1600,1600,1750,1600,1575,1600,1600,1600,1650,1600,1500
"Park Manor","Chicago","IL","Chicago-Naperville-Elgin","Cook",276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150,1150,1175,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1200,1175,1150,1150,1150,1150,1100
"Mission Hill","Boston","MA","Boston-Cambridge-Newton","Suffolk",277,,,,,,,,,,,,2700,2700,2600,2722.5,2700,2700,2600,2600,2750,2850,3000,2962.5,3000,2997.5,2850,2950,2925,2912.5,2895,2825,2800,2900,2872.5,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2950,2900,3000,3100,3200,3100,3000,3100,3000,2997.5,2995,2900,2900,2900,2895,3000,3200,3200,3200,3200,3200,3125,3000,3175,2895,2900,2900,3250,3300,3200,3200,3200,3200,3200,3200,3250,3297.5,3300,3300,3300,3300,3300,3300,3300,3200,3199,3130,3000,3000
"Provincetowne","Charlotte","NC","Charlotte-Concord-Gastonia","Mecklenburg",278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1695,1650,1625,1600,1640,1650,1650,1695,1650,1650,1625,1595,1585,1595,1650,1695,1692.5,1650,1649,1647
"Union Square","Somerville","MA","Boston-Cambridge-Newton","Middlesex",279,,,,,,,,,,,,,,,,,,,,,,,,2350,2400,2400,2700,2700,2800,2700,2700,2700,3000,2700,2890,2985,2700,2800,2750,2800,2900,2900,2900,2750,2750,2775,2700,2700,2700,2800,2900,2900,2950,3000,2900,2800,2725,2700,2700,2700,2650,2650,2875,2875,3000,3000,2900,2950,2900,2800,2700,2662.5,2700,2700,3000,3100,3100,3100,3100,3000,3000,3000,3000,2995,2995,3000,3150,3200,3150,3125,3150,3100,2995
"North Central","Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia",280,,,,,,,,,,,,,1575,1650,1575,1680,1650,1575,1500,1500,1650,1650,1650,1700,1650,1672.5,1650,1650,1650,1545,1500,1500,1495,1495,1500,1650,1650,1650,1650,1650,1650,1500,1500,1500,1500,1575,1575,1650,1650,1650,1650,1650,1650,1650,1575,1575,1575,1650,1725,1650,1650,1725,1725,1650,1800,1650,1650,1500,1650,1575,1740,1725,1725,1725,1725,1800,1770,1725,1712.5,1600,1575,1800,1800,1800,1800,1800,1700,1650,1650,1575,1575,1575,1575
"Pioneer Park","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark",281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,1140,1172.5,1195,1212.5,1242.5,1175,1200,1200,1200,1295,1282.5,1295,1250,1245,1285,1350,1395,1300,1275,1350
"McCullough Hills","Henderson","NV","Las Vegas-Henderson-Paradise","Clark",282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450,1465,1487.5,1515,1500,1500,1674,1500,1545,1650,1740,1600,1475,1562.5,1595
"Chimney Lakes","Jacksonville","FL","Jacksonville","Duval",283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250,1212.5,1197.5,1225,1297.5,1300,1250,1295,1300,1297.5,1295,1300,1320,1320,1330,1350,1350,1340,1350,1350,1350
"Roxborough","Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia",284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1575,1625,1650,1675,1600,1600,1600,1600,1595,1500,1562.5,1550,1600,1600,1700,1662.5,1700,1650,1650,1699,1700
"West Garfield Park","Chicago","IL","Chicago-Naperville-Elgin","Cook",285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,1250,1200,1200,1197.5,1250,1250,1150,1150,1250,1300,1300,1250,1250,1375,1250,1250,1250,1250,1253
"Downtown","Miami","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade",286,3250,3500,3400,3400,3200,3300,3300,3400,3500,3500,3800,3600,3500,3500,3500,3600,3600,3800,3970,3700,3600,3550,3599,3600,3600,3600,3600,3600,3600,3600,3725,3950,3875,3700,3775,3990,4000,3999,4000,4050,4549.5,5200,4700,5100,4599,4000,4000,4099.5,4000,4500,4400,4400,4200,4200,4175,4150,4500,4500,4000,4175,4549.5,4380,4100,4300,3800,4150,4200,4025,4300,4500,4200,4500,3990,4200,4500,4250,4200,4200,4172.5,4200,4200,4200,4025,3990,3955,3817.5,3950,4175,4175,4200,4200,4175,4175
"Woodlawn","Chicago","IL","Chicago-Naperville-Elgin","Cook",287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,1250,1400,1325,1300,1362.5,1285,1250,1350,1350,1300,1295,1300,1300,1425,1355,1425,1475,1450,1350,1400,1450
"Hunters Point","New York","NY","New York-Newark-Jersey City","Queens",288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5390,5370,5269,4995,4995,4700,4428,4594,4533.5,4447,4460,4492.5,4845,5010,5350,5350,5155,5240,5217.5,5235,5150,4997.5,5150,4500,4404.5,4400,4418.5,4845,4995,4995,4895,4595,4443,4795,4695,4810,4845,4695,4395,4840,4595,4595,4550,4499,4995,5195,5130,5130,5150,5240,5240,5240,5162.5,4995,5000,4995,5010,5189.5,5070.5,5240,5320,5290,5350,5260,5240
"Gibson Springs","Henderson","NV","Las Vegas-Henderson-Paradise","Clark",289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1475,1397.5,1412.5,1550,1500,1482.5,1475,1400,1410,1450,1475,1460,1465,1415,1415,1425,1425,1599.5,1662,1649,1549,1512.5,1464
"Buckroe","Hampton","VA","Virginia Beach-Norfolk-Newport News","Hampton City",290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,1225,1195,1100,1125,1100,1100,1100,1025,1075,1050,1025,1000,1025,1100,1200,1200,1200,1237.5,1200,1137.5
"North Cambridge","Cambridge","MA","Boston-Cambridge-Newton","Middlesex",291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3700,3500,3600,3600,3437.5,3300,3200,3175,3000,3175,3300,3665,3700,3600,3600,3530,3400,3450,3200,3300,3150,3300,3160,3000,3150,3300,3450,3450,3595,3575,3500,3500,3600,3375,3390,3390,3400,3500,3500,3400,3300,3300,3090,3000
"Mid-Cambridge","Cambridge","MA","Boston-Cambridge-Newton","Middlesex",292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3597.5,3600,3695,3600,3600,3600,3600,3600,3600,3600,3600,3647.5,3500,3600,3600,3695,3795,3700,3700,3600,3500
"Graduate Hospital","Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia",293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2172.5,2350,2500,2395,2400,2400,2350,2325,2195,2125,2050,2050,2200,2350,2500,2500,2500,2500,2400,2375
"Riverside","Cambridge","MA","Boston-Cambridge-Newton","Middlesex",294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3300,3600,3850,3700,3600,3500,3500,3680,3950,3975,3725,3537.5,3900,3900,3899,3800,3700,3600,3600,3600,3650
"Del Rio","Jacksonville","FL","Jacksonville","Duval",295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1416,1495,1495,1495,1481,1500,1500,1497.5,1512,1524,1550,1499,1514,1550,1557,1595,1571,1550
"Cambridgeport","Cambridge","MA","Boston-Cambridge-Newton","Middlesex",296,,,,,,,,,,,,,,,,,,,,,,,,,,3400,3300,3600,3300,3300,3000,3200,3450,3400,3400,3400,3707,3350,3350,3300,3200,3200,3300,3300,3400,3400,3390,3250,3300,3300,3300,3300,3250,3300,3300,3300,3300,3100,3000,3000,3000,3300,3300,3300,3400,3400,3500,3300,3300,3275,3000,3300,3400,3400,3449,3500,3450,3400,3400,3325,3300,3100,3400,3500,3400,3550,3795.5,3975,3650,3600,3625,3300,3300
"Bay Terrace","New York","NY","New York-Newark-Jersey City","Queens",297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400,2500,2475,2450,2400,2500,2500,2500,2500,2500,2400,2500,2500,2500,2500,2500,2500,2500,2500,2450,2500
"The Waterfront","Jersey City","NJ","New York-Newark-Jersey City","Hudson",298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4685,4520,4592.5,4595,4600,4555,4432.5,4462.5,4665,4650,4485,4657.5,4682.5,4670
