"RegionName","City","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09"
"Northeast Dallas","Dallas","TX","Dallas-Fort Worth-Arlington","Dallas",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.2079072937969,85.8651351660571,83.9232153569286,84.140350877193,89.5108695652174,89.1634050880626,90.6206286901076,94.0536499560246,97.0104399347306,98.6769983686786,97.7696116275,95.421077758255,92.329304495335,95.4763056092843,96.9428555522536,96.8529718480481,100.574712643678,97.3352541371158,101.135532742535,102.712356965551,115.362353629977,120.656370656371,117.067833698031,118.203309692671,117.468455620321,118.760611205433
"Maryvale","Phoenix","AZ","Phoenix-Mesa-Scottsdale","Maricopa",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.1507798960139,71.2347354138399,71.5333566189312,72.4299065420561,72.7504786215699,74.0409207161125,73.015873015873,75.0271459733,78.5161109806488,79.1699354340612,78.9293067947838,78.4597568037058,79.7035485869347,80.2325581395349,80.7712350182387,79.3010752688172,81.3318777292576,81.6548720740337,81.7105104442123,82.8553555180034,85.3350189633375,86.5696347031964,88.7573964497041,89.8472596585804,93.2224880382775,94.0298507462687,94.0232003572209,94.100074682599,96.1942070275404,97.4487826398654,96.0088691796009,99.1859587687613,97.0831447963801,100.043140638481,102.490496110036,103.83333142276,105.143191116306,104.166666666667,103.443666146457,104.602510460251,105.297577631014,106.599238407809,106.542965898806,108.071596598182,110.198610981744,112.159668653576,113.321799307958,113.321799307958,112.5,112.664872431309,113.505386094481,113.636363636364,117.400881057269,119.209809264305,119.999450323164,122.421247218193,123.115942028986,124.462592795145,125.338075880759,124.369963369963
"Paradise","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark",3,57.6709875490363,56.8862275449102,57.5539568345324,56.9230769230769,56.2470209723546,56.8929110105581,56.2440419447092,56.3370892018779,54.5832808639244,52.7539015606243,53.3750986792976,53.3188248095756,51.9480519480519,51.1363636363636,50.8259212198221,50.4794167126115,49.9455930359086,48.9337175792507,47.0844686648501,46.6284833678948,47.5609756097561,47.8636087022668,47.5609756097561,46.7541539073067,44.8084054388134,45.3994907439268,44.7761194029851,45.2488687782805,46.4149756725552,47.1408647140865,48.5714285714286,49.2831541218638,49.4103825206968,51.5463917525773,51.9886363636364,55.2110376636869,56.1224489795918,56.8308477444603,58.9403973509934,58.8785046728972,60.9075043630017,62.3762376237624,64.4134645423305,67.9616810877627,68.0545041635125,68.7847376201035,69.1699604743083,69.9279086892489,71.5098306625753,72.4160631994733,72.4160631994733,75.5680024324516,75.7465404224326,74.9995833333333,77.5217488464339,79.0723981900452,78.7684729064039,77.4944567627495,77.2238999961772,78.7139689578714,78.506128334535,79.656862745098,79.3269230769231,79.2248864396173,80.7301017354877,78.3333333333333,79.9579233052171,82.2484827264239,83.3333333333333,85.9592888645973,86.2068965517241,86.9259909500371,86.7479148286499,86.9839887600107,89.0459072083391,90.6689162917291,90.1162790697674,91.4843135587817,90.774784808215,92.3799089836508,96.1538461538462,96.5546218487395,97.6136287284602,98.3690112130479,100.617283950617,101.215805471125,103.041869072403,102.9375,105.235294117647,105.290748838105,109.649122807018,110.226576852419,112.084795321637,115.522181146026,114.705882352941,120.039682539683,121.504860267315,124.662812259464,126.636271529889,124.608150470219,129.242338576112,134.59673334915,134.560143626571,135.030864197531,136.296833427084
"South Los Angeles","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",4,149.820143884892,154.890967058074,150.672229949003,153.374233128834,153.89905681563,155.005561735261,153.688524590164,154.663666870043,154.931936292656,152.832567453211,153.53371242892,151.480033221953,151.480033221953,151.987322792936,151.457541191381,151.457541191381,148,150.240384615385,151.515151515152,149.897647886046,150.090144230769,151.515151515152,151.292912104173,149.501415473021,152.314852382305,150.882854253307,154.139965967923,154.711673699015,153.133903133903,153.160453808752,159.363971260247,159.122269683594,164.0625,168.986083499006,169.233993545638,171.592775041051,173.611111111111,177.072120559742,183.224755700326,185.980780101752,191.365979381443,193.247126436782,196.408529741863,199.299568965517,199.889012208657,206.072201236264,206.043956043956,211.701534866401,206.318146417445,209.735576923077,211.788896504455,215.386152862168,217.032967032967,221.349806064046,228.335144262947,228.563214019377,231.481481481481,228.522336769759,234.56202369988,230.575757917182,231.965806850599,231.404320987654,231.404320987654,231.034482758621,238.747714454946,241.548307490256,241.40625,246.058944482522,247.344588550984,247.48841452494,247.783679017318,250.084516565247,245.954692556634,246.027397260274,247.678018575851,253.181941893733,258.126195028681,263.261466202643,262.329298985467,267.261904761905,275.706940874036,276.988265971317,282.188246657516,281.312698354795,286.434108527132,289.884020618557,297.095509785426,298.055735580039,299.36087154489,302.182532751092,301.952884615385,305.70652173913,311.111111111111,311.053107791923,321.49977914627,323.600910655896,319.244604316547,319.96712974448,322.773468434625,333.444592790387,333.884034734748,329.573266244832,337.51088727804,342.465753424658,342.307692307692
"Sunrise Manor","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark",5,50.3995928176256,49.8139880952381,49.6266251526818,50.0756355193903,50.1545595054096,50.4433569650961,50.6085192697769,50.9526736324524,49.7262319561971,50,49.1786447638604,48.3383685800604,47.8307547384386,46.9897256550574,46.2037037037037,45.9098497495826,45.6330667135449,44.873595505618,44.0902403138794,44.0909755361284,43.9106901217862,42.8894389710357,42.6024590163934,42.3611111111111,42.1808960270499,42.2117456157816,43.0823841773126,42.7311577311577,43.0477167778348,44.0958916850631,44.193779277751,44.4312796208531,44.1547602946059,45.0714985097752,45.0725744843392,47.9610204880177,49.0080648842632,49.7509339975093,50.7012128496503,51.2320328542094,53.7056928034372,54.850041971175,57.0502788812648,59.3007915567282,61.0135593220339,62.5423701193884,62.908408203263,65.237651444548,65.6887163333577,67.1860647645448,67.3493181293968,69.3638488071381,69.0335305719921,69.4073876437804,69.0070764251181,71.6402714932127,72.2962962962963,71.1521724875862,70.1774344569288,71.3245997088792,72.4444444444444,75.5469067969068,75.8784425451092,74.3796526054591,77.0491090830074,79.3650793650794,78.4132841328413,76.9230769230769,80.2135695187166,79.4649329467198,82.1596244131455,82.1845174973489,83.5866261398176,83.2129639530463,83.166999334664,83.1117021276596,83.9080459770115,86.5449417566588,87.9598306019145,87.5895375548857,90.4202496103065,92.5925925925926,93.3596318211703,92.9506685183793,95.7409007970806,97.055013334581,99.8571428571429,99.6265871191451,100.469823410252,100.597435897436,101.817873659233,103.502235469449,104.165922619048,104.121422847985,107.014388489209,114.669044413548,114.788322666758,115.198276793431,116.350275566442,117.344018317115,119.759880239521,124.095362508165,124.863149433889,126.239067055394,129.925361703757
"Spring Valley","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark",6,64.5596067545353,64.8096564531105,64.9330053067117,66.7779632721202,66.4451827242525,65.8735781472164,66.6056565710545,66.5557404326123,65.5277643844423,64.9013499480789,63.3484162895928,62.371084828274,61.5747093233191,58.4930629669157,59.1747089504113,58.8730025231287,58.589899925524,57.656674772641,56.5373097308662,56.0790273556231,56.1226993865031,55.2582853954938,54.7493403693931,53.7046224735233,53.5714285714286,55.0239234449761,55.3359683794466,55.3359683794466,56.2372188139059,55.4744525547445,56.8345323741007,58.1285444234405,58.7732997481108,61.7495784505622,60.6060606060606,64.8148148148148,68.532206969377,69.5198329853862,72.0913451543937,72.4495006382819,74.4628567828114,76.1872631729463,79.1134304778232,82.5369244135534,82.880212870209,83.955223880597,86.516530940477,85.7142857142857,85.4673197900833,86.8098159509202,86.9120654396728,87.5689442605931,89.2763866287778,89.5705521472393,89.8457583547558,89.9074550128535,90.3846153846154,90.5263157894737,91.0064239828694,92.0974347738151,91.8273645546373,92.8641251221896,92.7884392393321,93.0470347648262,95.514950166113,96.3851149596895,97.8682689111062,98.3333333333333,98.9010989010989,98.6633076467101,98.4584521169887,98.4281092928179,101.442428823381,103.396524486572,104.166666666667,102.648280161867,102.517928815901,103.513071895425,105.204040438023,105.170028253307,104.373757455268,106.155015197568,107.395478852698,109.951287404315,112.414467253177,114.035087719298,115.206879228472,116.196013289037,120.656370656371,121.583411875589,126.15559293524,128.750448385034,133.620524097138,134.722782414446,136.999068033551,137.529137529138,139.878902554399,141.281809613572,144.877675840979,148.489037843877,152.233502538071,153.571428571429,154.027392737004,158.591786156842,157.972079353417
"Southeast Los Angeles","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",7,126.263181263181,131.211180124224,125.708204609211,129.370236980283,129.693707548379,131.637316215113,135.903814262023,138.398115429918,136.488340192044,135.399385011442,134.664948453608,135,136.857764876633,136.42598827784,134.271456256921,134.730538922156,133.15208766445,132.827798437206,133.645780376207,132.25415542102,132.422972326818,135.188087774295,132.48610363995,131.93418377227,131.469298245614,131.575082895077,133.955303678358,135.869565217391,137.797454344217,137.383177570093,141.666666666667,143.772747543625,143.67816091954,142.361111111111,149.335463911488,153.436018957346,153.020885282991,161.503067484663,169.17969870681,168.567739542316,163.04347826087,166.349509848554,175.020428241308,181.675422567382,178.614097968937,180.579557091654,187.980433263452,187.77625475331,190.602836879433,194.152923538231,193.181818181818,201.649175412294,202.696858394797,206.581352833638,207.607968876588,209.359563220383,212.193664076509,213.192401521131,216.579536967886,215.029761904762,218.023255813953,205.696202531646,213.270142180095,212.157237477847,216.46299796748,221.537846153846,224.920682730924,224.725274725275,230.910774749405,238.221347861178,233.083981894482,236.96388261851,240.384615384615,240.384615384615,241.33827789645,241.666666666667,250,254.601226993865,254.458710163652,255.344418052257,255.344418052257,258.158194851743,259.90099009901,259.402459016393,259.90099009901,263.701072104267,276.008492569002,277.964175304601,282.158883059977,282.158883059977,277.572168763879,278.608220880604,286.038514442916,286.899431236763,286.781609195402,289.445967579139,290.625,300.100622406639,301.41222790483,297.537619699042,305.475504322767,311.998732781147,310.295486600846,310.304449648712,315.217391304348
"Paradise Valley","Phoenix","AZ","Phoenix-Mesa-Scottsdale","Maricopa",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.570247933884,114.117647058824,118.589826060107,119.010416666667,118.811188811189,118.303571428571,117.704293530163,116.058394160584,115.997023809524,117.988310014728,116.293103448276,116.362720441185,121.090259159964,122.444640364869,124.704025256511,120.652945351313,124.910778015703,125,126.240664584223,129.78102189781,129.3077886136,129.9,126.373626373626,130.749287749288,135.16081871345,135.766423357664,135.766423357664,135,135.21978021978,136.833032476297,138.845796512758,140.749601275917,142.405063291139,143.28899637243,143.118096326052,143.381937894274,145.440251572327
"Deer Valley","Phoenix","AZ","Phoenix-Mesa-Scottsdale","Maricopa",9,66.3346613545817,65.964915570148,67.4594369162403,66.1214953271028,65.807560137457,64.453125,64.9067788464762,65.1304347826087,62.4882739212008,59.8562013181546,58.8930478544859,58.7606837606838,57.6098597736698,55.4054054054054,54.6864214855761,54.337899543379,54.4843049327354,53.4759411203597,52.1642619311876,52.0766985138004,52.2284122562674,52.3659305993691,52.6960784313725,52.9513888888889,53.4528433064825,54.9595618009499,56.4327485380117,58.1618831822759,58.3952005860066,59.9308908010649,58.3333333333333,61.5174693017921,62.3519032859692,65.4853620955316,67.6829268292683,68.2304526748971,69.7905477980666,73.7422467263956,74.8214663788081,73.811066165867,76.1943986820428,79.9070945945946,82.1017169263982,80.5400683978628,85.2371126504633,87.9699248120301,89.6666666666667,87.991718426501,88.6333771353482,92.1404290434647,96.1147374078783,97.1452305860393,95.4617834394904,94.7567909033481,95.1153362269611,92.656142759094,91.9030284159989,92.3566878980892,94.9367088607595,93.1098696461825,93.4014509548817,94.7812328390994,92.4103751192371,98.4936268829664,102.227900871001,99.9285714285714,94.9806743919079,100.371747211896,102.19530658592,100.723140495868,101.621779671879,100.25873221216,105.475279994317,108.674928503337,107.52688172043,111.524176936463,112.763261813874,113.049095607235,111.226974033938,113.214582016435,110.56338028169,109.840709422359,111.18925831202,111.057592118973,113.26835943701,118.444444444444,120.160213618158,118.679775280899,116.025859673059,114.576271186441,118.628162816282,120.540935672515,122.370947098976,128.704756359065,135.264529649778,131.42485361093,124.164012738854,117.096018735363,107.765277946353,118.304706003501,120.325222362211,119.29359524917,122.933070866142,120.544976949517,122.673277922449
"North Mountain","Phoenix","AZ","Phoenix-Mesa-Scottsdale","Maricopa",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.3766339869281,80.0480769230769,81.5016103059581,82.48730964467,83.1063072174289,84.2302123552124,83.1937465103294,83.2113914028493,85.1259780907668,84.2391304347826,83.1937465103294,85.4092526690391,85.3808353808354,84.0231460262764,86.2329446787398,88.5315533980583,87.3901775198158,87.7741156736295,90.02574002574,90.9422936449964,92.8200982110964,92.4837960463315,93.2089552238806,93.8785624162645,94.3283582089552,96.2709757613425,96.8293963175793,97.1636952998379,97.0062889108864,100.566037735849,101.979560930363,102.875784180949,102.040816326531,102.541883304448,102.161834327718,104.968902457391,105.042910039587,106.099110546379,107.914913053408,112.010232414644,113.389395117563,109.565119277289,109.234312439314,110.734787600459,112.246721483421,113.191205862758,116.138497652582,117.8862018541,119.179600886918,118.421052631579,121.527777777778,120.606060606061,120.606060606061,124.740288806544,126.388113139993,126.245614035088,128.289473684211,129.961464354528,129.127523072866
