"RegionName","City","State","Metro","CountyName","SizeRank","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09"
"Corona","New York","NY","New York-Newark-Jersey City","Queens",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1640625,2.21519607843137,2.3593570608496,2.26166888248413,2.06084959816303,2.2939729397294,2.4,2.38007380073801,2.34855545200373,2.35714285714286,2.42590133513792,2.28301886792453,2.50175315568022,2.45125348189415,2.48607242339833,2.49303621169916,2.31242312423124,2.35560034979027,2.17692637292009,2.22222222222222,2.29520697167756,2.30661878917457,2.26001863932898,2.20465014048724,2.28412256267409,2.36363636363636
"Sunset Park","New York","NY","New York-Newark-Jersey City","Kings",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.44722222222222,2.5,2.49375,2.44722222222222,2.36072423398329,2.5,2.32075691677565,2.33333333333333,2.42264752791069,2.34090909090909,2.32788798133022,2.30789473684211,2.44452286843591,2.4,2.45454545454545,2.5197628458498,2.56776556776557,2.5,2.55555555555556,2.48275862068966
"Bensonhurst","New York","NY","New York-Newark-Jersey City","Kings",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.03025811375357,2.03180212014134,1.93376068376068,2.0006157635468,2,1.94412878787879,1.9047619047619,1.90747478616111,2,2,2.06329588014981,2.2094298245614,1.999375,1.94987255734919,1.82638888888889
"Koreatown","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24179292929293,2.39583333333333,2.55555555555556,2.34623824451411,2.49166666666667,2.49798549556809,2.49899274778405,2.43208833151581,2.5,2.67318181818182,2.51798561151079,2.53846153846154,2.55338345864662,2.5,2.595,2.66,2.61538461538462,2.68965517241379,2.59149973258132,2.65,2.75,2.69230769230769,2.7
"Westlake","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65925925925926,2.6264367816092,2.66666666666667,2.6478648820905,2.46761133603239,2.5,2.43333333333333,2.63636363636364,2.65555555555556,2.51785714285714,2.53846153846154,2.5,2.52777777777778,2.75
"Sheepshead Bay","New York","NY","New York-Newark-Jersey City","Kings",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.81007751937985,2.44444444444444,2.19060402684564,2.17988974113135,2.18120805369128,2.17708333333333,2.19125,2.16622994652406,2.08333333333333,2.19919786096257,2.285,2.19024122807018,2.12611899984566
"Downtown","San Jose","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.69242424242424,2.96145202266953,2.72272727272727,2.98214285714286,2.86694013303769,2.84615384615385,2.61309523809524,2.82,2.79578606158833,2.77452415812592,2.72958184764992,2.712,2.825,2.72559681697613,2.76153846153846,2.91651583710407,2.96461988304094,2.61230769230769
"Logan Square","Chicago","IL","Chicago-Naperville-Elgin","Cook",18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.51388888888889,1.57142857142857,1.56385869565217,1.59545454545455,1.63157894736842,1.63157894736842,1.54128787878788,1.55050505050505,1.53333333333333,1.61944813829787,1.59016666666667,1.66666666666667,1.65957446808511,1.69,1.695,1.66666666666667,1.69886363636364,1.6698424796748,1.66666666666667,1.66388888888889
"Flushing","New York","NY","New York-Newark-Jersey City","Queens",19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24166666666667,2.35667072855508,2.25566666666667,2.4,2.5,2.5,2.55555555555556,2.57142857142857,2.61111111111111,2.625,2.57142857142857,2.55555555555556,2.5,2.5,2.5,2.46333300762165,2.42522321428571,2.46666666666667,2.46288798920378,2.43888888888889,2.40518879616624,2.35
"North Hollywood","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.15953177257525,2.28287545787546,2.25,2.16285560923242,2.20192307692308,2.14615384615385,2.3,2.3,2.53630705394191,2.32484076433121,2.18824357460721,2.19960212201592,2.2264631043257,2.28125,2.271875,1.995,2.14317626527051,2.27694805194805,2.26666666666667
"Sherman Oaks","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.18613636363636,2.2,2.21142857142857,2.16923076923077,2.18390804597701,2.2,2.27777777777778,2.28083333333333,2.33333333333333,2.295,2.28797619047619,2.186875,2.28095238095238,2.17659932659933,2.26818181818182,2.19866666666667,2.17540829145729,2.23027210884354,2.21404761904762,2.30864102564103
"Murray Hill","New York","NY","New York-Newark-Jersey City","Queens",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.82575757575758,1.92857142857143,1.92261904761905,1.91666666666667,1.92982456140351,1.92982456140351,1.95,1.98275862068966,1.91666666666667,1.9375,2.10003848867791,2.05844155844156,2.17172383465259,2.15311004784689,2.09961832061069,2.06818181818182,2.04195804195804,1.95813375092115,2,2.13675213675214,2.16666666666667,2.19079939668175,2.08012820512821,2,2.03846153846154,2.04347826086957,2.03355057829998,1.96865203761755,2.05622188905547,2,1.95,2.18181818181818,1.95,2.02453987730061,2.04195804195804,2.04545454545455,2.05397727272727,1.96490856043932,2.13846153846154,2.11538461538462,2.26666666666667,2.18181818181818,2.21428571428571,2.28333333333333,2.31034482758621,2.3,2.20689655172414,2.21776315789474,2.312,2.21416666666667,2.14583333333333,2.18398601398601,2.1551724137931,2.15,2.22017543859649,2.23529411764706,2.23076923076923,2.16,2.0625
"Forest Hills","New York","NY","New York-Newark-Jersey City","Queens",23,,,,,,,,,,,,,,,,,2,2.21969696969697,2.36875,2.27272727272727,2.325,2.30181339977852,2.32267441860465,2.29166666666667,2.23333333333333,2.16666666666667,2.25368413871075,2.4,2.367421875,2.31254854368932,2.31980519480519,2.2294887039239,2.22411935196195,2.2289156626506,2.25,2.24583333333333,2.26491228070175,2.26315789473684,2.31316725978648,2.33333333333333,2.33257575757576,2.33155326268823,2.38936046511628,2.44148936170213,2.395,2.33854166666667,2.39068181818182,2.38636363636364,2.41788321167883,2.41666666666667,2.43181818181818,2.41519160583942,2.45398773006135,2.45643939393939,2.39285714285714,2.356,2.33333333333333,2.31578947368421,2.39642857142857,2.3125,2.34215885947047,2.30769230769231,2.325,2.34166666666667,2.35504201680672,2.33333333333333,2.38266666666667,2.38461538461538,2.45,2.44166666666667,2.39333333333333,2.37397058823529,2.42142857142857,2.43819444444444,2.49583333333333,2.42748091603053,2.48645833333333,2.45161290322581,2.44949494949495,2.44678492239468,2.40454545454545,2.42374199184624,2.42142857142857,2.45,2.49652777777778,2.42582417582418,2.5,2.5,2.45161290322581,2.44140625,2.4,2.4
"West Rogers Park","Chicago","IL","Chicago-Naperville-Elgin","Cook",24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.20454545454545,1.20454545454545,1.20454545454545,1.27913279132791,1.26315789473684,1.2050505050505,1.15789473684211,1.17727272727273,1.2,1.20555555555556,1.23076923076923,1.22375,1.27824390243902,1.25,1.23125,1.17291666666667,1.3125,1.28086890243902,1.30384615384615,1.27777777777778
"South Dorchester","Boston","MA","Boston-Cambridge-Newton","Suffolk",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.80128205128205,1.65369198526868,1.5,1.65,1.84615384615385,1.82052862229526,1.89833333333333,1.85135045567523,1.796875,1.73863636363636,1.78571428571429,1.75,1.68019480519481,1.75,1.8,1.775,1.818,1.836,1.83926458832934,1.84,1.85714285714286,1.90677966101695,1.77272727272727
"Park Slope","New York","NY","New York-Newark-Jersey City","Kings",26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.32846153846154,3.16590909090909,3.32804487179487,3.34375,3.43069873997709,3.44292545710267,3.4875,3.495,3.46666666666667,3.42857142857143,3.5,3.44444444444444,3.375,3.33333333333333,3.37171052631579,3.51556338028169,3.499,3.53846153846154,3.51190476190476,3.53076923076923,3.5,3.475,3.57142857142857
"Jackson Heights","New York","NY","New York-Newark-Jersey City","Queens",27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.46709623911449,2.44791666666667,2.40833333333333,2.52173913043478,2.44791666666667,2.5,2.43333333333333,2.41666666666667,2.42857142857143,2.46666666666667,2.5,2.46666666666667,2.46666666666667,2.40549828178694,2.4,2.375,2.37279411764706,2.38709677419355,2.36607142857143,2.38709677419355,2.42753623188406,2.31306990881459,2.29166666666667,2.35714285714286,2.3125,2.421875,2.4,2.43229166666667,2.24679487179487,2.40442307692308,2.49652777777778,2.36111111111111,2.41284194528875,2.44791666666667,2.45454545454545,2.51231060606061,2.46709770114943,2.42857142857143,2.42857142857143,2.25654761904762,2.3125,2.40689655172414,2.44791666666667,2.53159777424483,2.455012300123,2.44791666666667,2.43673758865248,2.34741379310345,2.3448275862069
"Gravesend","New York","NY","New York-Newark-Jersey City","Kings",28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08333333333333,2,2,2.06896551724138,2.06226053639847,2.10006180469716,2.14214285714286,2.01550960118168,2.05978689818469,1.88301886792453,2.07177785539644,2.00855745721271,2.00855745721271,2.11,2.03101920236337,2.13888888888889,2.03170731707317,2.01550960118168,2.20286885245902,2.02154626108999
"Central Colorado Springs","Colorado Springs","CO","Colorado Springs","El Paso",29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01739130434783,1,1.04166666666667,1.04545454545455,1.0625,1.04166666666667,1.05397727272727,1.09090909090909,1.15714285714286,1.03807471264368,1.05756578947368,1.09307359307359,1.19022415940224,1.09090909090909,1.13174832267124,1.12556561085973,1.07015457788347,1.0425641025641,1.07777777777778,1.07010869565217,1.15519423832388
"South Austin","Chicago","IL","Chicago-Naperville-Elgin","Cook",30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14318181818182,1.15,1.08955223880597,1.10633802816901,1.1234457786416,1.12776659959759,1.13967136150235,1.2125,1.19,1.18181818181818,1,1.11267605633803,1.14285714285714
"The Heights","Jersey City","NJ","New York-Newark-Jersey City","Hudson",31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86333333333333,1.92857142857143,2.07692307692308,2.18095238095238,2.11764705882353,1.975,1.95833333333333,2,2.05833333333333,1.99722222222222,1.99285714285714,1.9040365575019,1.91630399303667,2.02777777777778,1.94866071428571,1.96875,2.05882352941176,2.09,2.09874396135266,2.16666666666667,2.22806249087458
"Roxbury","Boston","MA","Boston-Cambridge-Newton","Suffolk",32,,,,,,,,,,,,,,,,,,,,,,,,1.22227822580645,1.43398268398268,1.43398268398268,1.47727272727273,1.57165851670742,1.5,1.55,1.47373862696443,1.46727272727273,1.5,1.6,1.625,1.5462427446746,1.53846153846154,1.52402745995423,1.51229117366581,1.59716599190283,1.52891602834051,1.58130254487616,1.62962962962963,1.65,1.69375,1.68333333333333,1.62700534759358,1.6975,1.695,1.75492610837438,1.98,1.69375,1.62587412587413,1.6463685770751,1.71162240142043,1.58,1.47058823529412,1.51086956521739,1.64318181818182,1.62373737373737,1.75075757575758,1.8332083958021,1.77777777777778,1.78178273485673,1.83333333333333,1.98333333333333,1.64690382081686,1.51086956521739,1.51949025487256,1.390625,1.54166666666667,1.5625,1.66608836456165,1.75,1.78571428571429,1.77777777777778,1.69375,1.72,1.8,1.71291208791209,1.59365079365079,1.7032967032967,1.81159420289855,1.76315789473684,1.77525252525253,2,2,2.20966057441253,2.18068968269351,2,1.9,1.77777777777778
"Albany Park","Chicago","IL","Chicago-Naperville-Elgin","Cook",33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32291666666667,1.385,1.32142857142857,1.27551020408163,1.36268343815514,1.36057692307692,1.35227272727273,1.33222222222222,1.3921188630491,1.41333333333333,1.42857142857143,1.39392857142857,1.42844491898003,1.44,1.41323886062105,1.395,1.38888888888889,1.39194444444444,1.375,1.39473684210526,1.36842105263158,1.32247899159664
"Encanto","Phoenix","AZ","Phoenix-Mesa-Scottsdale","Maricopa",34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.17058823529412,1.11764705882353,1.17357910906298,1.22391469916222,1.16628264208909,1.11538461538462,1.11538461538462,1.16666666666667,1.11111111111111,1.18421052631579,1.13216911764706,1.05152027027027,1.11309523809524,1.08420138888889
"Westwood","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.74197722567288,2.77222222222222,2.70833333333333,2.65461538461538,2.4906693989071,2.54340277777778,2.64869888475836,2.63733766233766,2.64423076923077,2.99857142857143,2.67665952890792,2.72272727272727,2.90852272727273,3.03760949652067,2.71780303030303
"Lake View","Chicago","IL","Chicago-Naperville-Elgin","Cook",36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66458333333333,1.575,1.58333333333333,1.595,1.6,1.67156862745098,1.56239130434783,1.72222222222222,1.77587519025875,1.82777777777778,1.79487179487179,1.72003073770492,1.65833333333333,1.64444444444444,1.6375,1.65892230914486,1.71071428571429,1.75,1.75789473684211,1.75833333333333,1.81992337164751,1.85714285714286,1.85714285714286,1.75,1.78708791208791,1.70557275541796,1.76666666666667,1.68125,1.79,1.93176693096676,2,1.99083333333333,1.95833333333333,1.92307692307692,1.88235294117647,1.82648040033361,1.79583333333333,1.74375,1.71875,1.76470588235294,1.75714285714286,1.85,1.89189189189189,1.87573529411765,1.90871212121212,1.9125,1.895,1.85857142857143,1.84615384615385
"Rogers Park","Chicago","IL","Chicago-Naperville-Elgin","Cook",37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52173913043478,1.43888888888889,1.48461538461538,1.4975,1.5,1.51086956521739,1.47914979757085,1.45227272727273,1.48980769230769,1.5,1.54166666666667,1.52631578947368,1.5,1.56458333333333,1.58849557522124,1.54867256637168,1.55441176470588,1.5,1.53525641025641,1.51428571428571
"Bay Ridge","New York","NY","New York-Newark-Jersey City","Kings",38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.07142857142857,2.05902777777778,1.99306152483655,1.92307692307692,1.97857142857143,2.0625,2.04553571428571,2,2.16346153846154,2.06666666666667,2.14285714285714,2.25409836065574,1.91454545454545,2.2,2.04545454545455,2.11764705882353,2.03571428571429,1.996875,2.23026315789474,2.31009615384615,2.3,2.28428571428571,2.3,2.34347826086957,2.28285714285714,2.26666666666667,2.4,2.24375,2.16666666666667,2.25806451612903,2.24223039215686,2.21810089020772,2.26376811594203,2.27272727272727,2.30384615384615,2.3,2.3,2.41885964912281,2.4
"Oak Lawn","Dallas","TX","Dallas-Fort Worth-Arlington","Dallas",39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67400275103164,1.7,1.67539267015707,1.68401397685084,1.82265133234662,1.8641975308642,1.84274595285676,2.05399061032864,2.07994579945799,2.089592760181,2.0249497141948,2.01633045148895,1.67400275103164,1.67910663867371,1.73333333333333,1.59560293137908,1.59560293137908,1.52884615384615,1.60563172637476,1.43888888888889,1.49779735682819
"Woodside","New York","NY","New York-Newark-Jersey City","Queens",40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58333333333333,2.47058823529412,2.46153846153846,2.4975,2.55137362637363,2.42857142857143,2.54166666666667,2.45454545454545,2.26666666666667,2.5,2.35294117647059,2.46153846153846,2.46,2.53571428571429,2.6254105090312,2.66666666666667,2.51785714285714,2.49875,2.6,2.4
"Greenville","Jersey City","NJ","New York-Newark-Jersey City","Hudson",41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.68181818181818,1.64285714285714,1.63888888888889,1.62122328666175,1.58116883116883,1.66666666666667,1.75595238095238,1.78888888888889,1.78125,1.80555555555556,1.81764705882353,1.86,1.93028846153846
"Gresham","Chicago","IL","Chicago-Naperville-Elgin","Cook",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.972222222222222,0.944444444444444,1,1,1,1,1.03932533187852,1.03932533187852,1.03125,1.04580952380952,1.03125,1,1,0.991071428571429,0.991071428571429,1.02647058823529,1.08347826086957,1,0.99375
"Sunnyside","New York","NY","New York-Newark-Jersey City","Queens",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.60460179996604,2.51470588235294,2.58333333333333,2.5,2.63809523809524,2.6,2.54722222222222,2.62285714285714,2.61279843444227,2.53311258278146,2.6,2.625,2.60357142857143,2.57142857142857,2.63601127554616,2.69230769230769,2.70946319867183,2.62987012987013,2.64642857142857,2.66130028410261,2.6875,2.61538461538462,2.68585526315789,2.80285714285714,2.78571428571429,2.8,2.79471544715447,2.70714285714286
"Jamaica Plain","Boston","MA","Boston-Cambridge-Newton","Suffolk",44,,,,,,,,,,,,,1.73684210526316,1.9534632034632,1.98717948717949,2.01204819277108,2.14559512960475,2.06896551724138,2.03448275862069,2.11781609195402,2.2041303445413,1.9047619047619,1.99090909090909,1.99090909090909,2.04545454545455,2.08333333333333,2.07294429708223,2.07614942528736,2.24406890060889,2.1875,2.16129032258065,2.39495798319328,2.28125,2.25,2,1.91111111111111,2.11111111111111,2.13961038961039,2.14285714285714,2.08116883116883,2.22222222222222,2.18181818181818,2.27272727272727,2.15833333333333,2.05213903743315,2,2,2.1,2.13460808245186,2.24375,2.24159402241594,2.19615384615385,2.2,2.16666666666667,2.14545454545455,2,1.9047619047619,1.97936507936508,1.96362433862434,2.07916666666667,2.27603174603175,2.28571428571429,2.29445574771109,2.2975,2.11320754716981,2.22377622377622,2.11320754716981,1.78903743315508,1.75400723888314,2.02047803617571,2.02702702702703,2.07905701754386,2.27857142857143,2.36038961038961,2.35210084033613,2.32737403100775,2.32916666666667,2.28,2.21111111111111,2.18181818181818,2.2,2.20869565217391,2.13928571428571,2.21739130434783,2.44097222222222,2.54311594202899,2.46153846153846,2.42857142857143,2.47058823529412,2.4599358974359,2.4,2.396
"Palms","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.35046382189239,2.43888888888889,2.35714285714286,2.45138888888889,2.39333333333333,2.41814814814815,2.50753768844221,2.5925,2.50665792540793,2.55311890838207,2.49541666666667,2.5,2.80640640640641,2.54795918367347,2.55,2.795,2.84920634920635,2.79333333333333,2.99583333333333,3.14102950030102,3.11258278145695
"Englewood","Chicago","IL","Chicago-Naperville-Elgin","Cook",46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.961538461538462,0.961538461538462,0.9375,0.94875,0.926442307692308,0.962142857142857,0.964285714285714,1,1,1,1,1,1,1,0.964285714285714,0.964285714285714,0.958333333333333,1,1,0.997916666666667,1
"Kew Gardens Hills","New York","NY","New York-Newark-Jersey City","Queens",47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3125,2.22222222222222,2.10597826086957,2.1875,2.18258807588076,2.417,2.46710526315789,2.53571428571429,2.5,2.4,2.4,2.7769696969697
"Rego Park","New York","NY","New York-Newark-Jersey City","Queens",48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4453781512605,2.28861386138614,2.27272727272727,2.25,2.25,2.26666666666667,2.27722772277228,2.35714285714286,2.35044642857143,2.42864372469636,2.38347400313802,2.37249381188119,2.35897435897436,2.39071038251366,2.42857142857143,2.37361064945804,2.33561178094426,2.32160312805474,2.31818181818182,2.38047619047619,2.52567014993185,2.45398773006135,2.33333333333333,2.48839009287926,2.64026402640264,2.45497311827957,2.46666666666667,2.44444444444444,2.23182152038193,2.33333333333333,2.35792019347037,2.33333333333333,2.33225108225108,2.30555555555556,2.31438515081206,2.33333333333333,2.42296918767507,2.44888888888889,2.37003058103976,2.31257318501171,2.38461538461538,2.37928248222366,2.43055555555556,2.38888888888889,2.43055555555556,2.4375,2.4375,2.48049486461251,2.49187207082104,2.5
"Greater Heights","Houston","TX","Houston-The Woodlands-Sugar Land","Harris",49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63090909090909,1.63454545454545,1.61272727272727,1.5625,1.5008658008658,1.44637524456802,1.47407407407407,1.52210884353742,1.5234375,1.51515151515152,1.47081663715715,1.484375,1.5546875,1.425,1.38797619047619,1.575,1.5679347826087,1.64102564102564,1.6921768707483,1.65833333333333,1.68128662941257
"Mid Wilshire","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.39285714285714,2.21428571428571,2.21428571428571,2.25844155844156,2.33333333333333,2.35454545454545,2.13327349869452,2.44866071428571,2.51923076923077,2.23611111111111,2.33339140534263,2.27857142857143,2.27857142857143
"South Loop","Chicago","IL","Chicago-Naperville-Elgin","Cook",51,2.04302103250478,2.14041095890411,1.95519035758762,1.96891654494493,1.9988632724944,2.12965709097296,2.11360634081902,2.10721485459098,2.11203319502075,2.1181920592984,2.11360634081902,2.12315741944806,2.13930348258706,2.19195402298851,2.25212790430182,2.17391304347826,2.23671023694616,2.24137931034483,2.23275208491281,2.21706432887099,2.17835457271364,2.15468383730602,2.11376536393564,2.15,2.1280487804878,2.16556291390728,2.22184693756664,2.27643171806167,2.29224137931034,2.30474411787143,2.2704347826087,2.27020528476682,2.22222222222222,2.19628996553367,2.21754634087626,2.1761415210762,2.12819642370881,2.1435119047619,2.17898832684825,2.33050847457627,2.3781388478582,2.35975066785396,2.35724533715925,2.35636415959914,2.32388747928804,2.30042372881356,2.29829545454545,2.26277307723699,2.32225433526012,2.24358974358974,2.22588235294118,2.22941176470588,2.24320457796853,2.27179079357065,2.43055555555556,2.48536585365854,2.43850806451613,2.448,2.37995594713656,2.34973834257596,2.44171779141104,2.34160613397902,2.33333333333333,2.34180790960452,2.25973976815709,2.29731949458484,2.40833333333333,2.19706242350061,2.28720445062587,2.30366564843099,2.23527462121212,2.33257918552036,2.29357798165138,2.37304458239278,2.42055267702936,2.37786941406933,2.39164785553047,2.40835514834206,2.45501955671447,2.29963898916967,2.28554913294798,2.27320973189055,2.21122972145699,2.31357255262184,2.33333333333333,2.36275720266432,2.39248313984534,2.44979919678715,2.58981001727116,2.80053191489362,2.72403866432337,2.66393442622951
"Humboldt Park","Chicago","IL","Chicago-Naperville-Elgin","Cook",52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32083333333333,1.23070953436807,1.23070953436807,1.35,1.38461538461538,1.4625,1.47058823529412,1.3975,1.295,1.28571428571429,1.295,1.26333333333333,1.29,1.32916666666667,1.41287878787879,1.495,1.45,1.43478260869565,1.45208333333333,1.40802631578947,1.42105263157895
"Edgewater","Chicago","IL","Chicago-Naperville-Elgin","Cook",53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64795168067227,1.70294117647059,1.6875,1.734375,1.78125,1.81363636363636,1.78950140449438,1.77888888888889,1.70357142857143,1.86875,1.86875,1.935,1.97852822580645,1.77666666666667,1.81818181818182,1.87381404174573,1.90909090909091,1.89012295081967,1.885,1.87916666666667
"Lake View East","Chicago","IL","Chicago-Naperville-Elgin","Cook",54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.81244588744589,1.85,1.70490476190476,1.6875,1.6625,1.69598484848485,1.7121921182266,1.79625,1.86206896551724,1.88840909090909,1.93548387096774,1.98125,1.95,1.90625,1.795,1.82333873581848,1.82926829268293,1.83,1.85,1.94008333333333,1.99375,1.99,1.99,2.015,2.05,1.99,1.9,1.87,1.87125,1.88465909090909,1.9375,1.98136645962733,1.94,1.97530864197531,2.03535980148883,1.99,1.98535714285714,1.92592592592593,1.86
